#Variables:,
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K)",
4/26/2000,299.08429
4/27/2000,301.477722
4/28/2000,302.138824
4/29/2000,304.767578
4/30/2000,303.610229
5/1/2000,302.73291
5/2/2000,303.12149
5/3/2000,301.127899
5/4/2000,303.86734
5/5/2000,305.347443
5/6/2000,304.620361
5/7/2000,304.47229
5/8/2000,308.994537
5/9/2000,306.132812
5/10/2000,305.376892
5/11/2000,304.286469
5/12/2000,307.541077
5/13/2000,306.889038
5/14/2000,306.23526
5/15/2000,303.702637
5/16/2000,300.427765
5/17/2000,297.894531
5/18/2000,299.755798
5/19/2000,301.821106
5/20/2000,302.150452
5/21/2000,300.255829
5/22/2000,303.012726
5/23/2000,302.389221
5/24/2000,305.120331
5/25/2000,305.030151
5/26/2000,304.590881
5/27/2000,303.434387
5/28/2000,302.507721
5/29/2000,300.934174
5/30/2000,296.977844
5/31/2000,298.500214
6/1/2000,297.708221
6/2/2000,300.95755
6/3/2000,303.363464
6/4/2000,305.669861
6/5/2000,306.428436
6/6/2000,306.77774
6/7/2000,305.375916
6/8/2000,304.460724
6/9/2000,304.347046
6/10/2000,302.223633
6/11/2000,298.272278
6/12/2000,295.924225
6/13/2000,302.327271
6/14/2000,305.099274
6/15/2000,302.414551
6/16/2000,302.649139
6/17/2000,304.44278
6/18/2000,305.605438
6/19/2000,305.56308
6/20/2000,306.299866
6/21/2000,306.590424
6/22/2000,306.949219
6/23/2000,306.108063
6/24/2000,307.129486
6/25/2000,308.462036
6/26/2000,305.665222
6/27/2000,305.253479
6/28/2000,305.123932
6/29/2000,306.77005
6/30/2000,307.242828
7/1/2000,305.322754
7/2/2000,302.668396
7/3/2000,306.128326
7/4/2000,306.789368
7/5/2000,308.044312
7/6/2000,307.891998
7/7/2000,306.53949
7/8/2000,305.122864
7/9/2000,304.27005
7/10/2000,303.958832
7/11/2000,304.369598
7/12/2000,305.41861
7/13/2000,306.23111
7/14/2000,307.281036
7/15/2000,307.506744
7/16/2000,306.314789
7/17/2000,307.657776
7/18/2000,308.283752
7/19/2000,308.335327
7/20/2000,307.796173
7/21/2000,308.839691
7/22/2000,311.2388
7/23/2000,312.353943
7/24/2000,313.331512
7/25/2000,311.797638
7/26/2000,311.146332
7/27/2000,310.668488
7/28/2000,311.56189
7/29/2000,309.517578
7/30/2000,311.545807
7/31/2000,309.855896
8/1/2000,308.80658
8/2/2000,307.30011
8/3/2000,308.370087
8/4/2000,307.601898
8/5/2000,307.426392
8/6/2000,308.872101
8/7/2000,309.155243
8/8/2000,309.026093
8/9/2000,307.330933
8/10/2000,308.57074
8/11/2000,308.748718
8/12/2000,310.912201
8/13/2000,312.65387
8/14/2000,313.793762
8/15/2000,312.541473
8/16/2000,311.129242
8/17/2000,306.345276
8/18/2000,307.31485
8/19/2000,309.004944
8/20/2000,310.369141
8/21/2000,310.842651
8/22/2000,310.002106
8/23/2000,309.103363
8/24/2000,309.591064
8/25/2000,311.671692
8/26/2000,310.126678
8/27/2000,308.980377
8/28/2000,305.128479
8/29/2000,306.178864
8/30/2000,308.154114
8/31/2000,307.272095
9/1/2000,297.161133
9/2/2000,301.164612
9/3/2000,302.624359
9/4/2000,304.173492
9/5/2000,306.27063
9/6/2000,307.416168
9/7/2000,305.51355
9/8/2000,305.472046
9/9/2000,306.247864
9/10/2000,307.172485
9/11/2000,308.589417
9/12/2000,309.748627
9/13/2000,309.564545
9/14/2000,309.029572
9/15/2000,307.863281
9/16/2000,304.821289
9/17/2000,303.444885
9/18/2000,303.691406
9/19/2000,301.525024
9/20/2000,305.586243
9/21/2000,303.319611
9/22/2000,302.110413
9/23/2000,299.316345
9/24/2000,302.499695
9/25/2000,298.665558
9/26/2000,293.020111
9/27/2000,296.860046
9/28/2000,300.632599
9/29/2000,299.683746
9/30/2000,301.269745
10/1/2000,300.417053
10/2/2000,302.151215
10/3/2000,300.731262
10/4/2000,298.878601
10/5/2000,298.203094
10/6/2000,299.756378
10/7/2000,301.167725
10/8/2000,301.52121
10/9/2000,298.453796
10/10/2000,297.81134
10/11/2000,299.190796
10/12/2000,301.004303
10/13/2000,301.347717
10/14/2000,298.521484
10/15/2000,292.664337
10/16/2000,301.851196
10/17/2000,302.810333
10/18/2000,302.281647
10/19/2000,300.736237
10/20/2000,304.005493
10/21/2000,301.275848
10/22/2000,298.633911
10/23/2000,300.046143
10/24/2000,300.486053
10/25/2000,303.203339
10/26/2000,303.307159
10/27/2000,302.831909
10/28/2000,301.271973
10/29/2000,301.593781
10/30/2000,301.465271
10/31/2000,296.552338
11/1/2000,295.148285
11/2/2000,297.11084
11/3/2000,296.295959
11/4/2000,280.656769
11/5/2000,280.664642
11/6/2000,292.589478
11/7/2000,280.582733
11/8/2000,294.599823
11/9/2000,294.375031
11/10/2000,295.141998
11/11/2000,293.505127
11/12/2000,287.653229
11/13/2000,284.219391
11/14/2000,284.9487
11/15/2000,289.942749
11/16/2000,287.245453
11/17/2000,293.217102
11/18/2000,290.063049
11/19/2000,293.067841
11/20/2000,293.889374
11/21/2000,297.516663
11/22/2000,292.956726
11/23/2000,292.849823
11/24/2000,288.816406
11/25/2000,293.138184
11/26/2000,293.71756
11/27/2000,291.757751
11/28/2000,293.514374
11/29/2000,294.761627
11/30/2000,296.164856
12/1/2000,296.185822
12/2/2000,299.329468
12/3/2000,295.713715
12/4/2000,299.864319
12/5/2000,293.46347
12/6/2000,290.42926
12/7/2000,288.359314
12/8/2000,293.603973
12/9/2000,298.051086
12/10/2000,298.855682
12/11/2000,292.035675
12/12/2000,290.747406
12/13/2000,290.653931
12/14/2000,290.84494
12/15/2000,294.861237
12/16/2000,290.375153
12/17/2000,292.176056
12/18/2000,291.040527
12/19/2000,286.79718
12/20/2000,285.94165
12/21/2000,290.263367
12/22/2000,290.856415
12/23/2000,285.800537
12/24/2000,282.512756
12/25/2000,282.690826
12/26/2000,288.865509
12/27/2000,290.531097
12/28/2000,290.470612
12/29/2000,292.127014
12/30/2000,290.104431
12/31/2000,288.882904
1/1/2001,291.627563
1/2/2001,289.679718
1/3/2001,289.837006
1/4/2001,291.833313
1/5/2001,293.826599
1/6/2001,295.678314
1/7/2001,292.010468
1/8/2001,286.220734
1/9/2001,289.871063
1/10/2001,292.328949
1/11/2001,293.481262
1/12/2001,291.440155
1/13/2001,290.570892
1/14/2001,290.763031
1/15/2001,287.882843
1/16/2001,291.298035
1/17/2001,298.799072
1/18/2001,291.156769
1/19/2001,294.174683
1/20/2001,292.13623
1/21/2001,297.475891
1/22/2001,283.820038
1/23/2001,281.0737
1/24/2001,291.494904
1/25/2001,297.382904
1/26/2001,299.970337
1/27/2001,300.180725
1/28/2001,299.705078
1/29/2001,299.463898
1/30/2001,301.637421
1/31/2001,301.973633
2/1/2001,292.755615
2/2/2001,299.850922
2/3/2001,300.336365
2/4/2001,297.982056
2/5/2001,295.192291
2/6/2001,295.497833
2/7/2001,292.585785
2/8/2001,286.997894
2/9/2001,284.931458
2/10/2001,279.757629
2/11/2001,285.349457
2/12/2001,291.856323
2/13/2001,295.87735
2/14/2001,295.880127
2/15/2001,293.254883
2/16/2001,286.744202
2/17/2001,288.805573
2/18/2001,292.656403
2/19/2001,294.77713
2/20/2001,298.562866
2/21/2001,292.74057
2/22/2001,281.785126
2/23/2001,278.409119
2/24/2001,286.924652
2/25/2001,290.393463
2/26/2001,290.839569
2/27/2001,294.198425
2/28/2001,295.298676
3/1/2001,303.323944
3/2/2001,291.821259
3/3/2001,287.927643
3/4/2001,292.987061
3/5/2001,291.68866
3/6/2001,294.667206
3/7/2001,296.389252
3/8/2001,290.878143
3/9/2001,292.348267
3/10/2001,294.899689
3/11/2001,297.336761
3/12/2001,299.54895
3/13/2001,301.140472
3/14/2001,300.802246
3/15/2001,297.73053
3/16/2001,303.0979
3/17/2001,295.927704
3/18/2001,289.375305
3/19/2001,287.883087
3/20/2001,285.885223
3/21/2001,298.886292
3/22/2001,300.203339
3/23/2001,295.01062
3/24/2001,295.965271
3/25/2001,301.001587
3/26/2001,293.304291
3/27/2001,291.203217
3/28/2001,301.96402
3/29/2001,300.649658
3/30/2001,302.784576
3/31/2001,295.947632
4/1/2001,299.379211
4/2/2001,301.496002
4/3/2001,302.372223
4/4/2001,303.563721
4/5/2001,303.876923
4/6/2001,305.291534
4/7/2001,301.471436
4/8/2001,291.585724
4/9/2001,299.872681
4/10/2001,300.169495
4/11/2001,298.477142
4/12/2001,296.789734
4/13/2001,295.269318
4/14/2001,291.179871
4/15/2001,287.774689
4/16/2001,289.498199
4/17/2001,291.367676
4/18/2001,306.282532
4/19/2001,298.949646
4/20/2001,298.88028
4/21/2001,299.372681
4/22/2001,299.920166
4/23/2001,303.005829
4/24/2001,303.088989
4/25/2001,302.671356
4/26/2001,301.512207
4/27/2001,301.445007
4/28/2001,301.564026
4/29/2001,304.292206
4/30/2001,303.766296
5/1/2001,303.11499
5/2/2001,303.006226
5/3/2001,301.712646
5/4/2001,303.477692
5/5/2001,303.27417
5/6/2001,303.657623
5/7/2001,304.538177
5/8/2001,306.028076
5/9/2001,305.475281
5/10/2001,305.176575
5/11/2001,303.726135
5/12/2001,304.510468
5/13/2001,303.148468
5/14/2001,305.373627
5/15/2001,306.610535
5/16/2001,304.146851
5/17/2001,305.55072
5/18/2001,304.786621
5/19/2001,306.234924
5/20/2001,307.057648
5/21/2001,306.886658
5/22/2001,306.830292
5/23/2001,304.096802
5/24/2001,302.37616
5/25/2001,303.454224
5/26/2001,306.525421
5/27/2001,307.028198
5/28/2001,306.760956
5/29/2001,306.181091
5/30/2001,304.439941
5/31/2001,302.06369
6/1/2001,303.19989
6/2/2001,304.733551
6/3/2001,304.839264
6/4/2001,305.593719
6/5/2001,306.714874
6/6/2001,306.912659
6/7/2001,306.307465
6/8/2001,305.754791
6/9/2001,307.421997
6/10/2001,307.758881
6/11/2001,308.533997
6/12/2001,308.873688
6/13/2001,309.057129
6/14/2001,306.707123
6/15/2001,303.587616
6/16/2001,304.587097
6/17/2001,305.374207
6/18/2001,305.469055
6/19/2001,300.960114
6/20/2001,299.727448
6/21/2001,301.5401
6/22/2001,302.823914
6/23/2001,303.569244
6/24/2001,303.130524
6/25/2001,304.320557
6/26/2001,305.868896
6/27/2001,304.819336
6/28/2001,305.193451
6/29/2001,306.171906
6/30/2001,305.962006
7/1/2001,307.262268
7/2/2001,308.377319
7/3/2001,308.771973
7/4/2001,308.942657
7/5/2001,308.465179
7/6/2001,308.990356
7/7/2001,308.661285
7/8/2001,311.264832
7/9/2001,312.855988
7/10/2001,307.707855
7/11/2001,305.861694
7/12/2001,308.158997
7/13/2001,309.291138
7/14/2001,307.995087
7/15/2001,307.886963
7/16/2001,307.251556
7/17/2001,307.966278
7/18/2001,308.960724
7/19/2001,309.019104
7/20/2001,310.011749
7/21/2001,309.1026
7/22/2001,307.157562
7/23/2001,305.199127
7/24/2001,308.055206
7/25/2001,310.286469
7/26/2001,311.686859
7/27/2001,312.53714
7/28/2001,312.206879
7/29/2001,310.174103
7/30/2001,308.72348
7/31/2001,308.811401
8/1/2001,307.368866
8/2/2001,308.412567
8/3/2001,309.840973
8/4/2001,307.707275
8/5/2001,309.517944
8/6/2001,308.248077
8/7/2001,310.656036
8/8/2001,310.09317
8/9/2001,310.64502
8/10/2001,309.691437
8/11/2001,311.757782
8/12/2001,311.92041
8/13/2001,311.655609
8/14/2001,311.761475
8/15/2001,311.815399
8/16/2001,311.248962
8/17/2001,309.668457
8/18/2001,310.344299
8/19/2001,310.73407
8/20/2001,309.609924
8/21/2001,307.164185
8/22/2001,302.351135
8/23/2001,305.314026
8/24/2001,307.357025
8/25/2001,307.785461
8/26/2001,307.995819
8/27/2001,305.95929
8/28/2001,307.005402
8/29/2001,308.475769
8/30/2001,308.310059
8/31/2001,311.474304
9/1/2001,316.453339
9/2/2001,314.542969
9/3/2001,310.822876
9/4/2001,307.362122
9/5/2001,307.103241
9/6/2001,308.010376
9/7/2001,307.820007
9/8/2001,307.672089
9/9/2001,308.799988
9/10/2001,309.804382
9/11/2001,310.348022
9/12/2001,307.373627
9/13/2001,306.623199
9/14/2001,309.003387
9/15/2001,309.091492
9/16/2001,306.727386
9/17/2001,307.553711
9/18/2001,306.789978
9/19/2001,306.382782
9/20/2001,309.507019
9/21/2001,307.163757
9/22/2001,309.5513
9/23/2001,306.1875
9/24/2001,303.196136
9/25/2001,299.130402
9/26/2001,299.141388
9/27/2001,298.856934
9/28/2001,303.346832
9/29/2001,303.46759
9/30/2001,303.649719
10/1/2001,304.984894
10/2/2001,306.00415
10/3/2001,306.032776
10/4/2001,306.576508
10/5/2001,310.214813
10/6/2001,309.213776
10/7/2001,307.253662
10/8/2001,307.49527
10/9/2001,301.389801
10/10/2001,294.296997
10/11/2001,296.230499
10/12/2001,297.994293
10/13/2001,302.200104
10/14/2001,304.820435
10/15/2001,303.771454
10/16/2001,306.462402
10/17/2001,307.133209
10/18/2001,302.826904
10/19/2001,298.005951
10/20/2001,300.911346
10/21/2001,303.932556
10/22/2001,302.062317
10/23/2001,301.353638
10/24/2001,298.612732
10/25/2001,299.45163
10/26/2001,295.709595
10/27/2001,299.716187
10/28/2001,301.712128
10/29/2001,298.417694
10/30/2001,301.037018
10/31/2001,302.554352
11/1/2001,298.432404
11/2/2001,305.378937
11/3/2001,300.882843
11/4/2001,303.558075
11/5/2001,302.806763
11/6/2001,299.166504
11/7/2001,295.037659
11/8/2001,289.885468
11/9/2001,293.726105
11/10/2001,294.610687
11/11/2001,295.937164
11/12/2001,302.001343
11/13/2001,303.170959
11/14/2001,299.991577
11/15/2001,302.434967
11/16/2001,303.020355
11/17/2001,301.887451
11/18/2001,302.469452
11/19/2001,295.52121
11/20/2001,290.379639
11/21/2001,292.429901
11/22/2001,294.003418
11/23/2001,297.872986
11/24/2001,300.904144
11/25/2001,303.664886
11/26/2001,304.721619
11/27/2001,301.318634
11/28/2001,299.32428
11/29/2001,291.759735
11/30/2001,289.700684
12/1/2001,291.954773
12/2/2001,294.602051
12/3/2001,300.310211
12/4/2001,298.893433
12/5/2001,296.518677
12/6/2001,287.036255
12/7/2001,289.38089
12/8/2001,292.109558
12/9/2001,292.911957
12/10/2001,295.021454
12/11/2001,290.440338
12/12/2001,292.115631
12/13/2001,288.518677
12/14/2001,289.747711
12/15/2001,286.500397
12/16/2001,287.890686
12/17/2001,283.348602
12/18/2001,289.380737
12/19/2001,287.576172
12/20/2001,290.673279
12/21/2001,289.385864
12/22/2001,289.418762
12/23/2001,291.050842
12/24/2001,291.672333
12/25/2001,291.756378
12/26/2001,294.719788
12/27/2001,297.136322
12/28/2001,291.000061
12/29/2001,288.932526
12/30/2001,289.249512
12/31/2001,296.245087
1/1/2002,296.444153
1/2/2002,292.524353
1/3/2002,300.283691
1/4/2002,290.836487
1/5/2002,290.86438
1/6/2002,294.818573
1/7/2002,293.361176
1/8/2002,295.287659
1/9/2002,302.489441
1/10/2002,298.661652
1/11/2002,282.172699
1/12/2002,281.549591
1/13/2002,277.231781
1/14/2002,281.589966
1/15/2002,291.985657
1/16/2002,296.194611
1/17/2002,299.944946
1/18/2002,299.032135
1/19/2002,298.205353
1/20/2002,297.657867
1/21/2002,298.682983
1/22/2002,296.325378
1/23/2002,287.793884
1/24/2002,295.501923
1/25/2002,297.083618
1/26/2002,299.13678
1/27/2002,293.767212
1/28/2002,289.845581
1/29/2002,294.065979
1/30/2002,297.131195
1/31/2002,292.458008
2/1/2002,279.831421
2/2/2002,278.286316
2/3/2002,284.654968
2/4/2002,295.051788
2/5/2002,296.195984
2/6/2002,290.897552
2/7/2002,300.279938
2/8/2002,299.171051
2/9/2002,299.786591
2/10/2002,294.305023
2/11/2002,269.364136
2/12/2002,278.812408
2/13/2002,271.367401
2/14/2002,274.616547
2/15/2002,285.802032
2/16/2002,283.007965
2/17/2002,288.137604
2/18/2002,285.507874
2/19/2002,282.452148
2/20/2002,286.152649
2/21/2002,288.675873
2/22/2002,289.615753
2/23/2002,288.426636
2/24/2002,285.77005
2/25/2002,285.019928
2/26/2002,297.9151
2/27/2002,303.420776
2/28/2002,295.260651
3/1/2002,292.490967
3/2/2002,289.373169
3/3/2002,295.976898
3/4/2002,299.194427
3/5/2002,300.527344
3/6/2002,300.002441
3/7/2002,300.254517
3/8/2002,296.529999
3/9/2002,292.391022
3/10/2002,287.059509
3/11/2002,283.953217
3/12/2002,284.700348
3/13/2002,287.945526
3/14/2002,287.483093
3/15/2002,288.22052
3/16/2002,292.030121
3/17/2002,286.290741
3/18/2002,289.806061
3/19/2002,286.119843
3/20/2002,288.495575
3/21/2002,291.397034
3/22/2002,288.804047
3/23/2002,291.832947
3/24/2002,294.216522
3/25/2002,293.081757
3/26/2002,291.257874
3/27/2002,292.527679
3/28/2002,292.514801
3/29/2002,289.084473
3/30/2002,292.915527
3/31/2002,293.723358
4/1/2002,294.190765
4/2/2002,295.196777
4/3/2002,291.814453
4/4/2002,294.953705
4/5/2002,295.830078
4/6/2002,298.850586
4/7/2002,297.691559
4/8/2002,303.211914
4/9/2002,297.339081
4/10/2002,292.433746
4/11/2002,292.092804
4/12/2002,295.386963
4/13/2002,290.226685
4/14/2002,301.500519
4/15/2002,299.838409
4/16/2002,293.250488
4/17/2002,291.832275
4/18/2002,293.508698
4/19/2002,298.009155
4/20/2002,295.824249
4/21/2002,296.984985
4/22/2002,298.670258
4/23/2002,305.303467
4/24/2002,307.066315
4/25/2002,303.595062
4/26/2002,303.015869
4/27/2002,302.600708
4/28/2002,301.664185
4/29/2002,300.548981
4/30/2002,301.901398
5/1/2002,303.868927
5/2/2002,304.466248
5/3/2002,302.651703
5/4/2002,300.918793
5/5/2002,301.12796
5/6/2002,298.355469
5/7/2002,299.1987
5/8/2002,297.917572
5/9/2002,294.857025
5/10/2002,296.754517
5/11/2002,306.642517
5/12/2002,310.910217
5/13/2002,311.424561
5/14/2002,310.113953
5/15/2002,308.467346
5/16/2002,301.741669
5/17/2002,301.915924
5/18/2002,303.846375
5/19/2002,306.094269
5/20/2002,304.00769
5/21/2002,304.077576
5/22/2002,307.06543
5/23/2002,304.977295
5/24/2002,305.435394
5/25/2002,305.516602
5/26/2002,304.91922
5/27/2002,304.726288
5/28/2002,305.519592
5/29/2002,307.845093
5/30/2002,306.228851
5/31/2002,305.935638
6/1/2002,307.612823
6/2/2002,305.881653
6/3/2002,307.445099
6/4/2002,308.327362
6/5/2002,308.940155
6/6/2002,310.251068
6/7/2002,308.012177
6/8/2002,307.970093
6/9/2002,307.514191
6/10/2002,309.374725
6/11/2002,311.412872
6/12/2002,311.480896
6/13/2002,310.060089
6/14/2002,310.625244
6/15/2002,308.450592
6/16/2002,307.2052
6/17/2002,307.570007
6/18/2002,309.607513
6/19/2002,312.817352
6/20/2002,314.979218
6/21/2002,311.807739
6/22/2002,305.826263
6/23/2002,301.657288
6/24/2002,302.828674
6/25/2002,305.678131
6/26/2002,305.007324
6/27/2002,302.508453
6/28/2002,306.620544
6/29/2002,305.209229
6/30/2002,304.788727
7/1/2002,304.727234
7/2/2002,304.506073
7/3/2002,303.669067
7/4/2002,305.037903
7/5/2002,306.347382
7/6/2002,305.949982
7/7/2002,307.053528
7/8/2002,307.384766
7/9/2002,307.612701
7/10/2002,310.245422
7/11/2002,311.33606
7/12/2002,310.963684
7/13/2002,309.941376
7/14/2002,307.774506
7/15/2002,309.393372
7/16/2002,309.473236
7/17/2002,307.333221
7/18/2002,305.490448
7/19/2002,303.918488
7/20/2002,305.996582
7/21/2002,306.181152
7/22/2002,301.92572
7/23/2002,302.110687
7/24/2002,302.10968
7/25/2002,304.278107
7/26/2002,306.261749
7/27/2002,309.903717
7/28/2002,310.407928
7/29/2002,306.51709
7/30/2002,308.199127
7/31/2002,308.552673
8/1/2002,308.889465
8/2/2002,307.930847
8/3/2002,306.536316
8/4/2002,304.681702
8/5/2002,303.690399
8/6/2002,304.033203
8/7/2002,306.93045
8/8/2002,308.105743
8/9/2002,308.062805
8/10/2002,308.009094
8/11/2002,308.085327
8/12/2002,309.188812
8/13/2002,308.191376
8/14/2002,309.555695
8/15/2002,309.591797
8/16/2002,309.437286
8/17/2002,308.019806
8/18/2002,307.37146
8/19/2002,303.734528
8/20/2002,306.930206
8/21/2002,309.967957
8/22/2002,312.984924
8/23/2002,311.69693
8/24/2002,310.206635
8/25/2002,310.696777
8/26/2002,311.614441
8/27/2002,311.281921
8/28/2002,310.77771
8/29/2002,309.3703
8/30/2002,303.993469
8/31/2002,304.364655
9/1/2002,306.303284
9/2/2002,306.2742
9/3/2002,310.668945
9/4/2002,314.493683
9/5/2002,312.101532
9/6/2002,308.560028
9/7/2002,305.372955
9/8/2002,304.10611
9/9/2002,305.013367
9/10/2002,306.168121
9/11/2002,305.665894
9/12/2002,305.100586
9/13/2002,306.303406
9/14/2002,303.850159
9/15/2002,304.224335
9/16/2002,297.211548
9/17/2002,296.581726
9/18/2002,299.795166
9/19/2002,301.964233
9/20/2002,304.799286
9/21/2002,307.253479
9/22/2002,308.951874
9/23/2002,307.245331
9/24/2002,303.777954
9/25/2002,293.339111
9/26/2002,295.532837
9/27/2002,296.950287
9/28/2002,301.418823
9/29/2002,303.339447
9/30/2002,302.729645
10/1/2002,302.669983
10/2/2002,298.964661
10/3/2002,299.156555
10/4/2002,304.691833
10/5/2002,305.157501
10/6/2002,305.027283
10/7/2002,304.259735
10/8/2002,303.037811
10/9/2002,305.58902
10/10/2002,305.82489
10/11/2002,303.719238
10/12/2002,302.471527
10/13/2002,301.656158
10/14/2002,301.175537
10/15/2002,305.009338
10/16/2002,307.215668
10/17/2002,307.156555
10/18/2002,300.320709
10/19/2002,295.45047
10/20/2002,298.941376
10/21/2002,291.414703
10/22/2002,288.737305
10/23/2002,293.806763
10/24/2002,293.379791
10/25/2002,299.49469
10/26/2002,304.264832
10/27/2002,298.759766
10/28/2002,300.985168
10/29/2002,300.427856
10/30/2002,301.264832
10/31/2002,300.245056
11/1/2002,301.146545
11/2/2002,300.98349
11/3/2002,298.19989
11/4/2002,298.644012
11/5/2002,301.053375
11/6/2002,297.487091
11/7/2002,300.374023
11/8/2002,297.382996
11/9/2002,297.838776
11/10/2002,297.313202
11/11/2002,297.84021
11/12/2002,299.245911
11/13/2002,300.320557
11/14/2002,301.221375
11/15/2002,297.000916
11/16/2002,295.191345
11/17/2002,298.441345
11/18/2002,299.725555
11/19/2002,299.671661
11/20/2002,300.976196
11/21/2002,300.121307
11/22/2002,295.737518
11/23/2002,287.746796
11/24/2002,293.799225
11/25/2002,294.641357
11/26/2002,290.464722
11/27/2002,293.542297
11/28/2002,296.12735
11/29/2002,295.176727
11/30/2002,297.284485
12/1/2002,297.777252
12/2/2002,297.762146
12/3/2002,300.395233
12/4/2002,299.825562
12/5/2002,298.364227
12/6/2002,296.427734
12/7/2002,291.347382
12/8/2002,294.161285
12/9/2002,289.517609
12/10/2002,288.372742
12/11/2002,292.986267
12/12/2002,294.266205
12/13/2002,293.409393
12/14/2002,292.11972
12/15/2002,293.056274
12/16/2002,286.525391
12/17/2002,283.913208
12/18/2002,289.607727
12/19/2002,293.502472
12/20/2002,295.480469
12/21/2002,291.503021
12/22/2002,292.717377
12/23/2002,291.266388
12/24/2002,292.060944
12/25/2002,297.754913
12/26/2002,300.978546
12/27/2002,302.000824
12/28/2002,303.62619
12/29/2002,294.155365
12/30/2002,295.351196
12/31/2002,297.371674
1/1/2003,302.326569
1/2/2003,290.48233
1/3/2003,279.517242
1/4/2003,279.753754
1/5/2003,281.828064
1/6/2003,288.390076
1/7/2003,296.337128
1/8/2003,290.642395
1/9/2003,297.260345
1/10/2003,298.124908
1/11/2003,297.850952
1/12/2003,299.169769
1/13/2003,300.158142
1/14/2003,300.09787
1/15/2003,301.892517
1/16/2003,295.796631
1/17/2003,288.623444
1/18/2003,289.266205
1/19/2003,298.494995
1/20/2003,293.537445
1/21/2003,284.421692
1/22/2003,278.639435
1/23/2003,283.087524
1/24/2003,292.700104
1/25/2003,284.588196
1/26/2003,282.963806
1/27/2003,280.542786
1/28/2003,283.570312
1/29/2003,290.73233
1/30/2003,293.86734
1/31/2003,292.643799
2/1/2003,295.446136
2/2/2003,289.139526
2/3/2003,289.137177
2/4/2003,278.733246
2/5/2003,281.748291
2/6/2003,283.845703
2/7/2003,285.875183
2/8/2003,288.059387
2/9/2003,295.842072
2/10/2003,300.728027
2/11/2003,295.515717
2/12/2003,292.066528
2/13/2003,280.105072
2/14/2003,283.301208
2/15/2003,296.218262
2/16/2003,298.646484
2/17/2003,299.328186
2/18/2003,296.06366
2/19/2003,291.134308
2/20/2003,293.415131
2/21/2003,291.814392
2/22/2003,290.309448
2/23/2003,293.494812
2/24/2003,297.908875
2/25/2003,298.669434
2/26/2003,300.89505
2/27/2003,300.805756
2/28/2003,299.483215
3/1/2003,299.679108
3/2/2003,294.022583
3/3/2003,288.9664
3/4/2003,284.987091
3/5/2003,288.28302
3/6/2003,289.887848
3/7/2003,289.184021
3/8/2003,286.591003
3/9/2003,284.645844
3/10/2003,285.500824
3/11/2003,288.647736
3/12/2003,286.82077
3/13/2003,292.011139
3/14/2003,292.752838
3/15/2003,293.442444
3/16/2003,293.776031
3/17/2003,293.474945
3/18/2003,292.02124
3/19/2003,291.667755
3/20/2003,295.654999
3/21/2003,297.31189
3/22/2003,299.085022
3/23/2003,300.635101
3/24/2003,295.107849
3/25/2003,295.595673
3/26/2003,299.563416
3/27/2003,302.385132
3/28/2003,297.344849
3/29/2003,300.664215
3/30/2003,305.743835
3/31/2003,305.08432
4/1/2003,298.450073
4/2/2003,300.412048
4/3/2003,303.958282
4/4/2003,298.064941
4/5/2003,303.645142
4/6/2003,300.343811
4/7/2003,293.809723
4/8/2003,303.579681
4/9/2003,299.006317
4/10/2003,290.0755
4/11/2003,289.699554
4/12/2003,287.887604
4/13/2003,291.266632
4/14/2003,293.69046
4/15/2003,298.945618
4/16/2003,302.370026
4/17/2003,300.371368
4/18/2003,303.365814
4/19/2003,303.672821
4/20/2003,301.971649
4/21/2003,304.267639
4/22/2003,304.443085
4/23/2003,305.953094
4/24/2003,307.909332
4/25/2003,306.043213
4/26/2003,302.356659
4/27/2003,298.575806
4/28/2003,305.597656
4/29/2003,307.49762
4/30/2003,305.962341
5/1/2003,305.890533
5/2/2003,302.614868
5/3/2003,305.888641
5/4/2003,301.40863
5/5/2003,303.751434
5/6/2003,301.339691
5/7/2003,295.9664
5/8/2003,295.328857
5/9/2003,293.057678
5/10/2003,294.68335
5/11/2003,295.352325
5/12/2003,297.741943
5/13/2003,300.424255
5/14/2003,300.65744
5/15/2003,299.177429
5/16/2003,303.542358
5/17/2003,301.791565
5/18/2003,297.238647
5/19/2003,300.859406
5/20/2003,302.178162
5/21/2003,301.904297
5/22/2003,304.822388
5/23/2003,303.782562
5/24/2003,301.242401
5/25/2003,299.890289
5/26/2003,299.494507
5/27/2003,299.205109
5/28/2003,300.172302
5/29/2003,299.41925
5/30/2003,298.944489
5/31/2003,299.111023
6/1/2003,301.361206
6/2/2003,299.131683
6/3/2003,297.68454
6/4/2003,302.621582
6/5/2003,303.76828
6/6/2003,302.201843
6/7/2003,303.84845
6/8/2003,304.580505
6/9/2003,303.765808
6/10/2003,305.733032
6/11/2003,305.544952
6/12/2003,304.047058
6/13/2003,305.508179
6/14/2003,305.615082
6/15/2003,307.029114
6/16/2003,309.833069
