#Variables:,
#pr_bcc-csm1-1_rcp45(mm):Precipitation,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,pr_bcc-csm1-1_rcp45(mm)",
7/27/2089,6.240816
7/28/2089,2.667979
7/29/2089,0
7/30/2089,0
7/31/2089,0
8/1/2089,0
8/2/2089,0
8/3/2089,0
8/4/2089,0
8/5/2089,0
8/6/2089,0
8/7/2089,0
8/8/2089,0
8/9/2089,0
8/10/2089,0
8/11/2089,0.749334
8/12/2089,0
8/13/2089,0
8/14/2089,0.410959
8/15/2089,0
8/16/2089,0
8/17/2089,0
8/18/2089,0
8/19/2089,0
8/20/2089,0
8/21/2089,1.026751
8/22/2089,0
8/23/2089,0
8/24/2089,0
8/25/2089,0
8/26/2089,0
8/27/2089,0
8/28/2089,0.334833
8/29/2089,0
8/30/2089,0
8/31/2089,0
9/1/2089,0.640639
9/2/2089,0
9/3/2089,0
9/4/2089,0
9/5/2089,0
9/6/2089,0
9/7/2089,0
9/8/2089,0
9/9/2089,0
9/10/2089,0
9/11/2089,0.729022
9/12/2089,0
9/13/2089,0
9/14/2089,0
9/15/2089,0
9/16/2089,0
9/17/2089,0
9/18/2089,0
9/19/2089,0.332959
9/20/2089,0
9/21/2089,0
9/22/2089,0
9/23/2089,0
9/24/2089,1.13865
9/25/2089,0
9/26/2089,0
9/27/2089,0
9/28/2089,3.071061
9/29/2089,3.598635
9/30/2089,13.141505
10/1/2089,0
10/2/2089,0
10/3/2089,0
10/4/2089,0
10/5/2089,0
10/6/2089,0
10/7/2089,0
10/8/2089,0
10/9/2089,0.345881
10/10/2089,0
10/11/2089,0
10/12/2089,0
10/13/2089,0
10/14/2089,0
10/15/2089,0.32688
10/16/2089,8.507502
10/17/2089,2.879074
10/18/2089,1.037172
10/19/2089,0
10/20/2089,0
10/21/2089,0
10/22/2089,0
10/23/2089,0
10/24/2089,0
10/25/2089,0
10/26/2089,0
10/27/2089,0.578362
10/28/2089,0
10/29/2089,0.916318
10/30/2089,5.167603
10/31/2089,0
11/1/2089,0
11/2/2089,0
11/3/2089,0
11/4/2089,0
11/5/2089,0
11/6/2089,0
11/7/2089,0
11/8/2089,0
11/9/2089,0
11/10/2089,7.029144
11/11/2089,0.911547
11/12/2089,0.316996
11/13/2089,0
11/14/2089,0
11/15/2089,0
11/16/2089,0
11/17/2089,0
11/18/2089,0
11/19/2089,0
11/20/2089,0
11/21/2089,10.278824
11/22/2089,93.623116
11/23/2089,13.54595
11/24/2089,0
11/25/2089,0
11/26/2089,0
11/27/2089,0
11/28/2089,0
11/29/2089,4.801274
11/30/2089,1.992958
12/1/2089,0.556729
12/2/2089,0
12/3/2089,0
12/4/2089,0.284276
12/5/2089,0.456963
12/6/2089,0
12/7/2089,0
12/8/2089,0.921387
12/9/2089,0
12/10/2089,0
12/11/2089,0.335421
12/12/2089,0
12/13/2089,0
12/14/2089,0
12/15/2089,0
12/16/2089,0
12/17/2089,0
12/18/2089,0
12/19/2089,0
12/20/2089,0
12/21/2089,0
12/22/2089,0
12/23/2089,0
12/24/2089,0
12/25/2089,0
12/26/2089,0
12/27/2089,0.773927
12/28/2089,4.281787
12/29/2089,0
12/30/2089,0
12/31/2089,5.251754
1/1/2090,0.311757
1/2/2090,0
1/3/2090,0
1/4/2090,0
1/5/2090,0
1/6/2090,0
1/7/2090,0
1/8/2090,0
1/9/2090,7.064375
1/10/2090,0
1/11/2090,0
1/12/2090,0
1/13/2090,0
1/14/2090,0
1/15/2090,0
1/16/2090,0
1/17/2090,0
1/18/2090,0
1/19/2090,0
1/20/2090,0
1/21/2090,0
1/22/2090,0.467076
1/23/2090,0
1/24/2090,0
1/25/2090,0
1/26/2090,8.485223
1/27/2090,12.954458
1/28/2090,0
1/29/2090,0
1/30/2090,0
1/31/2090,0.880107
2/1/2090,0
2/2/2090,0
2/3/2090,0
2/4/2090,0
2/5/2090,0
2/6/2090,0
2/7/2090,0
2/8/2090,0
2/9/2090,0
2/10/2090,0
2/11/2090,0
2/12/2090,0
2/13/2090,0
2/14/2090,0
2/15/2090,0
2/16/2090,0.555216
2/17/2090,0.624103
2/18/2090,0
2/19/2090,6.12021
2/20/2090,0.451283
2/21/2090,0
2/22/2090,0
2/23/2090,0
2/24/2090,14.149993
2/25/2090,21.727205
2/26/2090,0
2/27/2090,0
2/28/2090,0
3/1/2090,0
3/2/2090,0
3/3/2090,0
3/4/2090,0
3/5/2090,8.984174
3/6/2090,4.684619
3/7/2090,0.435081
3/8/2090,0
3/9/2090,0
3/10/2090,0
3/11/2090,1.450002
3/12/2090,0
3/13/2090,1.705349
3/14/2090,0.709705
3/15/2090,0
3/16/2090,3.187339
3/17/2090,5.055723
3/18/2090,17.261698
3/19/2090,1.256049
3/20/2090,0
3/21/2090,0
3/22/2090,1.632355
3/23/2090,1.947899
3/24/2090,2.692907
3/25/2090,0
3/26/2090,0
3/27/2090,0
3/28/2090,0
3/29/2090,0
3/30/2090,0
3/31/2090,1.128352
4/1/2090,0.540529
4/2/2090,0
4/3/2090,0
4/4/2090,0.830326
4/5/2090,0
4/6/2090,0
4/7/2090,0
4/8/2090,0
4/9/2090,0
4/10/2090,0
4/11/2090,17.226435
4/12/2090,7.231532
4/13/2090,0.34872
4/14/2090,0
4/15/2090,0.615467
4/16/2090,0.285507
4/17/2090,0
4/18/2090,0.396466
4/19/2090,0
4/20/2090,0
4/21/2090,0
4/22/2090,0
4/23/2090,0
4/24/2090,4.898283
4/25/2090,4.836957
4/26/2090,3.094146
4/27/2090,12.210126
4/28/2090,13.669986
4/29/2090,13.292766
4/30/2090,3.234274
5/1/2090,2.224085
5/2/2090,0.932493
5/3/2090,6.94239
5/4/2090,0
5/5/2090,0
5/6/2090,0
5/7/2090,0
5/8/2090,0.939489
5/9/2090,33.574787
5/10/2090,16.021372
5/11/2090,0
5/12/2090,0.39121
5/13/2090,0
5/14/2090,0
5/15/2090,0
5/16/2090,0.327754
5/17/2090,1.376109
5/18/2090,11.26488
5/19/2090,0
5/20/2090,0
5/21/2090,0
5/22/2090,0
5/23/2090,0
5/24/2090,0
5/25/2090,9.138501
5/26/2090,10.555583
5/27/2090,1.63539
5/28/2090,2.020593
5/29/2090,1.659228
5/30/2090,9.326905
5/31/2090,4.799775
6/1/2090,2.347946
6/2/2090,0
6/3/2090,0
6/4/2090,0
6/5/2090,0
6/6/2090,0
6/7/2090,0
6/8/2090,0
6/9/2090,0
6/10/2090,0
6/11/2090,0
6/12/2090,0.386388
6/13/2090,2.501764
6/14/2090,8.586379
6/15/2090,0
6/16/2090,0.800903
6/17/2090,0
6/18/2090,0
6/19/2090,0
6/20/2090,0
6/21/2090,0
6/22/2090,0
6/23/2090,0
6/24/2090,1.411757
6/25/2090,0
6/26/2090,0
6/27/2090,0
6/28/2090,5.630124
6/29/2090,0.342646
6/30/2090,0
7/1/2090,0
7/2/2090,0
7/3/2090,0
7/4/2090,0
7/5/2090,0
7/6/2090,0
7/7/2090,0
7/8/2090,0
7/9/2090,0
7/10/2090,1.343241
7/11/2090,0
7/12/2090,0
7/13/2090,0
7/14/2090,0
7/15/2090,0
7/16/2090,0
7/17/2090,1.670528
7/18/2090,1.357656
7/19/2090,1.687094
7/20/2090,4.778401
7/21/2090,0
7/22/2090,0
7/23/2090,0
7/24/2090,0
7/25/2090,0
7/26/2090,5.255466
7/27/2090,0
7/28/2090,0
7/29/2090,0
7/30/2090,0.373731
7/31/2090,0.420496
8/1/2090,0.336884
8/2/2090,2.578296
8/3/2090,0
8/4/2090,0
8/5/2090,0
8/6/2090,0
8/7/2090,0
8/8/2090,0
8/9/2090,0
8/10/2090,4.805099
8/11/2090,0
8/12/2090,0.633401
8/13/2090,2.217648
8/14/2090,6.769087
8/15/2090,0.591755
8/16/2090,0
8/17/2090,0
8/18/2090,0
8/19/2090,3.363437
8/20/2090,0
8/21/2090,0
8/22/2090,0.980958
8/23/2090,0
8/24/2090,0.383171
8/25/2090,0
8/26/2090,0
8/27/2090,0
8/28/2090,1.666989
8/29/2090,1.033316
8/30/2090,0.619774
8/31/2090,0
9/1/2090,0
9/2/2090,0
9/3/2090,0
9/4/2090,1.511113
9/5/2090,0
9/6/2090,0
9/7/2090,1.237331
9/8/2090,5.273251
9/9/2090,19.947638
9/10/2090,30.528004
9/11/2090,2.504759
9/12/2090,0
9/13/2090,0
9/14/2090,0
9/15/2090,0.420393
9/16/2090,0
9/17/2090,0
9/18/2090,0
9/19/2090,0
9/20/2090,0
9/21/2090,0
9/22/2090,0
9/23/2090,5.743802
9/24/2090,0
9/25/2090,0
9/26/2090,2.805054
9/27/2090,0
9/28/2090,19.241289
9/29/2090,0
9/30/2090,0
10/1/2090,0
10/2/2090,0
10/3/2090,0
10/4/2090,0
10/5/2090,0
10/6/2090,32.070633
10/7/2090,31.735477
10/8/2090,12.510861
10/9/2090,0
10/10/2090,0.335316
10/11/2090,7.793319
10/12/2090,0
10/13/2090,1.570558
10/14/2090,5.785899
10/15/2090,1.776803
10/16/2090,0
10/17/2090,0
10/18/2090,0
10/19/2090,0
10/20/2090,0
10/21/2090,0
10/22/2090,0
10/23/2090,0
10/24/2090,0
10/25/2090,0
10/26/2090,0
10/27/2090,0
10/28/2090,0
10/29/2090,0
10/30/2090,0
10/31/2090,0
11/1/2090,0
11/2/2090,0
11/3/2090,0
11/4/2090,0
11/5/2090,0
11/6/2090,0
11/7/2090,0
11/8/2090,0
11/9/2090,0
11/10/2090,0
11/11/2090,1.196259
11/12/2090,0
11/13/2090,0.688583
11/14/2090,4.858046
11/15/2090,7.840095
11/16/2090,3.826672
11/17/2090,0
11/18/2090,0
11/19/2090,0
11/20/2090,0
11/21/2090,0
11/22/2090,0
11/23/2090,1.551346
11/24/2090,30.079973
11/25/2090,1.951815
11/26/2090,0
11/27/2090,0.324069
11/28/2090,0.775421
11/29/2090,6.092302
11/30/2090,3.24925
12/1/2090,0.626016
12/2/2090,0
12/3/2090,0
12/4/2090,0.632326
12/5/2090,0
12/6/2090,0
12/7/2090,0
12/8/2090,0.618372
12/9/2090,0.629411
12/10/2090,0.325358
12/11/2090,0.282212
12/12/2090,0
12/13/2090,0
12/14/2090,0
12/15/2090,0
12/16/2090,0
12/17/2090,0
12/18/2090,0
12/19/2090,0
12/20/2090,0
12/21/2090,0
12/22/2090,0
12/23/2090,7.290214
12/24/2090,5.309386
12/25/2090,1.404109
12/26/2090,2.880656
12/27/2090,2.559158
12/28/2090,2.90425
12/29/2090,0
12/30/2090,0
12/31/2090,0
1/1/2091,1.258675
1/2/2091,0.741314
1/3/2091,0.729398
1/4/2091,0.612915
1/5/2091,0.595321
1/6/2091,0
1/7/2091,0
1/8/2091,0
1/9/2091,5.703912
1/10/2091,15.098557
1/11/2091,1.503426
1/12/2091,0
1/13/2091,0
1/14/2091,0
1/15/2091,0
1/16/2091,0
1/17/2091,0
1/18/2091,0
1/19/2091,11.713758
1/20/2091,0.490439
1/21/2091,0
1/22/2091,0
1/23/2091,0
1/24/2091,0
1/25/2091,0
1/26/2091,0
1/27/2091,11.782012
1/28/2091,28.564693
1/29/2091,14.584593
1/30/2091,9.119645
1/31/2091,0
2/1/2091,0
2/2/2091,4.71481
2/3/2091,0.286307
2/4/2091,0.403689
2/5/2091,4.696726
2/6/2091,9.181325
2/7/2091,0
2/8/2091,2.540949
2/9/2091,0.296608
2/10/2091,0.910648
2/11/2091,0.750468
2/12/2091,0
2/13/2091,4.548272
2/14/2091,0.477323
2/15/2091,0
2/16/2091,0
2/17/2091,0.963555
2/18/2091,0
2/19/2091,0
2/20/2091,0.363301
2/21/2091,0
2/22/2091,0
2/23/2091,0
2/24/2091,0
2/25/2091,0
2/26/2091,0
2/27/2091,0
2/28/2091,0
3/1/2091,0
3/2/2091,0
3/3/2091,0
3/4/2091,2.115401
3/5/2091,12.549906
3/6/2091,20.351919
3/7/2091,19.740685
3/8/2091,16.80629
3/9/2091,5.094168
3/10/2091,0
3/11/2091,0
3/12/2091,0
3/13/2091,0
3/14/2091,0
3/15/2091,0
3/16/2091,0
3/17/2091,0
3/18/2091,14.560338
3/19/2091,1.514179
3/20/2091,0
3/21/2091,0
3/22/2091,0.287281
3/23/2091,0
3/24/2091,0
3/25/2091,0
3/26/2091,0
3/27/2091,0
3/28/2091,0
3/29/2091,0
3/30/2091,5.415421
3/31/2091,2.96155
4/1/2091,2.015354
4/2/2091,0.464534
4/3/2091,0.380501
4/4/2091,0
4/5/2091,0
4/6/2091,0
4/7/2091,0
4/8/2091,0
4/9/2091,1.281787
4/10/2091,0
4/11/2091,0
4/12/2091,0
4/13/2091,0
4/14/2091,0.348163
4/15/2091,0
4/16/2091,0
4/17/2091,0
4/18/2091,0
4/19/2091,0
4/20/2091,0
4/21/2091,0
4/22/2091,0
4/23/2091,0
4/24/2091,3.047938
4/25/2091,12.378773
4/26/2091,0
4/27/2091,0
4/28/2091,0
4/29/2091,0
4/30/2091,0
5/1/2091,8.210462
5/2/2091,28.803902
5/3/2091,0
5/4/2091,0
5/5/2091,0
5/6/2091,0
5/7/2091,0
5/8/2091,0
5/9/2091,0.328868
5/10/2091,0
5/11/2091,0
5/12/2091,0
5/13/2091,0
5/14/2091,3.56434
5/15/2091,0
5/16/2091,0
5/17/2091,0
5/18/2091,0
5/19/2091,0
5/20/2091,4.487823
5/21/2091,0.730513
5/22/2091,0
5/23/2091,0
5/24/2091,0
5/25/2091,0
5/26/2091,0
5/27/2091,0
5/28/2091,0
5/29/2091,0
5/30/2091,4.498778
5/31/2091,26.12928
6/1/2091,0
6/2/2091,0
6/3/2091,0
6/4/2091,0
6/5/2091,0
6/6/2091,0
6/7/2091,0
6/8/2091,0
6/9/2091,0
6/10/2091,0
6/11/2091,0
6/12/2091,0
6/13/2091,0
6/14/2091,0
6/15/2091,0
6/16/2091,0
6/17/2091,2.504734
6/18/2091,1.34805
6/19/2091,0
6/20/2091,0
6/21/2091,0
6/22/2091,0.964183
6/23/2091,1.301682
6/24/2091,0.975257
6/25/2091,0
6/26/2091,0
6/27/2091,0
6/28/2091,0
6/29/2091,0
6/30/2091,0
7/1/2091,0.617778
7/2/2091,0
7/3/2091,2.412008
7/4/2091,1.148278
7/5/2091,13.625849
7/6/2091,6.555324
7/7/2091,1.668107
7/8/2091,2.116055
7/9/2091,0
7/10/2091,0
7/11/2091,0.428902
7/12/2091,0
7/13/2091,0
7/14/2091,0
7/15/2091,0
7/16/2091,0
7/17/2091,0
7/18/2091,4.943141
7/19/2091,0
7/20/2091,0
7/21/2091,0
7/22/2091,0
7/23/2091,0
7/24/2091,0
7/25/2091,1.966849
7/26/2091,8.780912
7/27/2091,5.019958
7/28/2091,2.929922
7/29/2091,0
7/30/2091,0
7/31/2091,0.529522
8/1/2091,0
8/2/2091,0
8/3/2091,0
8/4/2091,0
8/5/2091,0.292272
8/6/2091,0
8/7/2091,0
8/8/2091,0
8/9/2091,0.542942
8/10/2091,0
8/11/2091,3.496221
8/12/2091,4.6816
8/13/2091,0.896052
8/14/2091,0
8/15/2091,0
8/16/2091,0
8/17/2091,0
8/18/2091,0
8/19/2091,0.613336
8/20/2091,0
8/21/2091,0
8/22/2091,0.291217
8/23/2091,6.486674
8/24/2091,1.247697
8/25/2091,12.008107
8/26/2091,2.339693
8/27/2091,0.894862
8/28/2091,8.850816
8/29/2091,0
8/30/2091,0.396861
8/31/2091,0
9/1/2091,0
9/2/2091,0
9/3/2091,0
9/4/2091,0
9/5/2091,0
9/6/2091,0
9/7/2091,0.914367
9/8/2091,0
9/9/2091,0
9/10/2091,0
9/11/2091,0
9/12/2091,0
9/13/2091,0
9/14/2091,0
9/15/2091,0
9/16/2091,0.659355
9/17/2091,8.252356
9/18/2091,0.420906
9/19/2091,0
9/20/2091,0
9/21/2091,0
9/22/2091,0
9/23/2091,19.211599
9/24/2091,56.418407
9/25/2091,0
9/26/2091,1.336185
9/27/2091,0
9/28/2091,0.861706
9/29/2091,0.764987
9/30/2091,3.936151
10/1/2091,6.248463
10/2/2091,50.997879
10/3/2091,0
10/4/2091,11.157022
10/5/2091,0
10/6/2091,6.979317
10/7/2091,41.739971
10/8/2091,60.61565
10/9/2091,2.060573
10/10/2091,6.208759
10/11/2091,0
10/12/2091,0
10/13/2091,0
10/14/2091,0
10/15/2091,0
10/16/2091,0
10/17/2091,0
10/18/2091,0
10/19/2091,0
10/20/2091,2.24174
10/21/2091,7.572988
10/22/2091,1.1625
10/23/2091,0
10/24/2091,2.446714
10/25/2091,33.534904
10/26/2091,0.87285
10/27/2091,0
10/28/2091,0
10/29/2091,0.49182
10/30/2091,0
10/31/2091,7.427626
11/1/2091,0
11/2/2091,0
11/3/2091,0
11/4/2091,0
11/5/2091,0
11/6/2091,0
11/7/2091,0
11/8/2091,0
11/9/2091,0
11/10/2091,0
11/11/2091,0
11/12/2091,0
11/13/2091,0
11/14/2091,0
11/15/2091,0
11/16/2091,0
11/17/2091,0
11/18/2091,0
11/19/2091,0.434091
11/20/2091,5.933685
11/21/2091,7.939281
11/22/2091,5.728598
11/23/2091,0.563336
11/24/2091,0
11/25/2091,0
11/26/2091,0
11/27/2091,0
11/28/2091,0
11/29/2091,0
11/30/2091,0
12/1/2091,0
12/2/2091,0
12/3/2091,0
12/4/2091,0
12/5/2091,0
12/6/2091,0
12/7/2091,0
12/8/2091,1.187796
12/9/2091,9.348742
12/10/2091,0
12/11/2091,0
12/12/2091,0
12/13/2091,0
12/14/2091,0
12/15/2091,0
12/16/2091,0
12/17/2091,0
12/18/2091,0
12/19/2091,0.459276
12/20/2091,0
12/21/2091,0
12/22/2091,0
12/23/2091,0
12/24/2091,0
12/25/2091,0
12/26/2091,0
12/27/2091,0
12/28/2091,0
12/29/2091,0
12/30/2091,0.433629
12/31/2091,0
1/1/2092,0
1/2/2092,0
1/3/2092,0
1/4/2092,2.986342
1/5/2092,0.692914
1/6/2092,0
1/7/2092,0
1/8/2092,0
1/9/2092,0
1/10/2092,1.523518
1/11/2092,0.444804
1/12/2092,0
1/13/2092,0
1/14/2092,0
1/15/2092,0
1/16/2092,0
1/17/2092,4.897185
1/18/2092,0
1/19/2092,0
1/20/2092,0
1/21/2092,0
1/22/2092,2.655672
1/23/2092,0
1/24/2092,0
1/25/2092,0
1/26/2092,0
1/27/2092,3.011802
1/28/2092,7.117212
1/29/2092,0
1/30/2092,0
1/31/2092,1.155592
2/1/2092,5.243332
2/2/2092,0.403771
2/3/2092,7.866902
2/4/2092,0
2/5/2092,0.294052
2/6/2092,0
2/7/2092,0
2/8/2092,0
2/9/2092,0
2/10/2092,0.559879
2/11/2092,0
2/12/2092,0
2/13/2092,0
2/14/2092,0
2/15/2092,0
2/16/2092,0
2/17/2092,0
2/18/2092,0
2/19/2092,0
2/20/2092,0
2/21/2092,0
2/22/2092,1.166778
2/23/2092,19.074074
2/24/2092,0
2/25/2092,0
2/26/2092,0
2/27/2092,0
2/28/2092,0
2/29/2092,0
3/1/2092,0
3/2/2092,0
3/3/2092,0
3/4/2092,6.267642
3/5/2092,2.284828
3/6/2092,0
3/7/2092,0
3/8/2092,0
3/9/2092,1.52302
3/10/2092,91.178307
3/11/2092,18.688961
3/12/2092,0
3/13/2092,0
3/14/2092,0
3/15/2092,0
3/16/2092,0.313332
3/17/2092,0
3/18/2092,2.432032
3/19/2092,0.377976
3/20/2092,0
3/21/2092,0
3/22/2092,0
3/23/2092,0
3/24/2092,0
3/25/2092,0.293452
3/26/2092,0
3/27/2092,0
3/28/2092,0
3/29/2092,0
3/30/2092,0
3/31/2092,0
4/1/2092,0
4/2/2092,0
4/3/2092,9.892537
4/4/2092,0.320497
4/5/2092,15.833245
4/6/2092,7.948197
4/7/2092,0
4/8/2092,2.193755
4/9/2092,0.315522
4/10/2092,0
4/11/2092,0
4/12/2092,0
4/13/2092,0
4/14/2092,0.499949
4/15/2092,0
4/16/2092,0
4/17/2092,0
4/18/2092,0
4/19/2092,0
4/20/2092,0
4/21/2092,0
4/22/2092,0
4/23/2092,0
4/24/2092,4.879013
4/25/2092,10.669142
4/26/2092,16.176863
4/27/2092,26.047348
4/28/2092,0
4/29/2092,0
4/30/2092,0
5/1/2092,0.293982
5/2/2092,0
5/3/2092,0
5/4/2092,17.586794
5/5/2092,0
5/6/2092,2.876392
5/7/2092,3.735345
5/8/2092,0
5/9/2092,0
5/10/2092,0
5/11/2092,0
5/12/2092,0
5/13/2092,9.754964
5/14/2092,0
5/15/2092,0
5/16/2092,0
5/17/2092,0
5/18/2092,2.510131
5/19/2092,8.796597
5/20/2092,19.566282
5/21/2092,0
5/22/2092,0
5/23/2092,2.443442
5/24/2092,5.143567
5/25/2092,0
5/26/2092,0
5/27/2092,2.487216
5/28/2092,13.21458
5/29/2092,8.5983
5/30/2092,12.381225
5/31/2092,5.543564
6/1/2092,5.047143
6/2/2092,0
6/3/2092,0
6/4/2092,0.517494
6/5/2092,0
6/6/2092,7.533079
6/7/2092,1.590793
6/8/2092,2.946542
6/9/2092,1.718318
6/10/2092,0.3947
6/11/2092,0
6/12/2092,0
6/13/2092,0
6/14/2092,0
6/15/2092,0
6/16/2092,0
6/17/2092,0
6/18/2092,0
6/19/2092,0
6/20/2092,0
6/21/2092,0
6/22/2092,0
6/23/2092,0
6/24/2092,0
6/25/2092,0
6/26/2092,0
6/27/2092,0
6/28/2092,2.374218
6/29/2092,2.78107
6/30/2092,5.107868
7/1/2092,3.593551
7/2/2092,5.056331
7/3/2092,18.462347
7/4/2092,16.627636
7/5/2092,51.367409
7/6/2092,1.063138
7/7/2092,0
7/8/2092,0
7/9/2092,0
7/10/2092,0
7/11/2092,0
7/12/2092,0
7/13/2092,0
7/14/2092,0
7/15/2092,0
7/16/2092,0
7/17/2092,0
7/18/2092,0
7/19/2092,0
7/20/2092,0
7/21/2092,0.395779
7/22/2092,0
7/23/2092,0
7/24/2092,0
7/25/2092,0
7/26/2092,0
7/27/2092,0
7/28/2092,0
7/29/2092,0
7/30/2092,0
7/31/2092,0
8/1/2092,0
8/2/2092,0
8/3/2092,0.483914
8/4/2092,0
8/5/2092,0
8/6/2092,0
8/7/2092,0
8/8/2092,0
8/9/2092,0.413633
8/10/2092,0.837448
8/11/2092,0
8/12/2092,0
8/13/2092,0
8/14/2092,0
8/15/2092,0
8/16/2092,0
8/17/2092,0
8/18/2092,0
8/19/2092,0
8/20/2092,0
8/21/2092,0
8/22/2092,1.187301
8/23/2092,0
8/24/2092,0
8/25/2092,0
8/26/2092,0
8/27/2092,0
8/28/2092,0.339467
8/29/2092,0.549037
8/30/2092,2.219897
8/31/2092,7.505673
9/1/2092,0
9/2/2092,1.509973
9/3/2092,0
9/4/2092,0
9/5/2092,0.751796
9/6/2092,0
9/7/2092,0.488011
9/8/2092,0
9/9/2092,0.316712
9/10/2092,1.081614
9/11/2092,1.062028
9/12/2092,1.277599
9/13/2092,0
9/14/2092,0
9/15/2092,0
9/16/2092,5.354014
9/17/2092,0
9/18/2092,0
9/19/2092,0
9/20/2092,0
9/21/2092,0
9/22/2092,0
9/23/2092,0
9/24/2092,0
9/25/2092,0
9/26/2092,0
9/27/2092,0
9/28/2092,0
9/29/2092,0
9/30/2092,0
10/1/2092,0
10/2/2092,0
10/3/2092,0
10/4/2092,0.333745
10/5/2092,0
10/6/2092,0
10/7/2092,0
10/8/2092,0
10/9/2092,0
10/10/2092,0
10/11/2092,0
10/12/2092,2.810166
10/13/2092,1.989203
10/14/2092,14.65274
10/15/2092,0
10/16/2092,0
10/17/2092,0
10/18/2092,5.597673
10/19/2092,0
10/20/2092,0
10/21/2092,0
10/22/2092,0
10/23/2092,0
10/24/2092,0.337614
10/25/2092,0.560438
10/26/2092,0.474348
10/27/2092,9.172233
10/28/2092,0.658542
10/29/2092,0
10/30/2092,0
10/31/2092,0
11/1/2092,3.055891
11/2/2092,10.734432
11/3/2092,4.13293
11/4/2092,0
11/5/2092,0
11/6/2092,0
11/7/2092,0.711448
11/8/2092,7.307385
11/9/2092,11.201066
11/10/2092,5.515971
11/11/2092,0
11/12/2092,0
11/13/2092,0
11/14/2092,0
11/15/2092,0.985757
11/16/2092,12.15402
11/17/2092,0
11/18/2092,0.32803
11/19/2092,0
11/20/2092,0
11/21/2092,0
11/22/2092,8.368728
11/23/2092,35.913925
11/24/2092,8.913034
11/25/2092,0
11/26/2092,0
11/27/2092,0
11/28/2092,0
11/29/2092,0
11/30/2092,0
12/1/2092,0
12/2/2092,0
12/3/2092,0.282609
12/4/2092,0
12/5/2092,1.387205
12/6/2092,0.419651
12/7/2092,0
12/8/2092,0.977437
12/9/2092,5.224931
12/10/2092,6.018401
12/11/2092,0
12/12/2092,0
12/13/2092,0
12/14/2092,0
12/15/2092,0
12/16/2092,0
12/17/2092,0
12/18/2092,0
12/19/2092,0
12/20/2092,0
12/21/2092,0
12/22/2092,0
12/23/2092,0
12/24/2092,0
12/25/2092,0
12/26/2092,0
12/27/2092,0
12/28/2092,0
12/29/2092,0
12/30/2092,0
12/31/2092,0
1/1/2093,0
1/2/2093,0
1/3/2093,0
1/4/2093,0
1/5/2093,0
1/6/2093,0
1/7/2093,0
1/8/2093,0
1/9/2093,0
1/10/2093,0
1/11/2093,0
1/12/2093,0
1/13/2093,0
1/14/2093,0
1/15/2093,0
1/16/2093,0
1/17/2093,0
1/18/2093,0
1/19/2093,0
1/20/2093,0
1/21/2093,0
1/22/2093,0.824506
1/23/2093,0
1/24/2093,0
1/25/2093,0
1/26/2093,0
1/27/2093,0
1/28/2093,4.98421
1/29/2093,0
1/30/2093,0
1/31/2093,0
2/1/2093,0
2/2/2093,0
2/3/2093,0
2/4/2093,0
2/5/2093,0
2/6/2093,17.588511
2/7/2093,2.016025
2/8/2093,0
2/9/2093,0
2/10/2093,0
2/11/2093,0
2/12/2093,0
2/13/2093,0
2/14/2093,2.011349
2/15/2093,0.936678
2/16/2093,0
2/17/2093,0
2/18/2093,0
2/19/2093,4.672888
2/20/2093,0
2/21/2093,1.19254
2/22/2093,1.192846
2/23/2093,0
2/24/2093,0.378246
2/25/2093,0
2/26/2093,0
2/27/2093,0
2/28/2093,0
3/1/2093,4.574316
3/2/2093,5.521212
3/3/2093,3.159744
3/4/2093,0
3/5/2093,0
3/6/2093,0
3/7/2093,0
3/8/2093,0
3/9/2093,0
3/10/2093,0
3/11/2093,0
3/12/2093,0
3/13/2093,0
3/14/2093,0
3/15/2093,0
3/16/2093,0
3/17/2093,0
3/18/2093,0
3/19/2093,0
3/20/2093,0
3/21/2093,0
3/22/2093,0.675584
3/23/2093,25.714241
3/24/2093,46.575184
3/25/2093,0
3/26/2093,0.283856
3/27/2093,3.512462
3/28/2093,0
3/29/2093,0
3/30/2093,0
3/31/2093,0
4/1/2093,0
4/2/2093,0
4/3/2093,0
4/4/2093,14.737076
4/5/2093,2.252092
4/6/2093,0.436461
4/7/2093,0
4/8/2093,28.241962
4/9/2093,7.861074
4/10/2093,0
4/11/2093,0
4/12/2093,0
4/13/2093,0
4/14/2093,0
4/15/2093,0
4/16/2093,0.296499
4/17/2093,0
4/18/2093,0
4/19/2093,0
4/20/2093,4.884922
4/21/2093,2.885889
4/22/2093,0
4/23/2093,0
4/24/2093,0
4/25/2093,3.013098
4/26/2093,0
4/27/2093,0
4/28/2093,0
4/29/2093,0
4/30/2093,0
5/1/2093,0
5/2/2093,0
5/3/2093,0
5/4/2093,0
5/5/2093,1.016223
5/6/2093,7.198587
5/7/2093,2.763842
5/8/2093,18.088251
5/9/2093,0
5/10/2093,0
5/11/2093,0
5/12/2093,0
5/13/2093,0.638575
