#Variables:
#tasmin_IPSL-CM5A-MR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-MR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-MR_historical(K),tasmax_IPSL-CM5A-MR_historical(K),pr_IPSL-CM5A-MR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-MR_historical(K),tasmax_IPSL-CM5A-MR_historical(K),pr_IPSL-CM5A-MR_historical(mm)
2001-10-11,287.290558,303.483856,0.000000
2001-10-12,286.276886,300.895050,0.000000
2001-10-13,290.699402,303.771454,0.000000
2001-10-14,290.012085,300.362732,0.000000
2001-10-15,286.202271,303.485107,0.000000
2001-10-16,294.879822,302.819550,7.841769
2001-10-17,291.117981,302.826904,3.942339
2001-10-18,286.128418,297.884705,0.000000
2001-10-19,285.451630,300.748810,0.000000
2001-10-20,286.788391,302.062317,0.340011
2001-10-21,283.157104,296.562378,0.000000
2001-10-22,281.181458,295.381714,0.000000
2001-10-23,283.380188,301.202637,0.000000
2001-10-24,289.190002,302.657501,4.488814
2001-10-25,283.780670,298.237732,0.000000
2001-10-26,283.069092,300.947174,0.000000
2001-10-27,286.143097,297.952271,0.000000
2001-10-28,278.921600,292.834656,0.426342
2001-10-29,281.190369,297.689087,0.000000
2001-10-30,284.963043,302.281433,0.000000
2001-10-31,289.566620,304.821320,0.000000
2001-11-01,287.995850,300.482208,0.000000
2001-11-02,281.953644,296.216827,0.000000
2001-11-03,282.179199,292.524994,4.836959
2001-11-04,278.087891,292.610687,0.000000
2001-11-05,277.599365,292.819946,0.000000
2001-11-06,279.700684,294.206024,0.000000
2001-11-07,279.073456,294.252319,0.000000
2001-11-08,280.031067,294.383087,0.000000
2001-11-09,279.195526,292.825500,0.000000
2001-11-10,282.953369,293.883942,0.000000
2001-11-11,280.287628,298.230835,0.000000
2001-11-12,288.231476,303.143738,0.000000
2001-11-13,290.477417,301.723267,2.641123
2001-11-14,281.167633,296.912933,23.461981
2001-11-15,280.527924,287.077576,29.141884
2001-11-16,274.974762,280.731018,2.246139
2001-11-17,276.067413,283.655731,5.154084
2001-11-18,281.620819,293.056702,5.039813
2001-11-19,279.054779,285.694916,23.756226
2001-11-20,277.347198,286.011566,13.922806
2001-11-21,280.070618,287.497040,65.253609
2001-11-22,271.786774,280.197968,2.943453
2001-11-23,271.731567,280.656311,0.000000
2001-11-24,271.666138,281.178680,0.000000
2001-11-25,272.976776,287.116669,0.000000
2001-11-26,274.487610,285.921997,0.000000
2001-11-27,269.870728,282.071472,0.000000
2001-11-28,272.328918,291.579010,0.000000
2001-11-29,278.496918,291.387451,0.000000
2001-11-30,271.733398,284.945465,0.000000
2001-12-01,270.468842,288.909058,0.000000
2001-12-02,278.527191,293.168060,0.000000
2001-12-03,287.746948,294.587463,5.202254
2001-12-04,276.386780,295.043274,28.160460
2001-12-05,270.666718,281.515839,0.304173
2001-12-06,267.618347,283.340698,0.000000
2001-12-07,270.835541,287.890198,0.000000
2001-12-08,281.614227,295.564209,0.837694
2001-12-09,288.423340,295.312469,0.000000
2001-12-10,271.306091,292.683105,5.914518
2001-12-11,273.098022,278.820251,16.301592
2001-12-12,269.006531,277.563721,12.888721
2001-12-13,268.405975,269.994110,7.645146
2001-12-14,271.631042,277.557220,8.214341
2001-12-15,264.856293,272.308655,0.000000
2001-12-16,266.012207,274.150818,1.602724
2001-12-17,268.375244,274.681274,1.108405
2001-12-18,269.799713,274.519806,3.331692
2001-12-19,269.829102,274.872925,1.919701
2001-12-20,274.703888,281.745911,8.671028
2001-12-21,267.600159,280.166443,0.000000
2001-12-22,270.588440,279.740021,0.000000
2001-12-23,268.762451,279.054321,0.000000
2001-12-24,271.159149,281.202728,0.000000
2001-12-25,268.466461,279.063538,0.000000
2001-12-26,262.575195,277.575928,0.000000
2001-12-27,265.805267,280.865875,0.000000
2001-12-28,267.190887,278.725769,0.000000
2001-12-29,267.769348,279.478912,3.061667
2001-12-30,278.062347,284.294281,15.079454
2001-12-31,273.950012,280.574524,0.356744
2002-01-01,274.414703,280.375549,0.000000
2002-01-02,272.825897,288.057831,0.000000
2002-01-03,276.609467,290.386414,0.000000
2002-01-04,279.450562,288.585083,1.823877
2002-01-05,274.351471,289.037292,0.000000
2002-01-06,274.900330,290.421661,0.000000
2002-01-07,276.707397,289.788239,0.000000
2002-01-08,277.278900,292.107971,0.000000
2002-01-09,280.418640,293.522247,0.000000
2002-01-10,279.395203,292.892426,0.000000
2002-01-11,281.010803,295.324829,0.000000
2002-01-12,279.010406,289.856781,0.000000
2002-01-13,273.198608,283.435028,0.000000
2002-01-14,270.756805,287.888214,0.000000
2002-01-15,274.375183,289.524414,0.000000
2002-01-16,274.026886,291.667969,0.000000
2002-01-17,277.536407,288.423828,0.559450
2002-01-18,274.876709,283.930664,0.000000
2002-01-19,273.720734,280.441956,0.000000
2002-01-20,271.492706,284.588196,0.000000
2002-01-21,276.830811,285.382294,0.442382
2002-01-22,279.997070,286.981049,2.051491
2002-01-23,279.966644,284.491180,11.757616
2002-01-24,275.393219,282.460693,33.285686
2002-01-25,277.103729,283.173004,34.154709
2002-01-26,274.541840,283.323547,0.000000
2002-01-27,276.266907,291.079590,0.473841
2002-01-28,277.559265,297.340912,0.000000
2002-01-29,284.281219,297.409332,0.000000
2002-01-30,285.339691,295.888214,0.382009
2002-01-31,283.506439,290.847748,16.576200
2002-02-01,280.767334,289.257141,9.719430
2002-02-02,276.590576,290.089844,0.000000
2002-02-03,282.910553,290.555603,0.000000
2002-02-04,281.279755,287.135559,7.779582
2002-02-05,280.921265,284.295654,16.978653
2002-02-06,273.560272,283.619843,1.444171
2002-02-07,274.832458,286.188019,0.000000
2002-02-08,277.747955,290.966583,0.000000
2002-02-09,280.204987,295.854858,0.000000
2002-02-10,281.870636,300.184021,0.000000
2002-02-11,284.460754,294.433746,0.000000
2002-02-12,279.727112,291.151978,0.000000
2002-02-13,276.365784,289.764221,0.000000
2002-02-14,278.977997,285.648132,0.000000
2002-02-15,272.833282,284.070129,0.000000
2002-02-16,275.632904,294.165863,0.000000
2002-02-17,283.776947,295.017853,0.000000
2002-02-18,276.825439,290.612061,0.000000
2002-02-19,284.812775,297.912659,0.000000
2002-02-20,287.043213,302.987152,0.000000
2002-02-21,289.331604,300.615753,0.000000
2002-02-22,286.629333,296.766693,18.583727
2002-02-23,283.253723,293.024506,19.299303
2002-02-24,282.644257,292.866089,19.925911
2002-02-25,281.625610,287.837952,10.574920
2002-02-26,284.418488,293.693146,1.438976
2002-02-27,286.489105,291.893707,0.825544
2002-02-28,279.023163,291.937897,0.000000
2002-03-01,283.377747,289.870087,1.622553
2002-03-02,284.749725,296.324707,12.186747
2002-03-03,285.771027,294.370178,0.000000
2002-03-04,278.662048,288.262268,0.000000
2002-03-05,278.348663,289.176880,0.000000
2002-03-06,279.921448,292.967468,0.000000
2002-03-07,281.161407,296.971527,0.000000
2002-03-08,282.337036,296.953827,0.000000
2002-03-09,289.536011,299.841797,1.121570
2002-03-10,287.051758,295.628418,0.000000
2002-03-11,285.942596,294.658112,0.000000
2002-03-12,282.530182,291.654510,0.000000
2002-03-13,280.687012,295.055939,0.000000
2002-03-14,284.396515,299.889618,0.000000
2002-03-15,284.828491,296.907928,0.000000
2002-03-16,282.900330,298.861481,0.000000
2002-03-17,287.467010,301.643127,1.502368
2002-03-18,286.196808,298.702423,0.000000
2002-03-19,284.473969,296.835602,0.000000
2002-03-20,285.643494,295.760101,0.000000
2002-03-21,287.907776,295.839264,0.000000
2002-03-22,287.839386,299.888123,0.000000
2002-03-23,289.337646,297.386322,0.000000
2002-03-24,288.332245,300.177856,0.000000
2002-03-25,290.198212,301.584198,0.000000
2002-03-26,291.710785,303.647949,0.817150
2002-03-27,292.579590,302.134430,0.483312
2002-03-28,290.830597,299.087769,0.993159
2002-03-29,289.740540,296.635437,23.902849
2002-03-30,286.643127,293.423340,39.986843
2002-03-31,279.490692,292.305634,5.198380
2002-04-01,281.949341,299.579254,0.000000
2002-04-02,284.483490,303.717773,0.000000
2002-04-03,287.875885,304.010284,0.000000
2002-04-04,285.012024,297.867371,0.000000
2002-04-05,284.773285,297.368927,0.000000
2002-04-06,289.778809,299.237122,1.545328
2002-04-07,292.192993,298.291351,10.719255
2002-04-08,290.279449,300.352844,24.619200
2002-04-09,286.743561,296.071808,13.896519
2002-04-10,288.223846,297.653534,0.514433
2002-04-11,290.530090,302.765045,0.535890
2002-04-12,291.895264,301.449768,1.226909
2002-04-13,285.592743,295.895264,0.000000
2002-04-14,284.079895,295.671570,0.000000
2002-04-15,285.547424,297.013672,0.000000
2002-04-16,286.927216,297.127319,0.000000
2002-04-17,290.018402,296.942871,9.835216
2002-04-18,288.564514,292.343994,52.850155
2002-04-19,279.945251,291.417816,2.380320
2002-04-20,283.436035,292.931183,0.000000
2002-04-21,284.134308,294.780945,0.000000
2002-04-22,284.421600,299.375214,0.000000
2002-04-23,287.400787,301.112549,0.000000
2002-04-24,289.051849,302.739563,0.000000
2002-04-25,290.068756,302.263855,0.000000
2002-04-26,292.189514,300.692383,18.004616
2002-04-27,290.580688,300.642120,0.000000
2002-04-28,286.413452,297.660431,0.000000
2002-04-29,287.643890,297.537415,14.555561
2002-04-30,284.234467,294.987274,0.000000
2002-05-01,284.627625,293.920288,0.000000
2002-05-02,287.417664,300.025879,0.000000
2002-05-03,292.229523,302.439972,1.839515
2002-05-04,291.801849,303.977295,0.000000
2002-05-05,293.196381,306.366852,6.435506
2002-05-06,292.769318,302.956299,0.000000
2002-05-07,288.667816,294.803772,0.911852
2002-05-08,286.623138,297.248535,0.000000
2002-05-09,290.948456,305.101105,0.000000
2002-05-10,293.020111,305.129150,0.000000
2002-05-11,293.860138,306.440308,0.000000
2002-05-12,292.642639,309.056641,0.000000
2002-05-13,293.372009,308.143585,0.000000
2002-05-14,294.939941,306.921753,0.000000
2002-05-15,294.349884,307.352295,0.000000
2002-05-16,292.515411,303.177368,0.000000
2002-05-17,289.978333,297.520020,18.556343
2002-05-18,294.199371,301.637665,3.092397
2002-05-19,286.867065,298.402802,0.000000
2002-05-20,287.676514,300.427765,0.000000
2002-05-21,288.559143,302.969543,0.000000
2002-05-22,291.070801,306.583252,0.000000
2002-05-23,294.321869,308.532013,0.000000
2002-05-24,295.217194,309.162109,0.000000
2002-05-25,295.812958,307.782196,0.000000
2002-05-26,296.798645,305.594757,1.195183
2002-05-27,295.894104,302.509644,10.743808
2002-05-28,293.231934,302.960114,2.411378
2002-05-29,293.633484,301.452728,0.000000
2002-05-30,294.098297,302.945831,0.000000
2002-05-31,295.403473,306.178894,1.920238
2002-06-01,296.502014,304.092560,33.662239
2002-06-02,289.382721,302.223633,0.000000
2002-06-03,289.488831,303.424774,0.000000
2002-06-04,291.648102,305.051453,0.000000
2002-06-05,292.151093,305.357361,0.000000
2002-06-06,291.858704,304.688721,0.000000
2002-06-07,291.968658,304.514343,0.000000
2002-06-08,292.711334,304.104828,0.000000
2002-06-09,294.401947,303.568756,1.022544
2002-06-10,294.710571,305.696320,0.000000
2002-06-11,295.423553,304.003815,3.594944
2002-06-12,295.179352,301.241699,4.970261
2002-06-13,295.210083,301.918030,5.718104
2002-06-14,296.083069,302.601929,6.025663
2002-06-15,295.953583,300.976227,1.530837
2002-06-16,294.938843,303.494232,0.000000
2002-06-17,295.196625,304.146973,0.000000
2002-06-18,295.603851,303.634644,0.424101
2002-06-19,295.645477,302.068024,1.912301
2002-06-20,295.505920,300.569641,27.695040
2002-06-21,295.556061,301.045502,33.976856
2002-06-22,296.116638,303.770111,29.009781
2002-06-23,296.379883,302.682404,31.815855
2002-06-24,297.265106,306.920166,24.365206
2002-06-25,295.819672,306.732117,2.031204
2002-06-26,296.079559,308.674622,0.000000
2002-06-27,296.352844,309.546539,0.000000
2002-06-28,296.733978,308.411163,0.000000
2002-06-29,296.428528,306.577728,1.866900
2002-06-30,295.869904,305.562012,6.151614
2002-07-01,295.675903,306.182007,1.076585
2002-07-02,295.394012,306.733704,0.000000
2002-07-03,295.157288,306.266907,0.000000
2002-07-04,294.203735,304.243744,0.000000
2002-07-05,294.141663,303.591736,3.136788
2002-07-06,295.203857,303.557404,3.513362
2002-07-07,295.632507,304.890320,5.447937
2002-07-08,297.211456,304.191528,6.062371
2002-07-09,296.447174,303.202148,8.531333
2002-07-10,296.793945,304.958832,0.496286
2002-07-11,296.316803,305.621307,0.713111
2002-07-12,296.189789,306.732513,0.000000
2002-07-13,295.321136,305.844543,0.000000
2002-07-14,295.554138,305.897186,0.000000
2002-07-15,295.412445,304.531830,0.000000
2002-07-16,296.098907,303.755157,0.000000
2002-07-17,295.745392,305.620087,0.680803
2002-07-18,295.631439,306.800964,0.000000
2002-07-19,295.951477,307.130920,0.000000
2002-07-20,296.178040,308.562775,0.000000
2002-07-21,297.124084,309.052826,0.000000
2002-07-22,298.599243,306.631531,5.147141
2002-07-23,297.438141,303.782257,3.874322
2002-07-24,296.411774,303.348297,4.448428
2002-07-25,295.964783,300.398499,9.276567
2002-07-26,295.637115,304.433319,3.786121
2002-07-27,295.501526,307.023651,0.000000
2002-07-28,294.844971,306.519470,0.000000
2002-07-29,295.180237,306.202545,0.000000
2002-07-30,295.346649,308.250427,0.000000
2002-07-31,296.096375,309.208984,0.288917
2002-08-01,296.938110,308.461243,0.304318
2002-08-02,297.326874,306.993896,3.385081
2002-08-03,296.310181,307.073090,1.296391
2002-08-04,295.967407,308.370331,0.000000
2002-08-05,296.129547,308.650177,0.000000
2002-08-06,295.996979,307.316315,2.273016
2002-08-07,296.354065,306.728577,5.807340
2002-08-08,295.929901,306.520569,1.109915
2002-08-09,296.046661,307.190094,0.572650
2002-08-10,295.897308,308.010223,0.000000
2002-08-11,295.918121,309.170624,0.000000
2002-08-12,295.789917,308.978760,0.000000
2002-08-13,296.210114,308.630035,0.000000
2002-08-14,297.016144,308.969208,0.000000
2002-08-15,297.584961,309.900085,0.000000
2002-08-16,297.584808,310.281921,0.000000
2002-08-17,297.332458,310.600189,0.000000
2002-08-18,297.145050,309.385132,0.000000
2002-08-19,297.205048,307.035034,0.000000
2002-08-20,297.188873,306.579498,10.998549
2002-08-21,296.565765,306.920776,0.000000
2002-08-22,295.861206,307.562195,0.000000
2002-08-23,296.005676,307.640503,0.000000
2002-08-24,296.280212,308.603577,0.000000
2002-08-25,296.174408,308.980377,0.000000
2002-08-26,296.042938,309.144684,0.000000
2002-08-27,295.872070,308.516449,0.000000
2002-08-28,297.010193,307.826019,0.000000
2002-08-29,296.033417,308.723328,0.000000
2002-08-30,296.711456,307.734070,0.000000
2002-08-31,296.465240,306.597687,0.000000
2002-09-01,296.064301,307.115692,0.000000
2002-09-02,295.927155,306.973816,0.000000
2002-09-03,295.869446,306.409698,0.000000
2002-09-04,295.987518,305.537231,0.000000
2002-09-05,295.553253,305.596100,0.000000
2002-09-06,295.688751,306.096649,1.752135
2002-09-07,296.304108,306.594421,0.000000
2002-09-08,296.149780,307.149506,0.519333
2002-09-09,296.283844,308.446625,0.298531
2002-09-10,297.266235,307.125214,1.286386
2002-09-11,297.301605,304.778351,12.991287
2002-09-12,296.133179,303.338013,19.655689
2002-09-13,294.615936,304.920715,4.339000
2002-09-14,294.873779,304.819763,2.644857
2002-09-15,294.665741,303.762482,4.918521
2002-09-16,292.602997,301.824219,6.640635
2002-09-17,289.862061,302.692352,0.000000
2002-09-18,289.441467,305.012756,0.000000
2002-09-19,289.323914,305.926697,0.000000
2002-09-20,290.828583,306.133911,0.000000
2002-09-21,292.000641,306.052368,0.000000
2002-09-22,291.851807,304.896637,0.000000
2002-09-23,291.321320,305.094574,0.000000
2002-09-24,294.312866,306.265076,0.000000
2002-09-25,294.290375,305.671875,0.000000
2002-09-26,292.925262,304.526306,0.000000
2002-09-27,293.913177,304.829315,0.000000
2002-09-28,294.003784,305.242645,2.045058
2002-09-29,293.752441,303.690186,0.000000
2002-09-30,291.988220,304.679291,0.000000
2002-10-01,293.107086,306.512146,0.000000
2002-10-02,294.819794,303.649719,0.000000
2002-10-03,293.335815,304.911285,4.576459
2002-10-04,290.834381,298.141663,28.861584
2002-10-05,287.897980,296.230499,0.813305
2002-10-06,286.799286,296.742493,0.000000
2002-10-07,289.554352,301.054199,0.729297
2002-10-08,289.347900,301.796844,2.697128
2002-10-09,290.535736,305.636627,8.163913
2002-10-10,291.532715,304.228912,25.679146
2002-10-11,290.892883,303.284210,4.146354
2002-10-12,288.636444,297.052185,41.965591
2002-10-13,288.752991,298.156097,44.131611
2002-10-14,283.486694,292.622925,9.750748
2002-10-15,288.434265,296.811218,14.926450
2002-10-16,280.117889,298.045776,0.000000
2002-10-17,285.298370,302.816895,0.000000
2002-10-18,291.693939,305.437347,0.000000
2002-10-19,290.162628,305.669006,0.000000
2002-10-20,290.985321,305.308685,0.735455
2002-10-21,290.065796,303.815491,0.000000
2002-10-22,289.360168,302.226105,0.000000
2002-10-23,288.118591,304.866699,0.000000
2002-10-24,292.451385,305.835541,0.000000
2002-10-25,293.913086,306.115112,0.000000
2002-10-26,287.390869,301.394745,0.000000
2002-10-27,284.148956,299.081207,0.000000
2002-10-28,285.134705,302.642090,0.000000
2002-10-29,288.407166,303.216064,0.000000
2002-10-30,287.835144,299.228180,0.000000
2002-10-31,281.325745,293.616119,0.000000
2002-11-01,285.874390,295.883301,0.000000
2002-11-02,287.147858,301.877228,0.000000
2002-11-03,287.982117,298.853790,0.000000
2002-11-04,284.156036,298.324249,0.000000
2002-11-05,286.253235,300.397400,0.000000
2002-11-06,288.782532,299.882202,0.000000
2002-11-07,289.607758,302.218719,0.613822
2002-11-08,291.988678,303.019073,4.516457
2002-11-09,281.481720,298.356781,63.698608
2002-11-10,269.886047,280.280701,0.785971
2002-11-11,272.168701,280.656769,0.000000
2002-11-12,275.207703,287.716644,0.000000
2002-11-13,276.526703,289.229828,0.000000
2002-11-14,280.386505,295.094910,6.315443
2002-11-15,287.274200,301.149933,0.000000
2002-11-16,285.743561,298.107483,2.685703
2002-11-17,277.928101,289.472290,0.000000
2002-11-18,275.393402,293.226929,0.000000
2002-11-19,280.009033,292.581024,0.000000
2002-11-20,282.792084,292.334381,0.000000
2002-11-21,284.385803,299.345520,0.000000
2002-11-22,289.947784,302.235229,0.347451
2002-11-23,286.065674,299.003662,6.832268
2002-11-24,274.113068,287.190369,0.000000
2002-11-25,273.594025,287.638458,0.000000
2002-11-26,277.259338,291.528473,0.000000
2002-11-27,277.890900,292.495087,0.000000
2002-11-28,280.912598,296.500793,0.000000
2002-11-29,285.057159,299.732239,0.000000
2002-11-30,288.939392,297.796936,0.000000
2002-12-01,286.528381,299.813019,0.000000
2002-12-02,275.311859,294.497589,0.429529
2002-12-03,274.621887,284.338654,0.379647
2002-12-04,276.527924,291.964874,0.297421
2002-12-05,283.891083,295.505127,0.800920
2002-12-06,288.908600,298.945648,5.383518
2002-12-07,281.632965,294.811249,0.887028
2002-12-08,275.935333,293.001068,0.000000
2002-12-09,280.146027,297.490662,0.000000
2002-12-10,282.292816,292.735535,0.000000
2002-12-11,278.027832,296.011749,0.000000
2002-12-12,284.811096,299.655365,0.000000
2002-12-13,283.893005,295.093109,1.360952
2002-12-14,275.282867,287.042755,5.466104
2002-12-15,270.237732,287.499451,0.000000
2002-12-16,271.487244,282.861206,0.000000
2002-12-17,264.171326,280.695099,0.000000
2002-12-18,270.286804,286.177795,0.000000
2002-12-19,273.500916,289.380066,0.000000
2002-12-20,274.522644,289.389313,0.000000
2002-12-21,277.111664,291.117340,0.000000
2002-12-22,285.070892,292.716492,6.914591
2002-12-23,284.463806,292.989136,11.810946
2002-12-24,287.617401,297.839111,2.125508
2002-12-25,276.374481,290.550934,0.000000
2002-12-26,272.421997,282.416412,0.000000
2002-12-27,274.558990,280.738739,7.345741
2002-12-28,277.921417,283.504272,10.991803
2002-12-29,275.506134,282.433228,3.385828
2002-12-30,277.299133,284.651337,0.997759
2002-12-31,279.050690,286.617737,1.070292
2003-01-01,274.368164,284.214966,0.000000
2003-01-02,269.253418,284.207825,0.000000
2003-01-03,273.206909,288.507111,0.000000
2003-01-04,273.365814,290.067780,0.000000
2003-01-05,278.237579,292.147797,0.000000
2003-01-06,279.403961,294.424622,0.000000
2003-01-07,284.534424,299.323517,0.000000
2003-01-08,287.258240,297.719025,0.000000
2003-01-09,275.503021,293.880585,0.409166
2003-01-10,270.607056,282.616760,0.000000
2003-01-11,271.372375,285.911041,0.000000
2003-01-12,273.267395,284.001434,0.000000
2003-01-13,273.770142,283.714111,0.000000
2003-01-14,272.276611,288.061066,0.000000
2003-01-15,275.653412,285.060150,0.000000
2003-01-16,275.635345,280.724579,5.153152
2003-01-17,276.185944,279.246216,20.206705
2003-01-18,277.968048,286.608948,4.945464
2003-01-19,281.115906,288.950409,0.000000
2003-01-20,274.060425,291.295319,0.000000
2003-01-21,278.970123,294.710419,0.000000
2003-01-22,279.821106,291.296570,0.000000
2003-01-23,282.839630,294.898071,0.000000
2003-01-24,281.963074,297.602631,0.000000
2003-01-25,281.934052,298.661469,0.000000
2003-01-26,284.920654,299.432739,0.000000
2003-01-27,282.558960,294.467438,0.000000
2003-01-28,279.810944,293.596893,0.000000
2003-01-29,278.078522,294.194611,0.000000
2003-01-30,282.536957,292.791168,0.000000
2003-01-31,285.104889,292.921509,9.546247
2003-02-01,281.688232,289.595428,0.482141
2003-02-02,273.632965,289.856781,0.000000
2003-02-03,277.774841,294.019562,0.000000
2003-02-04,278.625427,293.897003,0.000000
2003-02-05,283.604797,297.667297,0.350549
2003-02-06,277.256653,291.189270,0.000000
2003-02-07,281.249023,298.049988,0.000000
2003-02-08,281.070892,292.788422,0.000000
2003-02-09,276.616547,289.855103,0.000000
2003-02-10,276.036133,290.344971,0.000000
2003-02-11,277.576843,293.835236,0.000000
2003-02-12,282.407532,295.202332,0.000000
2003-02-13,283.656403,291.928925,0.000000
2003-02-14,283.835083,293.401428,0.501591
2003-02-15,280.955627,294.388092,0.000000
2003-02-16,282.579681,290.496246,0.000000
2003-02-17,277.952728,289.607483,0.000000
2003-02-18,279.778229,294.906738,0.000000
2003-02-19,283.594482,299.493683,0.963334
2003-02-20,285.460602,299.791687,1.015994
2003-02-21,284.950104,298.551178,0.000000
2003-02-22,280.029999,292.586700,0.000000
2003-02-23,279.795013,294.007965,0.000000
2003-02-24,283.249237,298.987427,0.000000
2003-02-25,285.109131,294.936676,0.000000
2003-02-26,279.952209,286.738373,0.000000
2003-02-27,279.740265,292.341431,0.000000
2003-02-28,283.644836,297.623047,0.000000
2003-03-01,284.324615,295.588623,0.000000
2003-03-02,279.882141,289.902405,0.000000
2003-03-03,277.545776,282.345673,0.000000
2003-03-04,274.097839,284.477417,0.000000
2003-03-05,278.273132,288.339691,0.000000
2003-03-06,282.635071,294.615814,1.926231
2003-03-07,284.737213,294.123993,2.135097
2003-03-08,279.891052,288.372406,0.000000
2003-03-09,281.039124,290.746796,0.000000
2003-03-10,281.605103,294.679138,0.000000
2003-03-11,287.492645,294.715942,0.000000
2003-03-12,286.113739,295.192230,2.418814
2003-03-13,288.223724,299.142395,1.442446
2003-03-14,288.597595,297.436157,15.404220
2003-03-15,282.368225,292.644226,10.199181
2003-03-16,282.772064,296.758850,13.830958
2003-03-17,281.405853,292.210815,0.000000
2003-03-18,280.768982,295.535889,0.000000
2003-03-19,281.254486,293.670898,0.000000
2003-03-20,285.790985,293.007568,5.670300
2003-03-21,278.943420,289.094238,13.192898
2003-03-22,277.432678,286.652191,0.000000
2003-03-23,276.168152,294.410492,0.000000
2003-03-24,280.919861,301.373688,0.000000
2003-03-25,284.446625,299.753845,0.414697
2003-03-26,290.093933,299.577393,30.530794
2003-03-27,280.588684,289.051819,16.956083
2003-03-28,278.334198,289.406647,1.722333
2003-03-29,276.160919,291.458405,0.000000
2003-03-30,279.662170,296.851959,0.000000
2003-03-31,279.779480,300.712372,0.000000
2003-04-01,281.323486,295.081146,0.000000
2003-04-02,283.542908,296.511078,0.440219
2003-04-03,285.212555,298.982239,1.260606
2003-04-04,285.876251,293.864807,2.245642
2003-04-05,284.754089,299.426117,2.508924
2003-04-06,282.828766,298.393005,0.000000
2003-04-07,285.636230,303.873383,0.000000
2003-04-08,286.476990,302.388428,0.000000
2003-04-09,283.153931,296.946075,0.000000
2003-04-10,282.332001,300.470947,0.000000
2003-04-11,285.881378,298.703705,2.298988
2003-04-12,283.159515,294.692078,0.000000
2003-04-13,285.300415,298.848114,0.000000
2003-04-14,286.880371,300.550018,0.000000
2003-04-15,288.609711,298.521545,0.000000
2003-04-16,288.027100,298.598602,2.118028
2003-04-17,287.906677,302.362213,0.680880
2003-04-18,288.661194,298.009155,0.000000
2003-04-19,285.936584,298.575806,0.317766
2003-04-20,287.829651,303.677887,0.000000
2003-04-21,288.669312,303.808014,0.000000
2003-04-22,290.287476,303.691193,0.000000
2003-04-23,288.875824,299.894226,0.000000
2003-04-24,286.059570,298.495178,0.000000
2003-04-25,288.747192,296.784119,0.000000
2003-04-26,288.693878,296.759460,0.000000
2003-04-27,292.568542,302.331787,1.794496
2003-04-28,292.596802,305.346863,0.824720
2003-04-29,293.660278,305.274963,0.000000
2003-04-30,294.363312,303.226318,0.000000
2003-05-01,293.501007,297.682495,18.654921
2003-05-02,293.830719,296.905914,8.047535
2003-05-03,291.459991,295.328857,0.000000
2003-05-04,291.909546,299.523621,2.103748
2003-05-05,292.894012,304.030792,3.699958
2003-05-06,291.757812,304.330048,0.000000
2003-05-07,292.559235,307.783112,0.000000
2003-05-08,291.687225,306.498901,0.000000
2003-05-09,293.710083,309.953491,0.000000
2003-05-10,294.935913,309.537048,0.000000
2003-05-11,295.858124,310.842621,0.000000
2003-05-12,296.164825,310.683044,0.000000
2003-05-13,296.765747,311.965973,0.000000
2003-05-14,297.291199,308.427246,0.000000
2003-05-15,296.338776,307.762482,1.260980
2003-05-16,296.101135,303.648285,0.000000
2003-05-17,295.542236,306.451080,0.000000
2003-05-18,295.909180,308.063080,0.000000
2003-05-19,296.577881,308.246307,0.000000
2003-05-20,296.033020,306.321899,0.000000
2003-05-21,296.213959,306.862610,0.000000
2003-05-22,297.811310,305.982056,0.000000
2003-05-23,297.325775,304.046661,0.000000
2003-05-24,295.644196,306.418671,2.444180
2003-05-25,292.349731,301.906647,0.000000
2003-05-26,290.548218,298.800659,0.000000
2003-05-27,292.801178,298.211456,0.434938
2003-05-28,293.013489,302.370819,0.000000
2003-05-29,293.241302,302.318909,0.000000
2003-05-30,295.173523,305.863983,0.000000
2003-05-31,295.991577,308.244995,0.000000
2003-06-01,295.777252,308.453156,0.000000
2003-06-02,295.625671,307.796783,0.000000
2003-06-03,296.524475,308.907074,0.455388
2003-06-04,296.911652,309.057129,0.000000
2003-06-05,297.390350,308.897125,0.891628
2003-06-06,296.861267,310.813934,0.000000
2003-06-07,297.318756,311.928619,0.000000
2003-06-08,297.935730,312.124146,0.000000
2003-06-09,297.790771,311.332458,0.000000
2003-06-10,297.063812,309.639618,2.038253
2003-06-11,296.333252,308.863678,0.000000
2003-06-12,296.652039,309.873932,0.000000
2003-06-13,297.096954,310.543213,0.000000
