#Variables:
#tasmin_IPSL-CM5A-LR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-LR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-LR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-LR_historical(K),tasmax_IPSL-CM5A-LR_historical(K),pr_IPSL-CM5A-LR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-LR_historical(K),tasmax_IPSL-CM5A-LR_historical(K),pr_IPSL-CM5A-LR_historical(mm)
1996-11-08,280.056458,293.003296,0.000000
1996-11-09,279.449677,288.268463,0.000000
1996-11-10,279.736237,290.031891,0.000000
1996-11-11,281.087128,291.561157,0.000000
1996-11-12,279.353973,291.061340,0.000000
1996-11-13,280.335632,295.642426,0.000000
1996-11-14,285.553741,297.834320,0.000000
1996-11-15,289.170380,299.679871,0.000000
1996-11-16,290.350494,301.570160,2.651740
1996-11-17,291.210052,303.827667,0.000000
1996-11-18,290.516663,300.719513,0.000000
1996-11-19,284.406952,296.539612,0.000000
1996-11-20,284.961945,295.926270,0.000000
1996-11-21,286.085052,294.801910,0.000000
1996-11-22,281.565247,295.346039,0.000000
1996-11-23,282.579437,292.192017,0.000000
1996-11-24,277.956543,282.067383,7.596683
1996-11-25,276.522278,285.795990,2.051940
1996-11-26,279.556213,287.116669,0.455768
1996-11-27,278.901367,290.922180,0.000000
1996-11-28,280.086304,288.108765,0.000000
1996-11-29,279.442749,288.872314,0.000000
1996-11-30,280.046661,288.891571,1.464667
1996-12-01,280.527374,289.724884,0.000000
1996-12-02,275.429321,290.673004,0.000000
1996-12-03,278.569214,289.220917,0.000000
1996-12-04,279.536407,287.904114,0.000000
1996-12-05,277.308716,287.277374,0.000000
1996-12-06,278.539337,287.338043,6.267163
1996-12-07,280.198242,293.416199,0.000000
1996-12-08,278.904236,293.433838,0.000000
1996-12-09,278.049988,297.851074,0.000000
1996-12-10,281.781555,292.450104,0.000000
1996-12-11,272.010681,283.674347,0.000000
1996-12-12,270.667023,285.129761,0.000000
1996-12-13,273.482605,290.892059,0.000000
1996-12-14,278.025757,292.829651,0.000000
1996-12-15,277.887238,288.553467,0.000000
1996-12-16,273.281250,284.264404,0.000000
1996-12-17,275.032501,283.969147,0.000000
1996-12-18,277.346497,286.177795,0.395537
1996-12-19,280.225586,293.001556,0.000000
1996-12-20,284.845673,297.457489,0.000000
1996-12-21,288.687531,299.229279,1.402141
1996-12-22,287.845062,298.149933,0.000000
1996-12-23,279.591248,292.716492,0.000000
1996-12-24,287.258484,300.468964,0.000000
1996-12-25,289.598724,300.611572,0.000000
1996-12-26,288.941528,302.051636,1.705977
1996-12-27,288.131409,298.948975,0.000000
1996-12-28,289.431702,299.918549,1.365477
1996-12-29,289.530518,299.604095,0.000000
1996-12-30,289.179108,299.516052,0.340623
1996-12-31,290.343201,300.340668,0.385419
1997-01-01,289.314606,298.725891,2.397099
1997-01-02,285.947479,295.188293,4.643909
1997-01-03,285.569672,295.350586,0.000000
1997-01-04,280.755310,293.587677,0.000000
1997-01-05,282.688232,294.931458,0.000000
1997-01-06,283.096222,292.930878,0.000000
1997-01-07,283.118195,299.564789,0.000000
1997-01-08,284.812683,297.328339,0.000000
1997-01-09,283.152863,295.512329,0.000000
1997-01-10,285.462494,300.361328,0.000000
1997-01-11,288.377319,302.907593,0.000000
1997-01-12,276.588318,295.301117,0.000000
1997-01-13,270.082855,288.070435,0.000000
1997-01-14,276.273987,288.071686,0.000000
1997-01-15,275.681824,289.610626,0.000000
1997-01-16,277.893494,292.176056,0.000000
1997-01-17,281.530212,294.757568,0.000000
1997-01-18,283.269592,295.938049,1.183930
1997-01-19,287.239777,299.164948,0.000000
1997-01-20,285.319305,297.512177,0.000000
1997-01-21,282.326202,292.496674,0.000000
1997-01-22,277.677185,287.044006,0.000000
1997-01-23,280.234528,290.877136,0.000000
1997-01-24,281.785339,287.440857,2.009499
1997-01-25,277.304443,285.640503,9.433215
1997-01-26,275.903625,283.566223,34.154709
1997-01-27,278.896240,294.958984,5.959484
1997-01-28,282.718811,292.045868,0.000000
1997-01-29,275.867279,288.511078,0.000000
1997-01-30,279.521576,295.967102,0.000000
1997-01-31,281.362183,300.228485,0.000000
1997-02-01,285.174500,299.788727,0.000000
1997-02-02,286.643707,298.216461,0.000000
1997-02-03,288.505157,300.265778,0.000000
1997-02-04,288.317413,297.658936,1.454922
1997-02-05,274.234467,294.694824,3.250237
1997-02-06,269.717438,284.537781,0.000000
1997-02-07,274.528229,290.381866,0.000000
1997-02-08,278.242889,295.748932,0.000000
1997-02-09,284.149475,297.255707,0.000000
1997-02-10,285.106689,300.911041,0.000000
1997-02-11,281.939758,295.982483,0.000000
1997-02-12,272.574860,286.522797,0.000000
1997-02-13,278.625427,291.580353,0.000000
1997-02-14,279.810730,295.222900,0.000000
1997-02-15,278.802490,295.990234,0.000000
1997-02-16,280.513245,299.843201,0.000000
1997-02-17,282.109344,302.056030,0.000000
1997-02-18,288.064728,305.099518,0.000000
1997-02-19,284.358734,302.995422,0.000000
1997-02-20,285.918030,301.842560,0.000000
1997-02-21,287.035553,300.679230,0.000000
1997-02-22,286.999573,296.559418,0.000000
1997-02-23,285.290405,295.003052,0.000000
1997-02-24,279.749329,295.996216,0.852262
1997-02-25,284.515930,302.223846,0.000000
1997-02-26,289.315918,301.965546,0.000000
1997-02-27,289.177917,303.406311,0.000000
1997-02-28,289.349213,300.537933,0.000000
1997-03-01,289.689117,302.157867,0.000000
1997-03-02,291.279755,300.274597,0.000000
1997-03-03,282.013763,294.522736,0.000000
1997-03-04,280.942047,296.193268,0.000000
1997-03-05,284.757507,302.740356,0.000000
1997-03-06,287.788818,304.079803,0.000000
1997-03-07,291.401672,302.775513,0.000000
1997-03-08,291.525757,302.393066,0.000000
1997-03-09,287.529724,294.715942,11.180884
1997-03-10,284.810913,295.965729,7.889237
1997-03-11,286.840393,298.215088,57.645111
1997-03-12,283.328827,288.984161,32.254738
1997-03-13,276.768890,285.561401,4.996883
1997-03-14,279.875916,293.957123,0.000000
1997-03-15,282.224152,294.615814,0.000000
1997-03-16,283.622620,299.240173,1.060789
1997-03-17,286.051971,300.212646,0.000000
1997-03-18,287.733734,302.130676,0.000000
1997-03-19,288.839539,302.525024,0.000000
1997-03-20,289.348328,303.116058,0.000000
1997-03-21,289.938049,302.518433,0.000000
1997-03-22,287.406311,300.340088,0.000000
1997-03-23,286.776215,302.213379,0.000000
1997-03-24,290.493042,301.861603,0.000000
1997-03-25,292.392609,302.274811,1.842581
1997-03-26,286.304047,297.281891,0.000000
1997-03-27,287.949280,300.394409,0.000000
1997-03-28,288.127747,298.735352,0.000000
1997-03-29,282.899506,295.322601,0.000000
1997-03-30,283.397308,300.356445,0.000000
1997-03-31,287.212860,302.784576,0.350532
1997-04-01,287.696564,300.663544,0.000000
1997-04-02,289.092621,302.362915,0.000000
1997-04-03,286.513672,295.901398,0.000000
1997-04-04,281.178589,290.089142,0.000000
1997-04-05,282.330170,297.598480,0.000000
1997-04-06,290.768494,302.750549,0.000000
1997-04-07,290.218475,302.259644,0.000000
1997-04-08,291.795624,303.603149,0.000000
1997-04-09,291.228119,306.380524,0.000000
1997-04-10,291.040619,306.282928,0.000000
1997-04-11,290.369415,304.473053,0.000000
1997-04-12,288.459656,300.759003,0.000000
1997-04-13,289.844574,302.348907,0.000000
1997-04-14,289.448975,305.426483,0.000000
1997-04-15,290.018768,306.263947,0.000000
1997-04-16,290.840149,306.622803,8.392069
1997-04-17,289.700562,301.111725,0.000000
1997-04-18,288.706116,302.222931,0.803850
1997-04-19,289.208252,304.614197,0.000000
1997-04-20,293.188843,309.865601,0.441058
1997-04-21,292.024445,309.298615,0.000000
1997-04-22,291.436066,305.957153,0.000000
1997-04-23,290.195526,307.946350,0.000000
1997-04-24,291.809967,306.889130,0.000000
1997-04-25,291.611511,306.684052,0.000000
1997-04-26,292.248322,305.287323,0.000000
1997-04-27,291.586395,303.210632,0.000000
1997-04-28,292.437653,304.794159,3.962749
1997-04-29,292.365173,301.968353,0.000000
1997-04-30,288.658356,295.705688,2.993509
1997-05-01,285.966400,297.992279,6.435506
1997-05-02,291.216339,295.721466,4.065494
1997-05-03,294.349884,302.508270,30.421799
1997-05-04,291.661011,301.964996,9.588067
1997-05-05,283.993713,295.935242,0.000000
1997-05-06,284.627625,292.057587,0.559875
1997-05-07,287.374725,294.823120,6.758075
1997-05-08,287.651459,298.922974,8.814309
1997-05-09,292.698273,301.663391,28.413406
1997-05-10,290.470734,300.290100,4.786911
1997-05-11,291.115967,297.609863,11.335670
1997-05-12,290.092987,305.116577,8.136469
1997-05-13,290.282806,302.952637,0.000000
1997-05-14,290.835876,305.442902,0.666218
1997-05-15,288.451080,304.237427,0.000000
1997-05-16,289.702911,303.448395,0.000000
1997-05-17,290.959595,303.483215,0.000000
1997-05-18,291.528778,302.937592,0.000000
1997-05-19,291.876038,297.829376,0.000000
1997-05-20,288.715790,298.868042,0.000000
1997-05-21,293.214478,304.743378,0.000000
1997-05-22,293.380554,304.801819,0.000000
1997-05-23,291.709076,301.361298,0.000000
1997-05-24,289.630554,300.952393,0.000000
1997-05-25,292.084259,304.386475,0.000000
1997-05-26,293.220673,305.352966,0.000000
1997-05-27,294.111084,304.054779,0.000000
1997-05-28,294.931244,304.786621,0.000000
1997-05-29,295.711792,306.029846,0.000000
1997-05-30,295.984161,305.841858,1.030780
1997-05-31,296.217102,307.210571,0.000000
1997-06-01,296.477112,308.617615,0.000000
1997-06-02,296.546387,308.409973,2.790244
1997-06-03,295.663757,306.610229,0.436978
1997-06-04,295.693329,306.941650,0.000000
1997-06-05,296.318176,308.040924,0.000000
1997-06-06,296.316711,307.229004,0.000000
1997-06-07,296.533783,306.957520,0.000000
1997-06-08,296.391296,307.456329,0.000000
1997-06-09,295.673767,307.844025,0.000000
1997-06-10,294.825226,307.984741,0.000000
1997-06-11,294.222992,305.780304,0.000000
1997-06-12,294.305969,304.614197,2.025710
1997-06-13,293.471619,304.140717,0.000000
1997-06-14,295.624817,304.413910,0.000000
1997-06-15,295.237091,309.518188,0.000000
1997-06-16,297.303894,311.001129,0.000000
1997-06-17,297.829865,312.062653,0.000000
1997-06-18,298.584076,311.018616,0.000000
1997-06-19,298.690094,310.880707,0.000000
1997-06-20,298.216888,308.710876,3.545008
1997-06-21,297.135498,308.072021,0.000000
1997-06-22,296.693787,309.916107,0.000000
1997-06-23,297.771790,310.965027,0.000000
1997-06-24,298.031982,311.580841,0.000000
1997-06-25,298.533478,311.943542,0.000000
1997-06-26,299.357727,310.930573,0.000000
1997-06-27,298.476288,309.398865,1.177938
1997-06-28,298.059204,307.485229,0.000000
1997-06-29,297.455017,307.607971,0.000000
1997-06-30,298.204224,307.752228,0.000000
1997-07-01,297.026947,307.916534,0.000000
1997-07-02,297.100128,309.813385,0.000000
1997-07-03,297.501617,310.457001,0.000000
1997-07-04,297.291687,309.803986,0.000000
1997-07-05,297.135406,308.465179,0.000000
1997-07-06,297.235565,305.560883,2.775839
1997-07-07,296.341156,308.067627,1.320282
1997-07-08,296.522003,309.569366,0.000000
1997-07-09,296.948547,308.409546,0.000000
1997-07-10,296.976837,308.308868,0.000000
1997-07-11,297.518066,310.203583,0.328540
1997-07-12,297.836914,309.559601,3.527184
1997-07-13,298.520660,309.856476,0.492044
1997-07-14,297.641449,309.201050,0.995932
1997-07-15,297.630066,309.753967,0.680088
1997-07-16,297.171570,305.228638,6.761115
1997-07-17,296.979736,306.905823,5.192167
1997-07-18,297.111145,309.057404,1.879855
1997-07-19,297.501495,308.893494,0.000000
1997-07-20,296.732361,306.602539,0.000000
1997-07-21,295.458282,306.132263,0.000000
1997-07-22,293.924713,308.259460,0.000000
1997-07-23,294.906281,308.768524,0.000000
1997-07-24,295.709167,309.656586,0.000000
1997-07-25,296.246857,310.295441,0.000000
1997-07-26,296.625458,310.615723,0.000000
1997-07-27,297.089874,311.567108,0.000000
1997-07-28,297.759491,311.885590,0.000000
1997-07-29,298.459686,311.968994,0.000000
1997-07-30,298.098206,312.326050,0.000000
1997-07-31,298.133636,313.564453,0.000000
1997-08-01,298.459137,313.462189,0.000000
1997-08-02,299.153473,312.346039,0.000000
1997-08-03,299.605621,311.534119,0.000000
1997-08-04,298.714233,310.945007,0.000000
1997-08-05,297.691803,310.898224,0.301663
1997-08-06,296.934937,311.429810,0.000000
1997-08-07,296.706085,311.527222,0.000000
1997-08-08,297.012054,311.205109,0.000000
1997-08-09,296.893066,311.284210,0.000000
1997-08-10,296.051361,311.512238,0.290510
1997-08-11,298.461945,311.540039,0.000000
1997-08-12,298.287354,311.508850,0.000000
1997-08-13,297.237610,312.230469,0.000000
1997-08-14,297.808197,313.443848,0.000000
1997-08-15,298.234467,314.151245,0.000000
1997-08-16,299.136597,314.491791,0.000000
1997-08-17,299.840973,314.466919,0.000000
1997-08-18,300.232635,312.758667,0.000000
1997-08-19,299.849548,310.814667,0.000000
1997-08-20,298.289825,309.340332,2.936488
1997-08-21,296.825500,307.711090,0.753600
1997-08-22,295.991150,306.434509,0.000000
1997-08-23,296.016754,306.164673,0.000000
1997-08-24,296.378479,305.729126,7.716421
1997-08-25,296.339508,304.173645,4.257473
1997-08-26,296.689087,306.376099,2.469398
1997-08-27,295.999390,306.599121,1.921968
1997-08-28,295.224091,308.667175,0.000000
1997-08-29,294.123657,309.385712,0.000000
1997-08-30,296.387817,310.629211,0.000000
1997-08-31,296.371552,311.454132,0.000000
1997-09-01,295.095764,312.234009,0.000000
1997-09-02,296.261322,311.832672,0.000000
1997-09-03,296.667297,310.173706,0.000000
1997-09-04,295.936890,306.667053,0.824866
1997-09-05,296.692352,305.239868,1.546586
1997-09-06,295.916656,305.900116,0.743287
1997-09-07,296.033417,307.100189,0.000000
1997-09-08,296.764526,309.291138,0.000000
1997-09-09,297.013550,309.694977,0.000000
1997-09-10,297.738983,310.777588,0.766829
1997-09-11,295.600037,309.277588,0.000000
1997-09-12,295.798248,308.276550,0.000000
1997-09-13,294.026764,307.308868,0.000000
1997-09-14,294.749451,307.259613,0.000000
1997-09-15,295.013367,308.607758,0.000000
1997-09-16,294.907776,309.384979,0.000000
1997-09-17,295.678741,309.716766,0.000000
1997-09-18,295.499756,309.704193,0.000000
1997-09-19,296.726288,309.374176,0.000000
1997-09-20,296.549835,307.718628,0.000000
1997-09-21,296.640533,304.972290,3.816335
1997-09-22,290.216736,302.606445,0.000000
1997-09-23,289.250610,303.417023,0.000000
1997-09-24,288.101105,303.703949,0.318518
1997-09-25,291.380554,303.248840,0.000000
1997-09-26,288.962799,303.332611,0.000000
1997-09-27,293.941803,305.409698,0.000000
1997-09-28,295.891510,308.631409,0.000000
1997-09-29,297.912994,309.577515,0.000000
1997-09-30,297.921997,309.285797,0.000000
1997-10-01,297.338501,309.013947,0.000000
1997-10-02,299.387573,307.330994,0.000000
1997-10-03,295.275757,304.314392,2.730859
1997-10-04,295.684265,304.479248,4.127568
1997-10-05,294.848114,306.403259,0.645455
1997-10-06,296.144440,306.895020,0.000000
1997-10-07,296.002625,307.054840,1.603945
1997-10-08,294.727448,304.462494,13.036322
1997-10-09,286.696045,300.852112,0.000000
1997-10-10,285.085541,292.102936,0.000000
1997-10-11,285.498810,300.109802,0.000000
1997-10-12,286.396515,302.810638,0.000000
1997-10-13,288.686981,303.750885,0.000000
1997-10-14,291.486908,301.243652,1.265040
1997-10-15,290.935577,300.725098,1.833773
1997-10-16,291.391388,302.325165,3.257231
1997-10-17,291.224884,304.637756,1.423000
1997-10-18,292.208160,305.158875,2.796144
1997-10-19,290.853851,303.365234,1.498856
1997-10-20,287.886627,298.377258,0.000000
1997-10-21,284.141754,299.245422,0.000000
1997-10-22,283.464233,300.632233,0.000000
1997-10-23,288.079620,302.041382,0.000000
1997-10-24,288.297974,301.907379,0.000000
1997-10-25,288.579895,304.165588,0.000000
1997-10-26,287.988770,302.404144,0.000000
1997-10-27,286.111176,301.514465,0.000000
1997-10-28,287.073883,302.855042,0.000000
1997-10-29,286.789612,303.919647,0.000000
1997-10-30,289.361115,300.311188,0.000000
1997-10-31,286.444336,298.958038,0.000000
1997-11-01,286.870758,301.995026,0.000000
1997-11-02,288.492065,305.149841,0.000000
1997-11-03,291.694672,305.690521,0.000000
1997-11-04,293.289490,304.977875,0.000000
1997-11-05,291.481903,302.517120,0.000000
1997-11-06,276.730530,294.863708,0.000000
1997-11-07,278.082031,294.453735,0.000000
1997-11-08,283.014832,300.750549,0.000000
1997-11-09,287.324249,301.777252,0.000000
1997-11-10,289.883392,301.454498,0.000000
1997-11-11,289.811401,301.517548,0.000000
1997-11-12,288.727051,300.770813,0.000000
1997-11-13,288.005188,301.901245,0.000000
1997-11-14,289.587921,302.141357,0.000000
1997-11-15,289.648499,298.730164,0.000000
1997-11-16,284.040558,298.045074,0.000000
1997-11-17,285.202271,301.320404,0.000000
1997-11-18,286.954468,302.227264,0.000000
1997-11-19,287.370453,301.939117,0.000000
1997-11-20,286.865234,299.742126,0.000000
1997-11-21,287.705536,300.879761,0.000000
1997-11-22,286.359283,300.629059,0.000000
1997-11-23,287.266693,297.197296,0.000000
1997-11-24,282.462433,299.306610,0.000000
1997-11-25,286.510437,300.510101,0.000000
1997-11-26,286.310822,299.222290,0.000000
1997-11-27,287.519623,298.862030,0.000000
1997-11-28,290.132446,298.999847,0.000000
1997-11-29,288.697296,301.882111,0.000000
1997-11-30,288.676880,300.890594,0.000000
1997-12-01,276.458832,293.679321,0.000000
1997-12-02,276.302612,288.276733,0.000000
1997-12-03,283.530609,299.658691,0.451701
1997-12-04,285.427704,297.295685,0.000000
1997-12-05,267.838379,291.759064,5.914518
1997-12-06,273.017151,278.407043,6.795845
1997-12-07,268.577576,276.966980,2.216782
1997-12-08,266.050598,279.787109,0.000000
1997-12-09,271.956940,281.223267,0.000000
1997-12-10,275.048553,280.930573,1.950937
1997-12-11,273.428986,280.758484,20.083906
1997-12-12,258.222931,268.214661,0.656003
1997-12-13,266.226410,277.231445,0.000000
1997-12-14,271.018982,281.816925,0.000000
1997-12-15,270.041199,285.504883,0.000000
1997-12-16,272.485901,289.676056,0.000000
1997-12-17,274.992859,292.297394,0.000000
1997-12-18,272.332428,290.707733,0.000000
1997-12-19,278.494873,295.462738,0.000000
1997-12-20,277.003906,293.267334,0.000000
1997-12-21,277.749695,288.462555,0.000000
1997-12-22,277.358215,290.451721,0.000000
1997-12-23,278.331177,292.312439,0.000000
1997-12-24,276.485565,293.012299,0.618164
1997-12-25,285.290833,290.435059,75.222610
1997-12-26,274.903412,287.710968,8.107067
1997-12-27,271.974030,284.275116,0.000000
1997-12-28,270.058350,281.202728,0.000000
1997-12-29,268.527405,286.009521,0.000000
1997-12-30,273.143921,290.072601,0.000000
1997-12-31,272.229553,287.380646,0.000000
1998-01-01,269.449158,285.441467,0.000000
1998-01-02,273.271912,285.434174,0.000000
1998-01-03,274.734894,287.887482,0.309640
1998-01-04,282.410889,299.854797,0.000000
1998-01-05,285.181763,299.931274,0.000000
1998-01-06,282.836426,299.462402,0.000000
1998-01-07,284.059631,301.962433,0.989353
1998-01-08,288.163635,298.075806,0.000000
1998-01-09,280.418640,297.992004,0.000000
1998-01-10,282.271606,303.064667,0.000000
1998-01-11,284.876923,300.856476,0.000000
1998-01-12,283.504333,301.728760,0.000000
1998-01-13,284.352692,302.489441,0.459984
1998-01-14,283.833832,299.140839,0.000000
1998-01-15,281.891296,297.356873,0.722640
1998-01-16,284.234375,300.154266,0.000000
1998-01-17,284.364777,295.005737,0.000000
1998-01-18,279.985626,294.912933,0.000000
1998-01-19,281.005920,296.626373,0.696839
1998-01-20,286.115479,295.079041,6.291431
1998-01-21,279.806427,291.234344,20.206705
1998-01-22,275.825317,285.346954,4.753119
1998-01-23,273.255493,283.561951,0.000000
1998-01-24,272.882050,282.596832,0.742702
1998-01-25,271.230835,284.602692,0.000000
1998-01-26,272.367249,284.526581,0.000000
1998-01-27,269.767303,281.239655,0.000000
1998-01-28,272.416565,287.877594,0.000000
1998-01-29,278.294159,295.321198,0.000000
1998-01-30,283.152954,294.718414,0.000000
1998-01-31,286.830017,297.726898,3.628752
1998-02-01,283.819580,293.738098,9.238390
1998-02-02,274.050568,286.811798,0.860222
1998-02-03,268.878540,283.492004,0.000000
1998-02-04,273.858032,290.285461,0.000000
1998-02-05,276.375214,290.343689,0.000000
1998-02-06,280.254791,288.196381,4.105438
1998-02-07,282.378510,287.924255,16.978653
1998-02-08,281.361237,290.259460,8.603877
1998-02-09,275.975372,289.859528,0.000000
1998-02-10,277.217926,291.200775,0.000000
1998-02-11,279.144135,294.716644,0.000000
1998-02-12,278.472961,295.196198,0.000000
1998-02-13,276.069641,291.457642,0.000000
1998-02-14,277.296692,295.592133,1.300310
1998-02-15,283.268707,294.655670,10.583993
1998-02-16,276.863586,291.764679,0.000000
1998-02-17,273.781006,287.211090,0.000000
1998-02-18,274.280487,290.599304,0.000000
1998-02-19,275.915619,294.236084,0.000000
1998-02-20,275.811615,297.311890,0.000000
1998-02-21,278.590912,297.066010,0.000000
1998-02-22,279.353302,294.739899,0.000000
1998-02-23,282.766235,295.221222,0.000000
1998-02-24,279.997375,302.414764,0.000000
1998-02-25,282.612640,302.423676,0.000000
1998-02-26,286.881317,299.787811,0.000000
1998-02-27,285.922394,299.233032,0.000000
1998-02-28,283.760071,298.591583,0.000000
1998-03-01,280.547272,298.257294,0.000000
1998-03-02,282.347931,295.842133,0.000000
1998-03-03,277.575806,291.133881,0.000000
1998-03-04,273.715881,285.170746,0.000000
1998-03-05,278.316284,292.614502,0.000000
1998-03-06,279.778259,299.477173,0.000000
1998-03-07,282.295044,297.326416,0.000000
1998-03-08,286.112244,292.644226,4.973505
1998-03-09,290.234924,303.878815,4.161484
1998-03-10,284.594513,297.543823,0.000000
1998-03-11,270.375061,285.974396,0.000000
1998-03-12,277.279388,294.663422,0.000000
1998-03-13,283.488098,301.194580,0.000000
1998-03-14,280.858643,297.871368,0.000000
1998-03-15,281.994080,294.679138,0.000000
1998-03-16,283.443970,293.249878,0.000000
1998-03-17,281.629303,293.251251,0.000000
1998-03-18,284.547943,296.835602,0.953454
1998-03-19,287.391785,294.879639,1.998824
1998-03-20,287.345215,298.336304,9.272286
1998-03-21,282.889679,296.500885,0.000000
1998-03-22,276.738495,290.842194,0.000000
1998-03-23,278.253204,294.514038,0.000000
1998-03-24,283.223206,293.730377,1.742164
1998-03-25,284.540405,295.850311,2.885085
1998-03-26,287.412018,300.506592,2.562571
1998-03-27,284.928070,301.719208,2.278793
1998-03-28,284.821106,295.465057,0.753813
1998-03-29,280.194458,296.417175,0.000000
1998-03-30,282.963104,302.261749,0.000000
1998-03-31,289.535278,305.109955,0.000000
1998-04-01,286.809204,300.353729,0.000000
1998-04-02,278.992737,289.410950,0.000000
1998-04-03,279.972687,290.662140,0.310021
1998-04-04,280.632629,292.213379,0.000000
1998-04-05,279.698608,294.329742,0.000000
1998-04-06,280.785645,298.470001,0.000000
1998-04-07,286.384491,301.787720,0.000000
1998-04-08,287.158752,305.289307,0.000000
1998-04-09,290.814301,304.213226,0.000000
1998-04-10,291.094513,306.931396,0.000000
1998-04-11,292.729706,304.305603,0.000000
1998-04-12,291.065460,304.904510,0.000000
1998-04-13,291.564697,304.349762,0.000000
1998-04-14,292.613831,306.018005,0.000000
1998-04-15,293.113037,308.775818,0.000000
1998-04-16,293.669250,305.044189,0.000000
1998-04-17,288.275848,299.822235,2.115722
1998-04-18,286.441071,298.495178,0.000000
1998-04-19,285.880920,298.695099,0.000000
1998-04-20,287.461609,301.796204,0.000000
1998-04-21,291.953369,305.088257,0.000000
1998-04-22,292.752777,306.073090,0.000000
1998-04-23,293.616364,308.275299,0.000000
1998-04-24,294.282349,308.003235,0.000000
1998-04-25,293.055634,305.038696,0.000000
1998-04-26,287.819183,298.854462,0.000000
1998-04-27,288.562378,300.208984,0.000000
1998-04-28,290.961609,308.607147,0.000000
1998-04-29,293.266602,306.903137,0.000000
1998-04-30,291.396729,305.474213,0.000000
1998-05-01,291.960297,305.373627,0.000000
1998-05-02,293.528717,304.488556,0.000000
1998-05-03,293.970856,307.254272,0.000000
1998-05-04,294.754761,305.016449,0.000000
1998-05-05,296.468597,302.419098,2.080852
1998-05-06,289.132874,304.012634,0.000000
1998-05-07,292.376007,307.041687,0.000000
1998-05-08,295.428986,309.537048,0.000000
1998-05-09,296.414886,312.828918,0.000000
1998-05-10,297.628479,310.162537,0.000000
1998-05-11,295.420532,312.544281,0.000000
1998-05-12,296.178680,307.968597,0.000000
1998-05-13,292.621887,307.096191,0.000000
1998-05-14,297.570618,308.958435,0.000000
1998-05-15,297.477722,310.537933,0.000000
1998-05-16,293.797913,305.597015,0.000000
1998-05-17,294.343201,303.787415,0.000000
1998-05-18,295.474121,310.538483,0.000000
1998-05-19,296.880035,307.408051,0.000000
1998-05-20,296.405823,307.959839,0.000000
1998-05-21,295.895111,306.273712,0.000000
1998-05-22,295.399017,303.477081,0.296389
1998-05-23,293.023529,302.664764,0.000000
1998-05-24,293.982574,305.936005,0.000000
1998-05-25,293.836731,309.905182,0.000000
1998-05-26,294.868866,310.851288,0.000000
1998-05-27,294.858887,310.214447,0.000000
1998-05-28,294.477783,308.844330,0.000000
1998-05-29,294.194153,307.778442,0.000000
1998-05-30,295.064911,308.679626,0.000000
1998-05-31,295.901398,310.442108,0.000000
1998-06-01,296.059906,311.045563,0.000000
1998-06-02,296.580505,311.625031,0.000000
1998-06-03,296.373749,311.481110,0.000000
1998-06-04,296.502014,311.053711,0.000000
1998-06-05,296.756165,311.171722,0.000000
1998-06-06,296.615356,311.483734,0.000000
1998-06-07,296.911652,312.808777,0.000000
1998-06-08,297.305084,313.296692,0.000000
1998-06-09,297.618958,312.913177,0.000000
1998-06-10,298.347717,313.771820,0.000000
1998-06-11,299.232666,311.745483,0.000000
1998-06-12,299.908447,312.275635,0.000000
1998-06-13,300.020569,312.816498,0.000000
1998-06-14,300.344025,313.141541,0.000000
1998-06-15,299.452881,312.784851,0.000000
1998-06-16,299.789612,313.008209,0.000000
1998-06-17,299.552643,313.026642,0.000000
1998-06-18,299.933716,312.032196,0.000000
1998-06-19,300.037933,313.477783,0.000000
1998-06-20,300.490875,313.763000,0.000000
1998-06-21,299.372192,312.708496,0.000000
1998-06-22,298.656250,311.745178,0.000000
1998-06-23,298.599091,313.140686,0.000000
1998-06-24,299.979279,313.909485,0.000000
1998-06-25,299.440826,312.488129,0.000000
1998-06-26,298.048553,311.696625,0.000000
1998-06-27,299.572479,314.023468,0.000000
1998-06-28,301.811859,312.753876,0.000000
1998-06-29,300.589661,314.547699,0.000000
1998-06-30,302.331177,314.979218,0.000000
1998-07-01,302.179871,314.059235,0.000000
1998-07-02,300.931427,313.742126,0.000000
1998-07-03,300.254578,312.689972,0.000000
1998-07-04,299.859741,312.688416,0.000000
1998-07-05,298.949707,311.877472,0.000000
1998-07-06,299.059662,311.671173,0.000000
1998-07-07,297.483582,310.401276,0.000000
1998-07-08,297.529022,310.543610,0.000000
1998-07-09,298.216461,310.591644,0.000000
1998-07-10,297.866394,310.601318,0.000000
1998-07-11,297.879272,311.181122,0.000000
