#Variables:
#tasmin_GFDL-ESM2G_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2G_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2G_historical(K),tasmax_GFDL-ESM2G_historical(K),pr_GFDL-ESM2G_historical(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2G_historical(K),tasmax_GFDL-ESM2G_historical(K),pr_GFDL-ESM2G_historical(mm)
1996-05-26,294.904449,303.982605,9.466576
1996-05-27,293.958405,303.385193,0.561866
1996-05-28,292.962860,302.452209,0.000000
1996-05-29,293.772095,303.542358,0.544344
1996-05-30,294.302704,303.532623,0.000000
1996-05-31,294.973328,305.958954,0.000000
1996-06-01,295.460968,302.984039,4.790499
1996-06-02,296.164398,301.399994,22.320488
1996-06-03,294.061340,306.266388,2.018460
1996-06-04,293.647339,306.639221,0.000000
1996-06-05,293.503448,307.191040,0.000000
1996-06-06,292.563599,307.373047,0.000000
1996-06-07,294.297058,309.005890,0.000000
1996-06-08,294.692291,309.681824,0.000000
1996-06-09,296.077759,309.029694,0.559069
1996-06-10,295.791321,307.024567,0.000000
1996-06-11,296.657013,306.628235,0.000000
1996-06-12,296.926361,306.951630,0.000000
1996-06-13,295.747498,307.912445,0.000000
1996-06-14,295.659546,309.903381,0.000000
1996-06-15,296.708466,310.441803,0.000000
1996-06-16,297.076599,309.618530,6.191738
1996-06-17,296.714508,306.488464,10.708196
1996-06-18,296.914612,306.179474,3.085912
1996-06-19,297.390930,305.789368,11.717642
1996-06-20,296.844666,306.750397,5.176156
1996-06-21,298.122253,305.949188,27.695040
1996-06-22,295.527130,303.507507,6.080095
1996-06-23,293.462982,303.363922,0.000000
1996-06-24,294.551392,303.205963,0.000000
1996-06-25,295.076355,306.030487,0.000000
1996-06-26,295.447266,306.865051,0.000000
1996-06-27,295.644653,307.054108,0.000000
1996-06-28,295.709656,307.772614,0.000000
1996-06-29,295.814209,308.640808,0.000000
1996-06-30,296.267761,309.943909,0.000000
1996-07-01,296.818085,310.053070,0.000000
1996-07-02,296.652710,309.458618,0.000000
1996-07-03,296.571350,308.542145,0.000000
1996-07-04,296.367157,307.903961,0.000000
1996-07-05,296.266266,308.234467,0.000000
1996-07-06,296.392883,310.174896,0.000000
1996-07-07,296.566895,310.497589,0.000000
1996-07-08,296.933319,311.199158,0.000000
1996-07-09,297.190613,311.181122,0.000000
1996-07-10,297.205200,310.681580,0.000000
1996-07-11,297.132172,310.553680,0.000000
1996-07-12,297.236420,311.403107,0.000000
1996-07-13,297.381775,311.094788,0.000000
1996-07-14,297.663910,310.415192,0.000000
1996-07-15,296.934387,309.525146,0.000000
1996-07-16,296.702454,310.171722,0.000000
1996-07-17,297.021606,310.464630,0.000000
1996-07-18,297.496429,310.927002,0.000000
1996-07-19,298.319580,313.506897,0.000000
1996-07-20,299.408539,314.130157,0.000000
1996-07-21,299.572784,313.905914,0.000000
1996-07-22,299.070953,313.535461,0.000000
1996-07-23,297.819122,312.249512,0.000000
1996-07-24,296.835205,309.516968,0.000000
1996-07-25,296.946533,310.615204,0.000000
1996-07-26,297.199310,311.178253,0.000000
1996-07-27,296.823578,310.513794,0.000000
1996-07-28,296.770782,310.450317,0.000000
1996-07-29,296.788086,311.279022,0.000000
1996-07-30,296.952515,311.968018,0.290510
1996-07-31,296.391205,310.655060,1.804791
1996-08-01,295.663818,309.810944,1.109915
1996-08-02,295.286743,309.691437,0.000000
1996-08-03,296.263092,310.975067,0.000000
1996-08-04,296.258759,311.496033,0.000000
1996-08-05,296.306793,311.596588,0.000000
1996-08-06,295.127960,311.633514,0.000000
1996-08-07,297.365356,312.294678,0.000000
1996-08-08,298.669128,312.434143,0.000000
1996-08-09,298.798004,311.515625,2.245776
1996-08-10,295.494659,306.606415,7.418456
1996-08-11,294.589508,307.249756,0.000000
1996-08-12,294.335419,307.910645,0.000000
1996-08-13,294.437561,308.146942,0.000000
1996-08-14,295.731964,309.638733,0.000000
1996-08-15,295.282806,309.433838,0.000000
1996-08-16,295.528442,309.227112,0.000000
1996-08-17,296.143707,309.384186,0.000000
1996-08-18,296.446747,309.655853,1.085269
1996-08-19,295.915894,308.491852,1.763930
1996-08-20,296.521576,308.324158,1.401572
1996-08-21,297.154022,307.830750,0.876569
1996-08-22,297.716217,310.648193,0.000000
1996-08-23,298.416199,311.384460,0.000000
1996-08-24,297.966400,310.425995,0.000000
1996-08-25,297.481842,309.668457,0.000000
1996-08-26,297.101044,308.313751,8.688046
1996-08-27,298.624451,308.148712,9.161169
1996-08-28,299.270111,305.900543,10.317804
1996-08-29,296.770416,305.737030,7.204828
1996-08-30,296.300079,306.421936,0.789339
1996-08-31,295.722717,306.377411,0.000000
1996-09-01,296.106354,306.325348,0.000000
1996-09-02,295.927765,306.756866,0.000000
1996-09-03,295.715515,306.712341,0.000000
1996-09-04,295.546722,306.848419,0.000000
1996-09-05,295.373413,307.096710,0.000000
1996-09-06,295.361115,307.897461,0.000000
1996-09-07,295.499847,309.267059,0.000000
1996-09-08,295.385864,311.063477,0.000000
1996-09-09,295.961578,311.767334,0.000000
1996-09-10,296.317932,310.245972,0.000000
1996-09-11,296.329132,308.836243,0.416929
1996-09-12,296.359985,308.509094,0.000000
1996-09-13,296.308502,309.013031,0.000000
1996-09-14,296.183746,309.149445,0.324474
1996-09-15,296.326294,308.867676,0.000000
1996-09-16,296.559845,306.687042,2.741212
1996-09-17,297.067200,304.977875,11.425003
1996-09-18,295.717255,305.384460,0.000000
1996-09-19,295.017151,306.662933,2.027540
1996-09-20,295.708160,307.412964,2.472219
1996-09-21,296.340393,307.575562,0.807341
1996-09-22,296.589325,309.089417,1.887779
1996-09-23,296.454529,308.512909,1.392497
1996-09-24,296.107483,308.323486,0.000000
1996-09-25,295.495575,307.446289,0.000000
1996-09-26,294.551636,306.533661,7.283678
1996-09-27,295.312378,303.346893,23.245520
1996-09-28,290.686310,299.683746,39.177284
1996-09-29,288.736725,295.234985,38.442745
1996-09-30,291.225189,299.675171,29.899683
1996-10-01,292.270477,299.897339,34.896179
1996-10-02,290.071594,296.584900,25.878611
1996-10-03,286.580383,293.702698,25.679146
1996-10-04,288.966583,298.043060,2.945050
1996-10-05,285.308777,296.644836,0.729297
1996-10-06,284.620575,292.395630,0.000000
1996-10-07,283.112213,298.041809,0.000000
1996-10-08,285.707489,298.002625,0.000000
1996-10-09,286.236725,297.782410,0.000000
1996-10-10,284.007172,299.296509,0.000000
1996-10-11,286.355804,301.241547,0.000000
1996-10-12,287.425171,299.858948,0.000000
1996-10-13,281.524231,297.890442,0.000000
1996-10-14,285.294647,298.578613,0.000000
1996-10-15,289.544739,297.588135,4.997189
1996-10-16,292.107910,304.292725,13.356058
1996-10-17,289.347321,302.177185,6.841242
1996-10-18,285.889069,295.586945,0.000000
1996-10-19,285.327087,299.408142,0.000000
1996-10-20,289.677032,300.440918,0.000000
1996-10-21,291.400024,300.686523,0.000000
1996-10-22,292.117096,304.105804,0.668007
1996-10-23,290.570618,302.349854,6.294591
1996-10-24,286.049896,299.921967,5.824965
1996-10-25,280.045166,294.161346,0.000000
1996-10-26,281.210785,298.521484,0.000000
1996-10-27,284.773346,300.362732,0.000000
1996-10-28,288.249176,300.615723,0.000000
1996-10-29,289.361115,299.216003,0.472641
1996-10-30,283.342957,295.718414,1.579275
1996-10-31,282.552216,288.954193,0.000000
1996-11-01,283.784668,289.419037,0.000000
1996-11-02,285.005585,291.834839,0.000000
1996-11-03,286.315033,298.439575,1.105845
1996-11-04,288.687592,303.025757,0.000000
1996-11-05,289.770203,302.276215,0.000000
1996-11-06,287.588257,300.793427,0.897054
1996-11-07,284.420776,297.166718,0.000000
1996-11-08,278.244629,291.745117,0.000000
1996-11-09,275.880341,294.611084,0.000000
1996-11-10,278.175354,294.269409,0.000000
1996-11-11,278.050415,291.048798,0.000000
1996-11-12,275.940216,291.282349,0.000000
1996-11-13,281.177612,291.959839,0.000000
1996-11-14,286.394684,294.692322,0.486514
1996-11-15,286.090057,299.178619,0.000000
1996-11-16,278.547272,295.555481,3.619006
1996-11-17,276.078644,291.425476,0.000000
1996-11-18,279.396942,296.093018,0.000000
1996-11-19,278.050354,293.489716,0.000000
1996-11-20,276.472351,285.549438,3.335908
1996-11-21,278.827148,285.935699,32.000549
1996-11-22,278.779785,284.193817,10.457142
1996-11-23,273.594025,286.725494,0.000000
1996-11-24,275.205658,292.676422,0.000000
1996-11-25,278.053680,295.642426,0.000000
1996-11-26,279.684967,296.127930,0.000000
1996-11-27,285.291168,297.548004,0.496291
1996-11-28,285.119537,299.184845,1.059871
1996-11-29,285.701202,296.860382,0.000000
1996-11-30,277.667633,291.425537,0.000000
1996-12-01,280.284485,294.023132,1.732811
1996-12-02,287.493622,299.335388,0.000000
1996-12-03,288.657928,298.675659,0.000000
1996-12-04,277.449402,293.999298,9.367374
1996-12-05,274.466736,283.875214,0.331255
1996-12-06,278.250916,292.002014,0.000000
1996-12-07,286.915375,299.114349,0.000000
1996-12-08,286.769196,299.960754,0.000000
1996-12-09,287.500946,298.650513,0.000000
1996-12-10,278.695984,294.720032,0.000000
1996-12-11,277.479462,292.707916,0.000000
1996-12-12,281.619476,292.017029,0.000000
1996-12-13,278.664062,290.714813,0.000000
1996-12-14,277.734375,291.141571,0.000000
1996-12-15,279.141022,291.194061,0.000000
1996-12-16,282.227966,291.976166,0.000000
1996-12-17,282.537109,295.816345,0.000000
1996-12-18,279.731842,293.414520,0.000000
1996-12-19,283.012756,295.743256,1.226062
1996-12-20,279.402924,292.354370,0.000000
1996-12-21,279.916748,293.661407,0.793799
1996-12-22,282.341949,296.981720,0.000000
1996-12-23,279.876831,294.347687,0.000000
1996-12-24,276.342499,289.349701,0.000000
1996-12-25,277.063141,293.587128,0.000000
1996-12-26,280.112610,295.703278,0.000000
1996-12-27,279.702118,294.315857,0.000000
1996-12-28,283.399780,295.990295,0.000000
1996-12-29,286.083771,297.635162,0.000000
1996-12-30,287.646149,296.864014,8.107067
1996-12-31,282.444611,292.186646,13.081656
1997-01-01,275.687866,284.487793,2.444038
1997-01-02,276.084808,285.194580,0.000000
1997-01-03,277.353394,285.840363,0.000000
1997-01-04,277.635437,291.568207,0.341605
1997-01-05,277.856689,294.157318,0.000000
1997-01-06,280.842621,292.119568,0.000000
1997-01-07,283.877502,294.479492,0.000000
1997-01-08,285.884796,295.102448,0.000000
1997-01-09,280.146881,292.809448,0.000000
1997-01-10,276.208832,286.319122,0.000000
1997-01-11,276.299835,286.749451,0.000000
1997-01-12,278.892059,285.975464,3.243792
1997-01-13,279.265167,292.450043,1.453679
1997-01-14,282.366058,291.684143,9.446182
1997-01-15,279.605469,293.481262,4.918578
1997-01-16,274.972260,286.549652,0.000000
1997-01-17,274.515747,290.416595,0.000000
1997-01-18,275.558746,290.385437,0.000000
1997-01-19,279.097046,289.827454,0.000000
1997-01-20,282.030762,295.005737,1.897605
1997-01-21,280.200928,293.587433,1.196682
1997-01-22,272.041321,285.303070,0.000000
1997-01-23,273.010040,283.224670,6.130701
1997-01-24,271.575836,281.356598,4.753119
1997-01-25,275.611633,283.491608,0.000000
1997-01-26,276.804291,282.991608,6.957202
1997-01-27,274.485382,284.608154,3.370885
1997-01-28,275.493469,285.579193,0.000000
1997-01-29,275.489929,283.930664,0.411914
1997-01-30,273.359375,282.114258,0.000000
1997-01-31,272.675385,284.920685,0.000000
1997-02-01,275.547455,287.686829,0.000000
1997-02-02,279.566681,294.175201,3.657985
1997-02-03,279.381683,292.470245,0.000000
1997-02-04,277.476715,290.735809,0.000000
1997-02-05,276.942566,288.576782,0.000000
1997-02-06,279.801971,298.071045,0.000000
1997-02-07,284.714783,297.005310,0.964268
1997-02-08,284.884247,297.905243,0.000000
1997-02-09,279.631042,295.920502,0.436666
1997-02-10,276.862946,291.033997,0.000000
1997-02-11,280.427124,295.202332,0.295451
1997-02-12,286.202728,298.165283,0.427299
1997-02-13,280.760376,297.407990,0.000000
1997-02-14,274.051117,288.584198,0.000000
1997-02-15,277.043152,292.175629,0.000000
1997-02-16,278.018951,292.702271,0.000000
1997-02-17,280.246429,293.004120,0.000000
1997-02-18,282.630646,291.433685,0.000000
1997-02-19,277.576691,289.685699,0.000000
1997-02-20,279.226837,292.186676,0.000000
1997-02-21,276.100311,292.924347,0.000000
1997-02-22,272.203552,284.615051,0.000000
1997-02-23,273.257782,289.041718,0.000000
1997-02-24,277.723145,293.441193,0.000000
1997-02-25,280.394714,296.345184,0.000000
1997-02-26,282.258789,298.793365,0.000000
1997-02-27,284.228363,298.019562,0.000000
1997-02-28,284.324615,296.223785,0.000000
1997-03-01,282.660187,294.543732,3.041723
1997-03-02,280.398529,290.724792,0.000000
1997-03-03,279.791779,289.152161,0.000000
1997-03-04,282.414307,292.594849,0.000000
1997-03-05,281.117981,296.484863,0.000000
1997-03-06,283.279938,295.334351,0.000000
1997-03-07,279.485107,294.186035,0.000000
1997-03-08,280.560394,288.639008,15.703757
1997-03-09,288.412720,295.331024,50.886997
1997-03-10,283.035309,288.435730,3.093050
1997-03-11,283.882355,292.637573,1.307311
1997-03-12,286.783905,298.987518,4.667158
1997-03-13,285.975220,299.477173,2.829155
1997-03-14,286.209808,299.005402,0.000000
1997-03-15,287.062103,299.516235,0.000000
1997-03-16,279.554993,296.953827,0.000000
1997-03-17,279.648041,295.583527,0.000000
1997-03-18,282.479919,295.193970,0.921816
1997-03-19,284.514191,298.041565,0.000000
1997-03-20,281.319458,296.417419,0.000000
1997-03-21,284.026489,299.928986,0.000000
1997-03-22,289.390503,299.314606,3.332906
1997-03-23,283.626038,295.110687,2.149383
1997-03-24,279.733582,291.675415,0.000000
1997-03-25,278.554413,293.462921,0.000000
1997-03-26,282.294983,299.750183,0.000000
1997-03-27,288.898285,303.364166,0.000000
1997-03-28,289.243469,302.125488,0.000000
1997-03-29,277.461365,298.416077,0.000000
1997-03-30,275.853699,288.427612,0.000000
1997-03-31,276.738495,292.642883,0.000000
1997-04-01,281.293457,297.168640,0.000000
1997-04-02,287.470428,301.598328,0.000000
1997-04-03,284.912140,300.230896,0.000000
1997-04-04,284.568481,297.675293,0.000000
1997-04-05,284.008484,298.280090,0.000000
1997-04-06,287.964722,300.354675,0.000000
1997-04-07,289.565369,303.115479,0.000000
1997-04-08,285.675476,302.817535,0.000000
1997-04-09,287.165588,303.125793,0.000000
1997-04-10,290.263672,302.622711,0.000000
1997-04-11,286.319641,303.025269,0.000000
1997-04-12,290.427917,302.902466,0.000000
1997-04-13,291.472595,303.620148,0.000000
1997-04-14,292.207336,304.547058,0.000000
1997-04-15,290.279449,304.073730,0.000000
1997-04-16,287.490662,298.495178,0.000000
1997-04-17,286.680023,293.671753,0.000000
1997-04-18,287.402222,302.412781,0.000000
1997-04-19,291.553101,302.386444,0.000000
1997-04-20,292.096558,302.975220,0.000000
1997-04-21,292.844116,303.336884,0.000000
1997-04-22,290.164368,303.274048,0.000000
1997-04-23,290.072540,301.491791,0.000000
1997-04-24,285.249756,303.515747,0.000000
1997-04-25,289.450470,304.862427,0.000000
1997-04-26,291.869537,306.720978,0.000000
1997-04-27,293.039978,303.432190,2.136482
1997-04-28,289.971222,305.225739,3.288000
1997-04-29,291.009949,304.396973,0.000000
1997-04-30,288.598114,305.075684,0.000000
1997-05-01,289.684296,305.647186,0.000000
1997-05-02,290.254486,305.954285,0.000000
1997-05-03,291.936676,306.928101,0.000000
1997-05-04,292.493683,307.419159,0.000000
1997-05-05,292.672119,306.389435,0.000000
1997-05-06,293.702026,303.594299,6.176064
1997-05-07,293.699249,303.768768,1.693852
1997-05-08,293.899323,302.608154,0.829145
1997-05-09,293.888092,298.729156,3.424526
1997-05-10,295.625122,301.589996,9.999538
1997-05-11,294.039398,305.123352,18.070253
1997-05-12,294.803009,303.957336,16.513502
1997-05-13,295.063538,302.771088,8.434060
1997-05-14,294.579041,303.863770,0.508746
1997-05-15,292.599487,305.360535,0.000000
1997-05-16,293.151306,305.405212,0.000000
1997-05-17,293.633484,305.811127,0.000000
1997-05-18,293.577881,306.530945,0.000000
1997-05-19,293.572449,306.741302,2.401821
1997-05-20,293.899384,306.916382,0.000000
1997-05-21,294.536591,303.677216,12.293873
1997-05-22,293.591614,301.525604,0.783057
1997-05-23,293.564453,304.015503,8.616343
1997-05-24,292.999786,304.439941,0.424299
1997-05-25,293.221313,302.586029,0.000000
1997-05-26,291.345001,301.246002,0.000000
1997-05-27,291.869385,302.605072,0.000000
1997-05-28,294.263947,304.681641,0.000000
1997-05-29,294.940857,304.124420,10.662863
1997-05-30,295.625641,305.775848,6.035552
1997-05-31,292.938873,301.806213,41.159023
1997-06-01,292.091156,299.919098,13.028177
1997-06-02,292.182953,302.629456,2.061879
1997-06-03,289.020264,302.008179,0.000000
1997-06-04,290.339508,304.913879,0.000000
1997-06-05,292.081085,306.670410,0.000000
1997-06-06,293.301361,307.733612,0.000000
1997-06-07,294.562286,309.623566,0.000000
1997-06-08,295.286285,310.543213,0.000000
1997-06-09,295.815857,310.707062,0.000000
1997-06-10,296.003143,310.700623,0.000000
1997-06-11,296.577545,310.404968,0.000000
1997-06-12,296.337799,310.126923,0.000000
1997-06-13,296.476074,310.410980,0.000000
1997-06-14,296.373749,309.939240,0.000000
1997-06-15,295.671234,308.072021,0.458021
1997-06-16,296.040405,308.104889,0.360408
1997-06-17,296.156433,309.763062,0.000000
1997-06-18,297.717316,310.325073,0.000000
1997-06-19,297.247589,311.024689,0.000000
1997-06-20,297.164673,309.674500,4.983456
1997-06-21,296.303009,307.967926,20.420156
1997-06-22,296.425323,304.397217,44.626175
1997-06-23,296.778503,299.551849,20.374443
1997-06-24,296.851501,305.062073,5.777703
1997-06-25,296.419861,305.339539,5.380557
1997-06-26,295.806854,304.568848,1.450745
1997-06-27,295.645477,304.557739,3.239779
1997-06-28,295.673889,305.487762,0.000000
1997-06-29,295.444214,305.578339,0.000000
1997-06-30,295.022552,305.989441,0.000000
1997-07-01,294.964417,306.550537,0.000000
1997-07-02,295.105713,307.216919,0.000000
1997-07-03,295.718628,307.724640,0.000000
1997-07-04,295.770264,307.729797,3.565366
1997-07-05,295.750610,307.615295,2.338525
1997-07-06,296.156097,307.693542,0.690882
1997-07-07,295.894135,307.966675,0.000000
1997-07-08,296.102631,308.083496,0.000000
1997-07-09,296.262115,308.913300,0.000000
1997-07-10,296.489868,308.937347,0.000000
1997-07-11,296.595764,309.566650,0.000000
1997-07-12,296.684021,309.934998,0.000000
1997-07-13,296.343506,309.083801,0.000000
1997-07-14,297.000610,309.480530,0.000000
1997-07-15,297.641663,304.767334,44.750950
1997-07-16,295.919922,304.760254,3.118011
1997-07-17,295.899902,306.402313,0.837403
1997-07-18,295.826874,305.559845,5.707268
1997-07-19,295.994263,307.319580,0.526800
1997-07-20,296.264404,308.150085,4.157929
1997-07-21,296.279877,309.384949,1.504681
1997-07-22,296.300293,310.231628,0.661537
1997-07-23,296.804138,311.438141,0.529790
1997-07-24,297.863953,312.059814,0.000000
1997-07-25,298.825684,313.157654,0.000000
1997-07-26,299.227417,313.427063,0.000000
1997-07-27,298.445099,313.766602,0.000000
1997-07-28,299.694244,314.467377,0.000000
1997-07-29,302.179871,314.253265,0.000000
1997-07-30,301.035645,316.023132,0.444073
1997-07-31,300.153229,312.576050,1.201824
1997-08-01,299.766357,312.387878,1.825923
1997-08-02,298.334534,312.251312,0.000000
1997-08-03,298.392975,311.323151,0.000000
1997-08-04,297.684906,311.528137,0.000000
1997-08-05,297.482147,311.790466,0.000000
1997-08-06,297.267334,311.846466,0.000000
1997-08-07,296.650024,311.227966,0.000000
1997-08-08,296.316345,311.066681,0.000000
1997-08-09,297.614594,310.665009,0.000000
1997-08-10,297.424774,311.370422,0.000000
1997-08-11,297.395355,310.916382,0.000000
1997-08-12,297.323700,310.618774,0.000000
1997-08-13,297.072021,311.586243,0.000000
1997-08-14,298.113525,313.793762,0.000000
1997-08-15,299.555542,314.151245,0.000000
1997-08-16,300.900177,314.355804,0.000000
1997-08-17,300.538544,313.305054,0.000000
1997-08-18,299.102875,312.334412,0.000000
1997-08-19,298.079163,310.835297,1.194814
1997-08-20,297.454468,309.086456,2.743948
1997-08-21,296.053375,309.903168,0.000000
1997-08-22,295.975037,309.809784,0.000000
1997-08-23,296.865875,309.337402,0.000000
1997-08-24,296.939789,308.288849,0.000000
1997-08-25,297.324402,308.119659,0.000000
1997-08-26,296.893188,306.697937,0.753600
1997-08-27,296.295013,305.517609,6.570637
1997-08-28,297.069611,304.779541,6.123281
1997-08-29,294.459381,302.785431,1.810817
1997-08-30,293.607208,306.135254,0.000000
1997-08-31,291.994751,306.353638,0.000000
1997-09-01,293.779297,307.019775,0.000000
1997-09-02,293.889893,307.761200,0.000000
1997-09-03,294.153229,308.347565,0.000000
1997-09-04,294.562775,308.228760,0.000000
1997-09-05,296.058929,307.934265,0.000000
1997-09-06,293.591187,306.957062,0.000000
1997-09-07,293.077271,307.174713,0.000000
1997-09-08,293.535187,307.007172,0.000000
1997-09-09,293.726776,307.029236,0.307780
1997-09-10,294.339905,307.446411,0.000000
1997-09-11,296.322632,307.628845,0.000000
1997-09-12,292.348633,305.532013,9.310825
1997-09-13,287.459900,295.471497,0.000000
1997-09-14,287.113190,294.804535,0.000000
1997-09-15,286.924591,299.962555,0.000000
1997-09-16,289.117493,303.086823,0.000000
1997-09-17,292.980347,305.903320,0.000000
1997-09-18,295.071503,305.396118,0.000000
1997-09-19,294.366333,306.974274,0.000000
1997-09-20,295.710114,307.144470,0.000000
1997-09-21,295.520264,308.000366,0.000000
1997-09-22,295.630554,308.578766,0.000000
1997-09-23,295.734283,309.902618,0.807598
1997-09-24,292.335724,307.538361,6.204021
1997-09-25,290.885162,301.219269,10.905690
1997-09-26,292.064484,299.376373,10.808908
1997-09-27,287.396973,295.168213,0.290353
1997-09-28,289.892426,298.644257,0.000000
1997-09-29,290.795197,301.590881,0.000000
1997-09-30,290.789246,301.507477,0.000000
1997-10-01,292.364166,301.162445,0.957821
1997-10-02,289.193298,301.265411,0.000000
1997-10-03,287.355103,301.244293,0.000000
1997-10-04,287.115967,302.285217,0.000000
1997-10-05,287.729370,303.483856,0.000000
1997-10-06,289.286285,303.044525,0.000000
1997-10-07,292.058685,303.616760,0.000000
1997-10-08,284.988800,300.873047,43.691601
1997-10-09,280.918915,289.963074,8.668881
1997-10-10,277.494019,290.162140,0.000000
1997-10-11,278.243195,295.478668,0.000000
1997-10-12,283.043060,298.270050,0.000000
1997-10-13,281.248932,298.326416,0.000000
1997-10-14,281.035156,300.480408,0.000000
1997-10-15,282.974976,301.515839,0.000000
1997-10-16,283.932129,302.246674,0.000000
1997-10-17,289.620972,300.920502,0.000000
1997-10-18,290.114532,301.221649,0.000000
1997-10-19,288.692963,300.103607,0.000000
1997-10-20,288.995636,302.859528,0.000000
1997-10-21,287.518280,303.889893,0.000000
1997-10-22,288.746582,305.153961,0.000000
1997-10-23,289.674500,305.449738,0.000000
1997-10-24,291.690399,304.683014,0.000000
1997-10-25,289.892090,301.684204,0.000000
1997-10-26,286.885773,296.651794,7.913449
1997-10-27,285.754059,295.856659,5.678652
1997-10-28,288.665405,303.204315,0.000000
1997-10-29,293.293518,303.270874,0.000000
1997-10-30,293.308380,303.762817,0.000000
1997-10-31,293.700348,303.361755,0.332511
1997-11-01,292.607697,303.313019,2.130227
1997-11-02,291.726868,304.802368,0.000000
1997-11-03,292.471680,304.398224,0.000000
1997-11-04,292.645691,304.975006,0.000000
1997-11-05,292.186218,304.236938,0.768349
1997-11-06,285.840210,301.284332,4.559246
1997-11-07,286.998169,295.554504,19.260220
1997-11-08,277.270752,281.405182,1.292389
1997-11-09,276.249329,280.832275,0.000000
1997-11-10,275.129761,288.524261,0.000000
1997-11-11,280.308990,285.085541,0.000000
1997-11-12,281.212585,291.661163,0.000000
1997-11-13,287.049622,298.318756,3.307612
1997-11-14,288.933441,300.721527,0.456548
1997-11-15,281.667358,295.609863,0.000000
1997-11-16,279.039398,290.427124,0.000000
1997-11-17,278.778046,289.614960,14.947946
1997-11-18,277.359406,287.022125,9.392140
1997-11-19,283.027344,292.977020,0.429875
1997-11-20,288.720978,298.840118,11.245959
1997-11-21,282.525238,298.459473,0.980184
1997-11-22,277.510010,293.385895,0.000000
1997-11-23,277.255646,295.059662,0.000000
1997-11-24,283.078003,295.228729,0.000000
1997-11-25,286.941650,298.353912,7.596683
1997-11-26,276.144592,294.972870,1.940074
1997-11-27,270.367981,281.478210,0.382225
1997-11-28,271.500702,285.977936,0.000000
1997-11-29,272.428802,284.401398,0.000000
1997-11-30,275.070343,286.420654,0.000000
1997-12-01,269.530945,287.633484,0.000000
1997-12-02,275.311859,287.960236,0.280962
1997-12-03,281.901154,292.450104,0.000000
1997-12-04,282.686493,290.754059,0.571501
1997-12-05,281.621735,294.721527,21.348156
1997-12-06,284.453766,296.483917,2.582434
1997-12-07,276.402740,289.351074,0.000000
1997-12-08,275.022827,288.388153,0.000000
1997-12-09,275.810333,285.555389,0.000000
1997-12-10,280.360596,288.030334,2.216782
1997-12-11,281.274780,291.018494,17.937899
1997-12-12,284.815125,295.785156,16.318039
1997-12-13,277.306732,291.590851,0.415274
1997-12-14,276.012756,288.475220,0.000000
1997-12-15,276.969604,286.682129,0.000000
1997-12-16,275.678986,285.432831,0.000000
1997-12-17,274.368469,287.499451,0.000000
1997-12-18,277.111664,287.937103,0.000000
1997-12-19,282.644470,294.034241,0.000000
1997-12-20,285.587280,296.613342,0.000000
1997-12-21,287.127991,296.820435,0.000000
1997-12-22,284.880951,294.928772,1.607989
1997-12-23,277.337402,288.823639,0.000000
1997-12-24,273.034668,288.832672,0.000000
1997-12-25,279.910339,298.162323,0.000000
1997-12-26,281.492584,296.124756,0.000000
1997-12-27,275.865875,291.389038,0.000000
1997-12-28,282.243622,297.988068,0.000000
1997-12-29,285.483795,299.432526,0.000000
1997-12-30,284.791809,299.171783,0.000000
1997-12-31,285.785431,296.217499,0.000000
1998-01-01,287.485718,298.166565,0.000000
1998-01-02,286.624603,300.134277,0.000000
1998-01-03,276.783966,297.719025,0.000000
1998-01-04,275.942963,284.463196,0.000000
1998-01-05,276.717865,288.895844,0.682671
1998-01-06,282.875275,297.048645,1.101731
1998-01-07,287.323883,298.250031,1.058908
1998-01-08,279.929474,294.339142,0.000000
1998-01-09,277.334320,288.917511,0.000000
1998-01-10,277.971069,291.371063,0.000000
1998-01-11,274.469940,291.760834,6.593008
1998-01-12,272.808075,284.702881,0.000000
1998-01-13,275.307404,291.627563,0.000000
1998-01-14,279.307617,297.288574,0.000000
1998-01-15,277.693115,294.688110,0.346226
1998-01-16,276.042511,290.443176,0.330338
1998-01-17,277.099884,290.570740,0.000000
1998-01-18,280.771851,291.262146,1.705218
1998-01-19,284.970276,293.591003,3.737088
1998-01-20,276.742676,293.383698,3.416639
1998-01-21,276.886475,286.999390,0.000000
1998-01-22,273.242401,285.202606,0.000000
1998-01-23,276.375458,295.042511,0.000000
1998-01-24,280.731262,295.050629,0.000000
1998-01-25,282.448364,297.654541,0.000000
1998-01-26,272.416565,297.484558,0.000000
1998-01-27,268.555450,278.539124,0.000000
