#Variables:,
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmin_bcc-csm1-1_rcp85(K)",
8/3/2077,299.270325
8/4/2077,299.159729
8/5/2077,300.108765
8/6/2077,299.466003
8/7/2077,300.026337
8/8/2077,299.665558
8/9/2077,299.3573
8/10/2077,299.518646
8/11/2077,300.07901
8/12/2077,299.888184
8/13/2077,299.385681
8/14/2077,298.84201
8/15/2077,299.151031
8/16/2077,300.26944
8/17/2077,300.272888
8/18/2077,299.352234
8/19/2077,299.184845
8/20/2077,299.11087
8/21/2077,298.862488
8/22/2077,302.047882
8/23/2077,302.108704
8/24/2077,300.752838
8/25/2077,300.120392
8/26/2077,299.51059
8/27/2077,300.061432
8/28/2077,298.396362
8/29/2077,297.904144
8/30/2077,298.184113
8/31/2077,298.265656
9/1/2077,297.976837
9/2/2077,298.884613
9/3/2077,298.919647
9/4/2077,298.824554
9/5/2077,298.779785
9/6/2077,300.145966
9/7/2077,298.938507
9/8/2077,299.638245
9/9/2077,299.956421
9/10/2077,298.770874
9/11/2077,299.150482
9/12/2077,298.466736
9/13/2077,298.842621
9/14/2077,298.968018
9/15/2077,298.45578
9/16/2077,298.654907
9/17/2077,295.180298
9/18/2077,292.751099
9/19/2077,294.954132
9/20/2077,298.043549
9/21/2077,300.036804
9/22/2077,298.849518
9/23/2077,299.778381
9/24/2077,298.087006
9/25/2077,294.968903
9/26/2077,294.029999
9/27/2077,295.762848
9/28/2077,296.489532
9/29/2077,295.721344
9/30/2077,296.694641
10/1/2077,294.985657
10/2/2077,295.431396
10/3/2077,295.964478
10/4/2077,296.966431
10/5/2077,297.12796
10/6/2077,298.026062
10/7/2077,298.200775
10/8/2077,296.231476
10/9/2077,295.183777
10/10/2077,294.708344
10/11/2077,297.074219
10/12/2077,292.210541
10/13/2077,294.352203
10/14/2077,296.633453
10/15/2077,297.329254
10/16/2077,293.233551
10/17/2077,288.26825
10/18/2077,284.14682
10/19/2077,283.576019
10/20/2077,287.204132
10/21/2077,288.463654
10/22/2077,288.743866
10/23/2077,289.95993
10/24/2077,291.848267
10/25/2077,293.284454
10/26/2077,293.38147
10/27/2077,291.16626
10/28/2077,291.223572
10/29/2077,290.320343
10/30/2077,292.00943
10/31/2077,281.163422
11/1/2077,278.453796
11/2/2077,279.080902
11/3/2077,279.361328
11/4/2077,284.131073
11/5/2077,285.333374
11/6/2077,281.135742
11/7/2077,280.545441
11/8/2077,281.823608
11/9/2077,283.169556
11/10/2077,286.532867
11/11/2077,287.618896
11/12/2077,288.389587
11/13/2077,285.576782
11/14/2077,276.664551
11/15/2077,275.627106
11/16/2077,280.745148
11/17/2077,282.380524
11/18/2077,282.943817
11/19/2077,284.79776
11/20/2077,281.303772
11/21/2077,281.689026
11/22/2077,280.308167
11/23/2077,281.74292
11/24/2077,279.545349
11/25/2077,279.46582
11/26/2077,287.980713
11/27/2077,279.743896
11/28/2077,279.256226
11/29/2077,281.115723
11/30/2077,283.353241
12/1/2077,277.352966
12/2/2077,277.68158
12/3/2077,280.675751
12/4/2077,287.453979
12/5/2077,289.737762
12/6/2077,288.673126
12/7/2077,285.860321
12/8/2077,285.375153
12/9/2077,287.237396
12/10/2077,279.356537
12/11/2077,278.548584
12/12/2077,282.6427
12/13/2077,281.023132
12/14/2077,279.917938
12/15/2077,282.362854
12/16/2077,276.499176
12/17/2077,277.393311
12/18/2077,278.12915
12/19/2077,279.390442
12/20/2077,279.059082
12/21/2077,280.340271
12/22/2077,285.178497
12/23/2077,288.449799
12/24/2077,290.082977
12/25/2077,288.164703
12/26/2077,280.271271
12/27/2077,281.012451
12/28/2077,283.738831
12/29/2077,287.362
12/30/2077,283.076874
12/31/2077,283.471039
1/1/2078,285.273346
1/2/2078,279.590149
1/3/2078,280.406677
1/4/2078,282.57547
1/5/2078,285.610016
1/6/2078,278.096008
1/7/2078,279.324158
1/8/2078,282.051025
1/9/2078,284.310608
1/10/2078,285.898407
1/11/2078,282.873138
1/12/2078,280.66156
1/13/2078,281.897125
1/14/2078,284.49411
1/15/2078,285.975769
1/16/2078,280.535004
1/17/2078,280.020355
1/18/2078,284.483978
1/19/2078,288.200562
1/20/2078,282.48288
1/21/2078,275.848358
1/22/2078,277.29245
1/23/2078,275.889038
1/24/2078,279.003967
1/25/2078,277.619232
1/26/2078,276.876495
1/27/2078,277.435883
1/28/2078,278.897522
1/29/2078,282.341095
1/30/2078,279.84256
1/31/2078,279.67514
2/1/2078,282.381042
2/2/2078,283.417206
2/3/2078,284.772797
2/4/2078,279.075378
2/5/2078,281.388123
2/6/2078,286.37207
2/7/2078,277.973022
2/8/2078,284.972809
2/9/2078,285.38089
2/10/2078,283.209839
2/11/2078,285.343719
2/12/2078,287.218536
2/13/2078,280.83075
2/14/2078,278.919708
2/15/2078,280.665009
2/16/2078,282.557526
2/17/2078,282.057526
2/18/2078,284.727356
2/19/2078,283.276306
2/20/2078,283.860046
2/21/2078,281.675262
2/22/2078,283.268036
2/23/2078,285.342773
2/24/2078,287.43399
2/25/2078,288.453186
2/26/2078,289.617798
2/27/2078,288.54364
2/28/2078,290.255554
3/1/2078,290.907349
3/2/2078,286.125854
3/3/2078,276.561066
3/4/2078,282.548798
3/5/2078,285.409302
3/6/2078,283.59137
3/7/2078,287.324036
3/8/2078,287.864441
3/9/2078,284.392242
3/10/2078,285.099274
3/11/2078,287.217743
3/12/2078,289.283325
3/13/2078,291.038208
3/14/2078,284.704376
3/15/2078,282.229004
3/16/2078,282.88385
3/17/2078,285.89209
3/18/2078,293.030365
3/19/2078,288.903412
3/20/2078,289.047638
3/21/2078,285.720551
3/22/2078,287.107239
3/23/2078,289.743225
3/24/2078,290.5625
3/25/2078,292.435303
3/26/2078,289.548889
3/27/2078,286.386139
3/28/2078,295.038086
3/29/2078,294.609741
3/30/2078,294.414398
3/31/2078,293.222473
4/1/2078,292.678131
4/2/2078,292.849579
4/3/2078,293.754852
4/4/2078,295.168518
4/5/2078,294.41745
4/6/2078,295.749176
4/7/2078,296.519958
4/8/2078,295.208099
4/9/2078,295.55542
4/10/2078,295.872406
4/11/2078,288.884338
4/12/2078,293.687378
4/13/2078,278.470886
4/14/2078,278.355286
4/15/2078,286.279388
4/16/2078,292.407471
4/17/2078,293.544647
4/18/2078,292.827057
4/19/2078,294.26947
4/20/2078,294.740173
4/21/2078,293.724792
4/22/2078,288.118225
4/23/2078,281.124634
4/24/2078,283.960541
4/25/2078,283.55481
4/26/2078,285.794067
4/27/2078,286.465546
4/28/2078,289.022339
4/29/2078,292.185516
4/30/2078,293.418274
5/1/2078,294.664246
5/2/2078,292.431793
5/3/2078,293.514404
5/4/2078,295.6008
5/5/2078,296.647278
5/6/2078,294.242615
5/7/2078,290.405792
5/8/2078,294.544128
5/9/2078,295.515778
5/10/2078,295.664856
5/11/2078,295.294769
5/12/2078,295.828003
5/13/2078,296.402771
5/14/2078,290.120148
5/15/2078,289.422577
5/16/2078,287.076721
5/17/2078,287.712219
5/18/2078,289.377441
5/19/2078,288.003876
5/20/2078,288.55011
5/21/2078,291.861053
5/22/2078,290.993286
5/23/2078,290.339508
5/24/2078,291.820038
5/25/2078,295.235199
5/26/2078,296.793793
5/27/2078,295.345001
5/28/2078,296.194305
5/29/2078,297.212372
5/30/2078,295.464569
5/31/2078,294.093018
6/1/2078,296.030823
6/2/2078,296.454498
6/3/2078,294.4505
6/4/2078,296.714233
6/5/2078,296.417816
6/6/2078,297.626343
6/7/2078,296.409851
6/8/2078,299.1091
6/9/2078,299.150757
6/10/2078,298.16391
6/11/2078,297.148285
6/12/2078,297.68692
6/13/2078,298.147888
6/14/2078,299.15271
6/15/2078,299.546082
6/16/2078,299.9758
6/17/2078,299.715851
6/18/2078,299.650299
6/19/2078,298.418335
6/20/2078,296.784027
6/21/2078,297.545776
6/22/2078,299.558502
6/23/2078,298.294708
6/24/2078,299.417084
6/25/2078,300.754333
6/26/2078,299.368866
6/27/2078,299.723206
6/28/2078,300.467407
6/29/2078,299.893341
6/30/2078,299.266602
7/1/2078,299.766449
7/2/2078,299.954926
7/3/2078,299.696808
7/4/2078,299.683075
7/5/2078,298.482086
7/6/2078,299.712677
7/7/2078,298.997131
7/8/2078,299.512299
7/9/2078,299.774384
7/10/2078,300.069824
7/11/2078,300.04248
7/12/2078,299.457855
7/13/2078,299.070679
7/14/2078,297.001129
7/15/2078,297.766693
7/16/2078,298.303162
7/17/2078,297.664062
7/18/2078,297.720978
7/19/2078,300.206818
7/20/2078,300.428467
7/21/2078,299.810394
7/22/2078,299.391266
7/23/2078,299.868958
7/24/2078,299.296692
7/25/2078,299.17514
7/26/2078,299.770355
7/27/2078,300.25235
7/28/2078,300.370178
7/29/2078,300.310089
7/30/2078,300.185272
7/31/2078,300.94751
8/1/2078,300.801514
8/2/2078,300.740692
8/3/2078,301.473297
8/4/2078,300.032715
8/5/2078,300.022919
8/6/2078,298.640442
8/7/2078,301.711823
8/8/2078,300.360443
8/9/2078,299.440369
8/10/2078,299.841187
8/11/2078,298.226257
8/12/2078,300.656555
8/13/2078,299.941956
8/14/2078,299.795654
8/15/2078,299.91687
8/16/2078,299.48407
8/17/2078,298.053162
8/18/2078,297.74115
8/19/2078,297.803558
8/20/2078,295.341888
8/21/2078,299.016815
8/22/2078,299.735321
8/23/2078,298.662964
8/24/2078,298.96756
8/25/2078,298.462616
8/26/2078,298.501404
8/27/2078,299.511566
8/28/2078,299.854462
8/29/2078,298.200409
8/30/2078,294.090942
8/31/2078,293.817688
9/1/2078,294.400818
9/2/2078,293.806946
9/3/2078,292.269135
9/4/2078,295.652344
9/5/2078,298.277374
9/6/2078,296.408234
9/7/2078,296.455383
9/8/2078,296.910309
9/9/2078,297.183228
9/10/2078,293.230103
9/11/2078,297.277893
9/12/2078,296.544556
9/13/2078,295.235168
9/14/2078,291.301941
9/15/2078,291.877319
9/16/2078,293.188385
9/17/2078,293.714111
9/18/2078,294.308716
9/19/2078,295.306549
9/20/2078,294.304077
9/21/2078,289.932373
9/22/2078,288.298401
9/23/2078,286.886169
9/24/2078,287.349548
9/25/2078,286.415924
9/26/2078,290.050507
9/27/2078,292.212646
9/28/2078,295.175873
9/29/2078,295.658966
9/30/2078,295.795135
10/1/2078,289.205536
10/2/2078,294.092773
10/3/2078,292.928223
10/4/2078,292.165314
10/5/2078,293.482117
10/6/2078,291.391998
10/7/2078,291.984589
10/8/2078,292.629883
10/9/2078,291.148346
10/10/2078,292.361786
10/11/2078,291.599854
10/12/2078,292.507935
10/13/2078,294.971985
10/14/2078,292.682617
10/15/2078,289.396637
10/16/2078,286.250305
10/17/2078,286.133057
10/18/2078,290.908051
10/19/2078,295.409088
10/20/2078,295.017181
10/21/2078,294.565582
10/22/2078,293.410187
10/23/2078,291.743805
10/24/2078,293.654327
10/25/2078,294.999054
10/26/2078,293.77121
10/27/2078,291.452881
10/28/2078,291.355103
10/29/2078,286.828583
10/30/2078,285.196228
10/31/2078,287.360168
11/1/2078,287.548737
11/2/2078,289.147736
11/3/2078,284.590363
11/4/2078,284.493591
11/5/2078,287.503693
11/6/2078,285.719543
11/7/2078,288.584534
11/8/2078,292.596924
11/9/2078,292.745605
11/10/2078,292.869202
11/11/2078,291.35437
11/12/2078,288.286896
11/13/2078,289.804688
11/14/2078,283.0401
11/15/2078,282.459137
11/16/2078,283.909607
11/17/2078,287.167267
11/18/2078,287.986206
11/19/2078,286.135162
11/20/2078,289.816376
11/21/2078,289.675415
11/22/2078,283.598511
11/23/2078,283.018158
11/24/2078,281.70578
11/25/2078,285.489471
11/26/2078,290.672821
11/27/2078,293.195435
11/28/2078,282.898254
11/29/2078,276.637329
11/30/2078,280.064789
12/1/2078,281.776459
12/2/2078,285.542938
12/3/2078,290.508636
12/4/2078,290.701782
12/5/2078,292.651855
12/6/2078,291.129059
12/7/2078,292.065552
12/8/2078,294.029175
12/9/2078,293.72583
12/10/2078,293.692444
12/11/2078,289.965668
12/12/2078,283.496033
12/13/2078,279.229279
12/14/2078,276.307953
12/15/2078,280.562897
12/16/2078,281.024139
12/17/2078,287.230133
12/18/2078,286.187988
12/19/2078,276.94455
12/20/2078,274.035706
12/21/2078,278.032867
12/22/2078,277.458557
12/23/2078,279.424896
12/24/2078,274.204498
12/25/2078,266.050476
12/26/2078,277.220612
12/27/2078,274.874084
12/28/2078,275.517761
12/29/2078,285.986115
12/30/2078,283.635803
12/31/2078,286.22229
1/1/2079,289.213684
1/2/2079,283.508667
1/3/2079,277.179657
1/4/2079,271.005249
1/5/2079,272.492523
1/6/2079,276.625397
1/7/2079,277.810211
1/8/2079,280.892853
1/9/2079,278.723267
1/10/2079,278.699463
1/11/2079,280.610016
1/12/2079,281.324493
1/13/2079,283.285034
1/14/2079,284.700928
1/15/2079,283.822052
1/16/2079,279.834106
1/17/2079,275.214722
1/18/2079,272.323792
1/19/2079,273.303802
1/20/2079,274.241028
1/21/2079,274.541138
1/22/2079,273.753906
1/23/2079,276.825439
1/24/2079,277.829407
1/25/2079,273.213531
1/26/2079,273.29129
1/27/2079,274.719116
1/28/2079,276.138031
1/29/2079,277.229034
1/30/2079,278.06488
1/31/2079,275.827362
2/1/2079,274.361969
2/2/2079,278.147491
2/3/2079,272.88858
2/4/2079,266.872803
2/5/2079,269.395935
2/6/2079,272.906677
2/7/2079,274.49054
2/8/2079,275.009399
2/9/2079,284.060547
2/10/2079,281.673401
2/11/2079,274.795898
2/12/2079,279.42511
2/13/2079,285.749268
2/14/2079,283.246979
2/15/2079,286.935455
2/16/2079,288.377838
2/17/2079,285.894257
2/18/2079,284.133392
2/19/2079,285.629486
2/20/2079,286.323792
2/21/2079,288.103119
2/22/2079,288.297089
2/23/2079,288.531952
2/24/2079,289.777466
2/25/2079,291.105286
2/26/2079,291.967682
2/27/2079,291.898468
2/28/2079,287.338257
3/1/2079,280.124786
3/2/2079,281.176392
3/3/2079,276.119873
3/4/2079,266.829742
3/5/2079,277.064423
3/6/2079,285.491425
3/7/2079,291.179779
3/8/2079,292.654999
3/9/2079,289.206879
3/10/2079,282.941528
3/11/2079,291.548187
3/12/2079,287.351379
3/13/2079,289.140167
3/14/2079,290.628448
3/15/2079,290.377838
3/16/2079,289.704895
3/17/2079,292.175964
3/18/2079,293.402679
3/19/2079,293.207458
3/20/2079,288.826477
3/21/2079,283.556549
3/22/2079,281.643707
3/23/2079,289.213226
3/24/2079,292.115692
3/25/2079,293.354095
3/26/2079,293.838623
3/27/2079,292.370026
3/28/2079,294.034821
3/29/2079,294.513916
3/30/2079,291.765015
3/31/2079,290.278412
4/1/2079,292.194824
4/2/2079,293.193695
4/3/2079,294.523743
4/4/2079,295.99704
4/5/2079,295.792847
4/6/2079,296.519012
4/7/2079,291.857391
4/8/2079,295.289734
4/9/2079,293.589172
4/10/2079,288.354919
4/11/2079,285.940491
4/12/2079,287.997864
4/13/2079,289.466614
4/14/2079,290.902954
4/15/2079,293.079346
4/16/2079,292.649658
4/17/2079,292.481049
4/18/2079,294.297943
4/19/2079,295.635773
4/20/2079,298.129669
4/21/2079,295.92392
4/22/2079,295.638397
4/23/2079,293.607666
4/24/2079,293.63324
4/25/2079,295.378815
4/26/2079,294.994171
4/27/2079,297.192963
4/28/2079,296.942169
4/29/2079,297.92569
4/30/2079,297.281433
5/1/2079,297.384033
5/2/2079,297.302917
5/3/2079,296.515228
5/4/2079,295.96286
5/5/2079,296.511078
5/6/2079,296.519867
5/7/2079,294.33548
5/8/2079,295.085052
5/9/2079,299.281525
5/10/2079,297.567841
5/11/2079,297.797485
5/12/2079,297.764893
5/13/2079,295.361267
5/14/2079,296.745209
5/15/2079,296.728027
5/16/2079,295.438904
5/17/2079,295.233673
5/18/2079,295.164459
5/19/2079,295.963715
5/20/2079,295.944916
5/21/2079,296.156677
5/22/2079,296.467346
5/23/2079,296.586823
5/24/2079,296.765015
5/25/2079,297.385712
5/26/2079,297.088928
5/27/2079,297.943787
5/28/2079,297.579224
5/29/2079,297.091187
5/30/2079,298.601654
5/31/2079,298.213898
6/1/2079,298.852814
6/2/2079,299.144897
6/3/2079,298.233307
6/4/2079,297.881256
6/5/2079,297.11142
6/6/2079,296.741058
6/7/2079,296.566956
6/8/2079,296.348969
6/9/2079,296.604736
6/10/2079,297.059509
6/11/2079,296.966278
6/12/2079,296.629547
6/13/2079,297.097015
6/14/2079,296.9245
6/15/2079,295.942291
6/16/2079,299.341644
6/17/2079,298.009247
6/18/2079,297.974823
6/19/2079,300.456177
6/20/2079,299.567078
6/21/2079,299.258606
6/22/2079,299.848267
6/23/2079,299.397339
6/24/2079,299.620331
6/25/2079,301.058289
6/26/2079,300.197418
6/27/2079,300.086212
6/28/2079,299.481018
6/29/2079,299.49527
6/30/2079,299.317657
7/1/2079,297.985626
7/2/2079,299.084656
7/3/2079,298.856293
7/4/2079,298.058899
7/5/2079,297.788879
7/6/2079,298.380219
7/7/2079,300.057922
7/8/2079,301.383636
7/9/2079,301.103729
7/10/2079,298.738342
7/11/2079,300.055786
7/12/2079,300.777008
7/13/2079,300.902832
7/14/2079,299.603729
7/15/2079,298.288239
7/16/2079,297.98172
7/17/2079,298.586975
7/18/2079,299.263397
7/19/2079,298.79425
7/20/2079,299.660187
7/21/2079,299.083618
7/22/2079,299.372498
7/23/2079,300.602234
7/24/2079,300.342072
7/25/2079,300.178497
7/26/2079,300.10495
7/27/2079,300.058868
7/28/2079,300.792023
7/29/2079,300.276855
7/30/2079,300.156433
7/31/2079,300.604889
8/1/2079,297.609344
8/2/2079,296.822113
8/3/2079,298.381378
8/4/2079,296.919891
8/5/2079,296.992096
8/6/2079,298.406433
8/7/2079,299.662903
8/8/2079,298.531036
8/9/2079,297.536743
8/10/2079,298.014954
8/11/2079,299.085938
8/12/2079,299.196442
8/13/2079,299.448853
8/14/2079,301.531799
8/15/2079,301.037872
8/16/2079,301.19165
8/17/2079,300.965332
8/18/2079,300.999603
8/19/2079,301.143555
8/20/2079,299.244171
8/21/2079,299.036346
8/22/2079,299.524353
8/23/2079,300.06543
8/24/2079,298.40274
8/25/2079,298.398773
8/26/2079,299.371552
8/27/2079,300.148926
8/28/2079,299.979156
8/29/2079,300.036072
8/30/2079,300.669678
8/31/2079,299.622742
9/1/2079,298.924957
9/2/2079,297.9776
9/3/2079,297.944611
9/4/2079,299.650848
9/5/2079,300.291809
9/6/2079,298.065857
9/7/2079,298.405396
9/8/2079,298.739105
9/9/2079,299.13736
9/10/2079,299.902466
9/11/2079,298.463837
9/12/2079,298.588684
9/13/2079,299.242462
9/14/2079,298.136719
9/15/2079,298.844971
9/16/2079,298.535187
9/17/2079,297.133789
9/18/2079,296.532928
9/19/2079,295.069275
9/20/2079,293.322845
9/21/2079,292.514832
9/22/2079,295.009125
9/23/2079,296.630188
9/24/2079,297.127655
9/25/2079,294.450256
9/26/2079,296.814056
9/27/2079,297.973938
9/28/2079,296.996613
9/29/2079,292.438721
9/30/2079,291.423065
10/1/2079,291.52356
10/2/2079,293.315582
10/3/2079,295.418854
10/4/2079,296.720795
10/5/2079,297.057861
10/6/2079,299.241547
10/7/2079,297.846375
10/8/2079,297.484985
10/9/2079,296.804901
10/10/2079,293.85614
10/11/2079,294.702118
10/12/2079,296.343811
10/13/2079,298.420197
10/14/2079,298.138153
10/15/2079,297.994934
10/16/2079,297.268066
10/17/2079,295.978912
10/18/2079,291.433655
10/19/2079,286.969666
10/20/2079,291.170197
10/21/2079,291.820129
10/22/2079,290.365295
10/23/2079,292.796143
10/24/2079,292.372009
10/25/2079,293.074219
10/26/2079,292.933075
10/27/2079,292.71756
10/28/2079,293.141266
10/29/2079,293.081329
10/30/2079,293.345398
10/31/2079,291.83374
11/1/2079,291.300629
11/2/2079,290.80014
11/3/2079,292.223694
11/4/2079,291.645355
11/5/2079,292.047119
11/6/2079,292.139618
11/7/2079,290.479919
11/8/2079,287.207581
11/9/2079,287.259918
11/10/2079,287.129913
11/11/2079,287.456085
11/12/2079,289.494781
11/13/2079,290.146332
11/14/2079,286.668488
11/15/2079,282.610321
11/16/2079,286.835052
11/17/2079,291.121246
11/18/2079,296.032166
11/19/2079,278.71814
11/20/2079,283.037231
11/21/2079,282.313843
11/22/2079,283.771179
11/23/2079,291.01944
11/24/2079,281.509766
11/25/2079,275.867218
11/26/2079,278.745392
11/27/2079,278.012695
11/28/2079,280.287598
11/29/2079,288.29364
11/30/2079,278.498138
12/1/2079,275.610992
12/2/2079,276.589386
12/3/2079,277.365692
12/4/2079,278.948425
12/5/2079,278.863129
12/6/2079,275.90567
12/7/2079,275.898041
12/8/2079,280.853455
12/9/2079,281.511017
12/10/2079,284.402039
12/11/2079,282.467957
12/12/2079,288.615112
12/13/2079,281.425873
12/14/2079,279.850922
12/15/2079,279.589905
12/16/2079,281.523193
12/17/2079,282.766693
12/18/2079,277.822235
12/19/2079,278.183563
12/20/2079,279.037048
12/21/2079,276.973969
12/22/2079,279.978638
12/23/2079,280.776367
12/24/2079,286.561371
12/25/2079,279.546875
12/26/2079,272.674683
12/27/2079,271.22818
12/28/2079,274.525085
12/29/2079,274.634979
12/30/2079,276.972015
12/31/2079,270.525818
1/1/2080,272.428253
1/2/2080,274.371582
1/3/2080,276.036804
1/4/2080,282.35556
1/5/2080,278.04184
1/6/2080,274.659119
1/7/2080,273.019714
1/8/2080,277.150665
1/9/2080,275.396576
1/10/2080,278.023529
1/11/2080,280.673645
1/12/2080,285.481567
1/13/2080,288.535797
1/14/2080,288.110504
1/15/2080,286.265442
1/16/2080,277.294952
1/17/2080,274.666046
1/18/2080,275.225342
1/19/2080,277.710419
1/20/2080,279.604248
1/21/2080,285.856842
1/22/2080,273.389252
1/23/2080,272.396973
1/24/2080,269.001556
1/25/2080,269.583862
1/26/2080,268.925446
1/27/2080,271.123535
1/28/2080,274.208191
1/29/2080,276.847687
1/30/2080,274.29599
1/31/2080,273.487183
2/1/2080,276.16806
2/2/2080,277.554199
2/3/2080,274.613525
2/4/2080,275.877136
2/5/2080,270.782379
2/6/2080,274.813873
2/7/2080,269.86554
2/8/2080,274.959625
2/9/2080,274.944519
2/10/2080,276.768616
2/11/2080,269.204468
2/12/2080,270.816742
2/13/2080,275.202179
2/14/2080,285.915222
2/15/2080,290.786469
2/16/2080,284.307251
2/17/2080,287.382843
2/18/2080,285.936493
2/19/2080,278.807465
2/20/2080,275.611908
2/21/2080,278.716919
2/22/2080,284.484222
2/23/2080,281.906525
2/24/2080,275.147278
2/25/2080,276.38678
2/26/2080,278.870667
2/27/2080,280.303497
2/28/2080,284.093536
2/29/2080,286.545837
3/1/2080,288.998169
3/2/2080,291.445648
3/3/2080,287.545807
3/4/2080,293.221313
3/5/2080,291.863525
3/6/2080,281.406433
3/7/2080,284.379333
3/8/2080,285.364197
3/9/2080,291.574432
3/10/2080,290.440796
3/11/2080,284.92984
3/12/2080,290.28656
3/13/2080,280.821411
3/14/2080,283.503845
3/15/2080,286.256256
3/16/2080,278.110565
3/17/2080,281.952667
3/18/2080,283.812469
3/19/2080,286.147888
3/20/2080,285.444672
3/21/2080,288.45163
3/22/2080,289.001404
3/23/2080,288.498657
3/24/2080,288.979034
3/25/2080,289.087494
3/26/2080,289.174042
3/27/2080,291.26059
3/28/2080,292.187347
3/29/2080,291.957092
3/30/2080,293.889984
3/31/2080,291.556732
4/1/2080,292.261993
4/2/2080,292.789764
4/3/2080,292.858307
4/4/2080,292.262146
4/5/2080,292.392609
4/6/2080,292.536835
4/7/2080,293.286499
4/8/2080,279.971771
4/9/2080,280.443726
4/10/2080,287.049744
4/11/2080,291.70993
4/12/2080,293.28952
4/13/2080,289.71759
4/14/2080,289.184814
4/15/2080,291.600403
4/16/2080,292.953918
4/17/2080,292.216064
4/18/2080,287.26947
4/19/2080,286.882019
4/20/2080,289.735077
4/21/2080,292.926666
4/22/2080,295.398956
4/23/2080,295.02951
4/24/2080,295.606781
4/25/2080,295.650879
4/26/2080,294.972076
4/27/2080,289.863892
4/28/2080,291.214142
4/29/2080,295.103699
4/30/2080,294.786743
5/1/2080,294.991272
5/2/2080,293.41571
5/3/2080,294.483887
5/4/2080,294.273468
5/5/2080,293.817719
5/6/2080,294.876648
5/7/2080,298.033966
5/8/2080,298.670868
5/9/2080,296.912323
5/10/2080,296.992554
5/11/2080,296.403503
5/12/2080,296.089386
5/13/2080,296.514496
5/14/2080,296.745117
5/15/2080,296.980103
5/16/2080,295.756683
5/17/2080,297.081085
5/18/2080,295.666687
5/19/2080,296.063324
5/20/2080,296.021576
5/21/2080,296.887268
5/22/2080,296.61676
5/23/2080,296.445709
5/24/2080,297.576233
5/25/2080,294.316895
5/26/2080,295.764404
5/27/2080,295.292419
5/28/2080,296.195831
5/29/2080,296.532959
5/30/2080,298.062286
5/31/2080,297.79306
6/1/2080,296.615387
6/2/2080,297.555939
6/3/2080,297.030609
6/4/2080,298.423218
6/5/2080,300.25824
6/6/2080,299.733063
6/7/2080,299.421814
6/8/2080,299.683929
6/9/2080,298.815247
6/10/2080,299.060211
6/11/2080,297.756226
6/12/2080,298.046478
6/13/2080,299.584503
6/14/2080,299.587921
6/15/2080,299.246765
6/16/2080,299.511932
6/17/2080,299.055145
6/18/2080,297.92215
6/19/2080,298.19574
6/20/2080,298.536835
6/21/2080,299.609711
6/22/2080,299.758698
6/23/2080,299.133087
6/24/2080,298.637329
6/25/2080,300.099854
6/26/2080,303.820435
6/27/2080,302.914856
6/28/2080,303.670319
6/29/2080,304.448364
6/30/2080,302.509705
7/1/2080,301.418182
7/2/2080,299.181152
7/3/2080,299.815765
7/4/2080,299.454132
7/5/2080,300.05365
7/6/2080,300.315857
7/7/2080,299.70575
7/8/2080,299.219208
7/9/2080,299.007782
7/10/2080,299.799408
7/11/2080,300.496399
7/12/2080,301.467346
7/13/2080,301.344513
7/14/2080,300.766144
7/15/2080,300.340729
7/16/2080,300.409332
7/17/2080,301.195831
7/18/2080,301.168518
7/19/2080,300.08905
7/20/2080,301.080811
7/21/2080,300.050079
7/22/2080,300.403625
7/23/2080,299.985992
7/24/2080,299.662903
7/25/2080,300.205017
7/26/2080,300.205322
7/27/2080,299.962524
7/28/2080,300.627777
7/29/2080,299.954529
7/30/2080,299.115387
7/31/2080,299.035736
8/1/2080,298.341156
8/2/2080,299.953308
8/3/2080,299.047546
8/4/2080,299.529022
8/5/2080,299.84375
8/6/2080,299.135376
8/7/2080,299.903259
8/8/2080,299.272247
8/9/2080,299.972321
8/10/2080,301.242188
8/11/2080,299.845215
8/12/2080,299.144928
8/13/2080,300.108215
8/14/2080,300.400757
8/15/2080,300.230896
8/16/2080,299.292572
8/17/2080,298.806335
8/18/2080,300.481781
8/19/2080,300.459442
8/20/2080,299.977112
8/21/2080,300.007996
8/22/2080,299.860016
8/23/2080,299.035339
8/24/2080,299.545166
8/25/2080,299.859192
8/26/2080,300.063019
8/27/2080,299.644196
8/28/2080,298.873383
8/29/2080,298.684326
8/30/2080,299.151886
8/31/2080,300.379364
9/1/2080,301.264893
9/2/2080,300.659119
9/3/2080,300.196442
9/4/2080,299.254181
9/5/2080,301.531158
9/6/2080,304.110168
9/7/2080,304.503632
9/8/2080,295.053772
9/9/2080,297.123596
9/10/2080,298.231934
9/11/2080,299.334473
9/12/2080,297.387268
9/13/2080,298.860657
9/14/2080,298.87027
9/15/2080,298.609985
9/16/2080,298.847595
9/17/2080,299.380219
9/18/2080,299.428986
9/19/2080,298.902985
9/20/2080,298.759827
9/21/2080,299.45459
9/22/2080,299.260071
