#Variables:
#tasmin_IPSL-CM5A-MR_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-MR_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),pr_IPSL-CM5A-MR_rcp45(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),pr_IPSL-CM5A-MR_rcp45(mm)
2085-09-21,295.773163,309.793427,0.000000
2085-09-22,294.708954,311.110992,0.000000
2085-09-23,295.498383,313.467377,0.000000
2085-09-24,296.931122,309.746338,0.288383
2085-09-25,286.465057,300.144409,0.000000
2085-09-26,285.413086,307.043060,0.000000
2085-09-27,294.596954,310.611267,0.000000
2085-09-28,296.537781,308.634949,0.000000
2085-09-29,293.559174,308.613617,0.000000
2085-09-30,294.869385,309.926239,0.000000
2085-10-01,296.369537,309.047058,0.404543
2085-10-02,297.086243,311.045288,0.000000
2085-10-03,298.253326,310.156464,1.602373
2085-10-04,298.257599,308.966187,3.209298
2085-10-05,297.230499,306.672211,5.890037
2085-10-06,296.366394,304.245117,20.395975
2085-10-07,294.089813,304.245483,4.840130
2085-10-08,296.167145,304.051178,45.674454
2085-10-09,290.408386,300.122131,0.000000
2085-10-10,283.240021,300.921173,0.000000
2085-10-11,288.785950,303.200623,0.000000
2085-10-12,289.152985,305.027496,0.000000
2085-10-13,290.242828,305.744171,0.000000
2085-10-14,293.697632,307.472260,0.000000
2085-10-15,294.350952,308.174500,0.000000
2085-10-16,295.026886,308.230194,0.000000
2085-10-17,294.667603,309.526764,0.000000
2085-10-18,295.836700,310.061981,0.352846
2085-10-19,297.777222,310.297974,0.885750
2085-10-20,297.718933,306.621307,0.974923
2085-10-21,289.075714,300.430389,12.654852
2085-10-22,285.486176,299.394135,1.954531
2085-10-23,292.976196,303.315277,1.531901
2085-10-24,286.102722,298.165436,1.292839
2085-10-25,287.617035,304.303131,0.000000
2085-10-26,292.653290,307.957733,0.000000
2085-10-27,294.951202,304.983643,5.661969
2085-10-28,284.341248,297.473663,0.000000
2085-10-29,282.264709,298.739105,0.000000
2085-10-30,287.420135,304.244690,0.000000
2085-10-31,292.569733,306.089569,0.000000
2085-11-01,293.012970,303.809875,13.729743
2085-11-02,287.722687,302.123260,1.896584
2085-11-03,281.455170,297.538025,0.000000
2085-11-04,286.223083,301.004028,0.000000
2085-11-05,288.333191,302.499329,0.000000
2085-11-06,286.697479,298.242615,0.000000
2085-11-07,284.944977,298.856445,0.000000
2085-11-08,285.638031,301.725372,0.000000
2085-11-09,289.199646,304.632812,0.000000
2085-11-10,291.425232,306.393677,0.000000
2085-11-11,292.724518,306.522156,0.000000
2085-11-12,290.317749,301.563812,0.000000
2085-11-13,283.266205,297.444672,0.000000
2085-11-14,283.136414,296.202911,0.000000
2085-11-15,287.230560,301.067108,0.000000
2085-11-16,292.209442,305.619904,0.000000
2085-11-17,285.365326,300.190552,0.000000
2085-11-18,283.156372,291.893524,0.000000
2085-11-19,279.674805,287.583740,0.000000
2085-11-20,279.371704,287.252655,0.000000
2085-11-21,278.174744,287.206024,0.000000
2085-11-22,273.179474,287.213379,0.000000
2085-11-23,275.111603,291.715179,0.000000
2085-11-24,279.584198,294.415680,0.000000
2085-11-25,285.988342,293.586578,8.976802
2085-11-26,285.001770,295.932983,7.772288
2085-11-27,289.207855,302.300598,0.000000
2085-11-28,289.655090,299.209290,0.000000
2085-11-29,281.517609,296.414062,0.000000
2085-11-30,284.845154,293.984558,5.626179
2085-12-01,282.042572,292.185852,1.339170
2085-12-02,272.967102,288.680634,0.000000
2085-12-03,274.039276,293.971741,0.000000
2085-12-04,279.197784,299.474030,0.000000
2085-12-05,285.490082,295.384491,0.640318
2085-12-06,278.142761,293.636810,0.000000
2085-12-07,277.506531,294.965790,0.000000
2085-12-08,279.812653,291.042938,2.339355
2085-12-09,282.099335,292.005493,8.497414
2085-12-10,278.469940,289.538452,0.000000
2085-12-11,276.774811,296.315186,0.000000
2085-12-12,289.406708,298.899353,2.573657
2085-12-13,279.037689,292.568695,1.349631
2085-12-14,274.318787,284.920715,0.000000
2085-12-15,273.937836,287.868439,0.000000
2085-12-16,277.242432,291.792908,0.000000
2085-12-17,276.244141,287.922302,0.000000
2085-12-18,275.235931,286.591095,0.000000
2085-12-19,280.639282,289.353333,0.778192
2085-12-20,277.937286,287.356750,0.291741
2085-12-21,272.875244,288.172607,0.000000
2085-12-22,273.778900,289.220520,0.000000
2085-12-23,276.891632,293.234100,0.000000
2085-12-24,281.500366,294.291870,0.000000
2085-12-25,281.806091,296.798157,0.000000
2085-12-26,278.986938,293.200348,0.000000
2085-12-27,280.907104,295.590973,0.000000
2085-12-28,280.255096,291.056702,0.000000
2085-12-29,273.273193,289.450989,0.000000
2085-12-30,278.066101,294.415741,0.000000
2085-12-31,282.306030,298.891327,0.000000
2086-01-01,282.032532,299.565643,0.000000
2086-01-02,281.492401,298.573669,0.000000
2086-01-03,284.206970,302.938782,0.000000
2086-01-04,282.731842,299.347992,0.000000
2086-01-05,284.932495,302.756317,0.000000
2086-01-06,285.403381,302.470184,0.000000
2086-01-07,283.896790,305.003143,0.000000
2086-01-08,286.177521,302.855682,0.000000
2086-01-09,282.725250,297.123840,6.489651
2086-01-10,278.146454,289.839417,1.401104
2086-01-11,278.199921,289.425079,0.000000
2086-01-12,275.661804,290.834900,0.000000
2086-01-13,277.170776,292.974213,0.480450
2086-01-14,277.364410,297.672028,0.000000
2086-01-15,279.053711,293.372589,0.000000
2086-01-16,280.266296,296.932404,0.000000
2086-01-17,285.090454,300.299225,0.000000
2086-01-18,282.974792,293.480621,1.443884
2086-01-19,278.225494,283.922150,6.614971
2086-01-20,272.446045,280.554901,5.623571
2086-01-21,272.374847,285.276306,0.000000
2086-01-22,278.237183,296.088959,0.000000
2086-01-23,278.607178,294.693268,0.000000
2086-01-24,278.822174,299.825897,0.000000
2086-01-25,282.329010,293.677948,0.000000
2086-01-26,280.774323,295.034271,0.000000
2086-01-27,284.219360,299.093903,0.000000
2086-01-28,286.753906,300.219421,0.000000
2086-01-29,287.519196,300.458588,0.000000
2086-01-30,287.876984,301.963379,0.389659
2086-01-31,288.727448,304.146942,0.000000
2086-02-01,283.956329,296.309631,0.000000
2086-02-02,279.211548,292.785858,0.000000
2086-02-03,284.220764,295.626038,0.000000
2086-02-04,284.220123,302.644135,0.000000
2086-02-05,283.823181,295.694885,0.000000
2086-02-06,283.563843,294.087036,0.000000
2086-02-07,285.555450,300.874023,0.000000
2086-02-08,275.497253,298.550232,0.000000
2086-02-09,275.124573,286.568817,0.000000
2086-02-10,280.881012,298.407715,0.000000
2086-02-11,278.993011,292.086792,0.000000
2086-02-12,281.079620,289.415039,0.000000
2086-02-13,284.087738,293.856598,0.000000
2086-02-14,285.843872,300.706604,0.000000
2086-02-15,283.207275,299.376556,0.000000
2086-02-16,286.805634,302.272308,0.000000
2086-02-17,285.814514,302.584808,0.000000
2086-02-18,290.097137,301.112915,0.000000
2086-02-19,287.499573,304.662598,0.000000
2086-02-20,290.012268,302.459167,0.000000
2086-02-21,289.241089,298.433441,0.000000
2086-02-22,291.170654,299.339264,1.681580
2086-02-23,291.570831,303.458527,2.492974
2086-02-24,292.424316,302.690582,2.258357
2086-02-25,292.359161,302.116547,2.895763
2086-02-26,292.475677,301.546814,0.634733
2086-02-27,286.045959,296.695129,0.000000
2086-02-28,279.796967,294.786865,0.000000
2086-03-01,283.226807,298.525177,0.000000
2086-03-02,286.878326,297.673737,2.741382
2086-03-03,290.227234,300.764679,0.791354
2086-03-04,284.088135,296.297516,0.000000
2086-03-05,282.187805,296.044922,0.000000
2086-03-06,285.672729,289.259827,11.118718
2086-03-07,288.579010,294.247009,11.400356
2086-03-08,281.309326,294.878876,0.000000
2086-03-09,283.363678,299.855774,0.000000
2086-03-10,287.149261,301.926300,0.000000
2086-03-11,290.177155,299.507111,0.000000
2086-03-12,290.343842,306.835907,0.000000
2086-03-13,291.853363,305.574615,0.000000
2086-03-14,291.963257,302.886719,4.613049
2086-03-15,285.717224,297.343201,1.273362
2086-03-16,283.373505,299.775177,0.000000
2086-03-17,291.953156,304.603973,15.985298
2086-03-18,289.976105,301.685089,0.294222
2086-03-19,282.044922,298.188904,0.000000
2086-03-20,290.443665,300.864685,6.760529
2086-03-21,280.541382,295.710083,0.000000
2086-03-22,282.058228,302.786804,0.000000
2086-03-23,284.827759,306.598114,0.000000
2086-03-24,289.152588,306.145813,0.000000
2086-03-25,293.418182,308.788757,1.138239
2086-03-26,292.719360,305.706879,0.536097
2086-03-27,294.405731,306.739105,3.132736
2086-03-28,289.286163,302.595825,0.459843
2086-03-29,282.289551,297.182159,0.000000
2086-03-30,289.196472,298.973389,0.000000
2086-03-31,286.333771,303.369293,0.000000
2086-04-01,289.281067,301.050720,0.000000
2086-04-02,290.215729,305.565826,0.000000
2086-04-03,290.495667,302.870636,0.000000
2086-04-04,286.402161,293.227173,0.551084
2086-04-05,286.047485,299.691132,0.000000
2086-04-06,288.873138,303.658020,0.000000
2086-04-07,289.033600,301.168549,0.000000
2086-04-08,284.846039,295.416565,0.000000
2086-04-09,286.834106,300.165558,0.000000
2086-04-10,291.067749,304.803162,0.000000
2086-04-11,291.458618,302.968567,0.000000
2086-04-12,287.270386,298.287109,0.000000
2086-04-13,286.361176,301.360596,0.000000
2086-04-14,288.543304,304.451843,0.000000
2086-04-15,292.631744,305.125153,0.000000
2086-04-16,293.031738,303.965637,0.000000
2086-04-17,295.700378,306.535492,0.000000
2086-04-18,291.690613,303.728882,0.000000
2086-04-19,286.016632,299.961334,0.314928
2086-04-20,287.100525,303.268890,0.000000
2086-04-21,290.824432,300.643555,0.000000
2086-04-22,290.790894,299.336792,0.000000
2086-04-23,291.163269,301.728638,0.000000
2086-04-24,294.249420,308.509796,2.252055
2086-04-25,294.440460,306.890442,0.405075
2086-04-26,298.266022,307.414368,16.197802
2086-04-27,297.088013,302.666962,7.586253
2086-04-28,293.708130,303.521606,0.982559
2086-04-29,293.630310,308.250916,1.045391
2086-04-30,289.122467,306.563782,0.000000
2086-05-01,285.499298,293.503510,0.000000
2086-05-02,286.827454,298.423981,0.000000
2086-05-03,291.362732,306.036987,0.000000
2086-05-04,294.299744,308.248138,0.000000
2086-05-05,296.125763,308.687653,0.000000
2086-05-06,296.017059,311.272888,0.000000
2086-05-07,297.356293,307.235931,0.000000
2086-05-08,297.035004,304.218811,0.353032
2086-05-09,296.276794,304.350494,10.118685
2086-05-10,295.959686,304.879639,6.254766
2086-05-11,295.876007,300.849823,0.000000
2086-05-12,294.395386,301.761505,4.153665
2086-05-13,295.144775,307.875702,1.466078
2086-05-14,296.721527,309.844513,0.000000
2086-05-15,297.407745,308.553040,0.000000
2086-05-16,297.253601,304.127350,7.783875
2086-05-17,297.141510,304.511932,16.965391
2086-05-18,293.373718,301.757599,0.820066
2086-05-19,295.584259,302.294617,10.208314
2086-05-20,294.241180,304.735840,0.000000
2086-05-21,295.598053,307.180389,0.000000
2086-05-22,296.578949,308.023621,0.000000
2086-05-23,297.090240,305.906586,0.000000
2086-05-24,292.044861,303.684326,0.000000
2086-05-25,294.556519,308.735992,0.000000
2086-05-26,297.102997,307.169708,0.000000
2086-05-27,297.351562,307.759277,0.000000
2086-05-28,297.457336,304.855286,0.305317
2086-05-29,297.146973,304.735626,1.555348
2086-05-30,297.854919,308.246429,7.940763
2086-05-31,296.568726,310.201813,7.100556
2086-06-01,297.358002,310.166931,3.491810
2086-06-02,298.818085,308.886414,9.200313
2086-06-03,297.155731,307.415161,9.015534
2086-06-04,297.388184,308.771973,0.580656
2086-06-05,298.624512,308.618561,13.995349
2086-06-06,296.295624,310.008270,0.000000
2086-06-07,299.325287,314.209900,0.000000
2086-06-08,299.409332,316.891785,0.000000
2086-06-09,302.430847,317.641418,0.000000
2086-06-10,301.998566,316.004425,0.000000
2086-06-11,302.748627,314.244415,0.000000
2086-06-12,297.658417,315.065674,0.000000
2086-06-13,300.549286,311.496063,0.000000
2086-06-14,301.740112,310.737671,2.474882
2086-06-15,300.068939,312.432739,0.426615
2086-06-16,300.559143,312.890900,8.400851
2086-06-17,299.578552,308.730042,0.000000
2086-06-18,299.725616,310.564148,0.000000
2086-06-19,299.768646,312.230804,0.000000
2086-06-20,300.278961,312.333679,0.000000
2086-06-21,300.582062,311.673309,0.000000
2086-06-22,301.127747,312.846466,0.927782
2086-06-23,301.758240,313.830200,1.551390
2086-06-24,300.636292,312.882355,0.000000
2086-06-25,302.234833,316.244507,0.000000
2086-06-26,303.433899,316.355713,0.000000
2086-06-27,303.326630,316.370209,0.000000
2086-06-28,303.446350,315.433655,0.000000
2086-06-29,299.405334,316.185486,0.000000
2086-06-30,300.758575,314.678680,0.000000
2086-07-01,300.095398,314.781219,0.524915
2086-07-02,300.219635,314.039612,0.000000
2086-07-03,301.254364,313.785370,0.000000
2086-07-04,300.872192,313.535583,0.000000
2086-07-05,300.981232,313.365326,0.000000
2086-07-06,301.718262,313.339569,0.000000
2086-07-07,301.903748,312.856628,0.000000
2086-07-08,300.631836,311.356598,0.000000
2086-07-09,299.580719,307.794495,4.146577
2086-07-10,299.585052,307.037933,8.714706
2086-07-11,298.482666,310.047699,0.873167
2086-07-12,298.583771,311.583374,0.000000
2086-07-13,298.942963,312.869049,0.000000
2086-07-14,299.788788,312.311218,0.000000
2086-07-15,300.122711,312.069000,0.000000
2086-07-16,299.306580,310.320374,0.000000
2086-07-17,299.353424,310.906464,0.595326
2086-07-18,299.672394,311.048157,0.816838
2086-07-19,300.038879,310.986115,1.686616
2086-07-20,300.259277,312.744629,0.463892
2086-07-21,300.473358,312.693756,0.000000
2086-07-22,299.199768,312.048981,0.943516
2086-07-23,300.428925,313.467560,0.000000
2086-07-24,301.699829,315.294495,0.000000
2086-07-25,304.275421,315.998657,0.000000
2086-07-26,304.223267,315.490631,0.000000
2086-07-27,305.062744,315.572937,0.000000
2086-07-28,304.518646,316.023956,0.575500
2086-07-29,303.510742,314.904083,0.000000
2086-07-30,301.468414,313.914398,0.000000
2086-07-31,300.155304,312.759033,1.012626
2086-08-01,299.695587,313.407837,0.000000
2086-08-02,300.551910,315.119446,0.000000
2086-08-03,302.228821,314.635162,0.668357
2086-08-04,301.543457,311.972992,5.619252
2086-08-05,300.957153,309.279572,8.622593
2086-08-06,298.768463,309.736206,0.000000
2086-08-07,299.080017,312.533081,0.000000
2086-08-08,300.306000,314.078796,0.000000
2086-08-09,300.854309,312.837830,0.000000
2086-08-10,300.012787,312.472626,0.000000
2086-08-11,300.078552,312.787292,0.000000
2086-08-12,300.505890,313.468536,0.000000
2086-08-13,302.200378,314.578583,0.000000
2086-08-14,303.801971,314.584808,0.381380
2086-08-15,302.907104,314.361115,8.241934
2086-08-16,302.313812,314.691376,0.000000
2086-08-17,300.643066,313.565582,7.826929
2086-08-18,301.061768,313.087463,0.311267
2086-08-19,301.409637,313.890594,0.000000
2086-08-20,300.852997,314.078888,0.000000
2086-08-21,300.705536,313.584869,0.393519
2086-08-22,300.376984,313.511597,0.000000
2086-08-23,300.206848,313.240204,0.000000
2086-08-24,299.859711,313.013550,0.000000
2086-08-25,299.920349,312.977753,0.000000
2086-08-26,299.806671,313.311066,0.000000
2086-08-27,300.157257,313.401520,0.607229
2086-08-28,298.733368,312.142426,5.670443
2086-08-29,298.038513,306.481903,3.476100
2086-08-30,297.087341,304.319153,7.403802
2086-08-31,296.074341,308.612488,0.000000
2086-09-01,297.096680,309.548126,0.000000
2086-09-02,297.611572,309.823578,0.000000
2086-09-03,298.454163,310.517365,0.419753
2086-09-04,299.091705,312.137970,0.441350
2086-09-05,299.511139,311.991791,0.499352
2086-09-06,299.108734,309.898254,2.141207
2086-09-07,298.589722,308.644501,6.572440
2086-09-08,298.224396,308.398315,2.589280
2086-09-09,297.790192,306.746155,7.241158
2086-09-10,297.319244,305.458923,9.583719
2086-09-11,296.490662,308.431976,1.678079
2086-09-12,297.638763,309.565887,0.000000
2086-09-13,297.358704,307.611420,3.551742
2086-09-14,295.805054,309.149994,0.000000
2086-09-15,295.836823,312.868164,0.000000
2086-09-16,298.183411,316.326752,0.000000
2086-09-17,297.832794,313.194580,0.000000
2086-09-18,297.404053,311.404083,0.000000
2086-09-19,297.708038,310.785126,0.000000
2086-09-20,299.137451,310.760468,0.000000
2086-09-21,298.946625,311.507935,0.000000
2086-09-22,298.370697,312.656189,0.000000
2086-09-23,297.840729,311.118530,0.000000
2086-09-24,297.777649,310.062836,0.000000
2086-09-25,297.364685,310.674438,0.000000
2086-09-26,299.624115,310.742065,0.000000
2086-09-27,297.114532,308.351227,0.000000
2086-09-28,295.093872,308.973175,0.000000
2086-09-29,295.314728,309.748047,0.000000
2086-09-30,297.365112,310.307434,0.000000
2086-10-01,297.608734,309.752625,0.000000
2086-10-02,298.082123,309.962219,0.000000
2086-10-03,298.041870,309.831146,0.000000
2086-10-04,297.763885,309.341980,0.982117
2086-10-05,298.248352,309.200317,1.558303
2086-10-06,295.066071,305.868225,1.962461
2086-10-07,296.535553,305.271973,3.791383
2086-10-08,298.659760,305.285248,23.347006
2086-10-09,293.536591,301.306854,1.135888
2086-10-10,291.276520,304.286377,0.000000
2086-10-11,292.503632,308.725616,0.000000
2086-10-12,293.577606,308.616333,0.000000
2086-10-13,295.333679,308.856628,0.000000
2086-10-14,295.731323,309.295807,0.000000
2086-10-15,297.007599,310.432373,0.000000
2086-10-16,296.448639,305.729523,1.266681
2086-10-17,290.151123,301.785034,4.169135
2086-10-18,284.250397,296.192413,0.000000
2086-10-19,285.159973,298.690338,0.000000
2086-10-20,287.144409,301.849182,0.000000
2086-10-21,289.593140,305.014984,0.000000
2086-10-22,293.873413,308.013062,0.000000
2086-10-23,291.330688,304.568024,0.000000
2086-10-24,287.468597,298.839050,0.000000
2086-10-25,288.525146,304.124878,0.000000
2086-10-26,297.444275,302.658600,3.566717
2086-10-27,298.797577,304.061035,42.662933
2086-10-28,291.518890,301.043030,10.407019
2086-10-29,285.093994,298.324799,0.000000
2086-10-30,287.172913,301.272827,0.000000
2086-10-31,287.605316,304.869141,0.000000
2086-11-01,291.505707,303.056488,0.000000
2086-11-02,289.798950,300.475189,0.000000
2086-11-03,294.619843,302.645233,25.639484
2086-11-04,286.668427,300.636169,6.358237
2086-11-05,282.314026,297.368256,0.000000
2086-11-06,285.216949,302.095520,0.000000
2086-11-07,285.496124,298.087341,0.000000
2086-11-08,283.342896,302.764832,0.000000
2086-11-09,287.356781,303.279358,0.000000
2086-11-10,288.521606,303.405426,0.000000
2086-11-11,289.130432,304.865265,0.000000
2086-11-12,291.571777,304.653687,0.683681
2086-11-13,292.207092,304.097443,0.000000
2086-11-14,293.260559,307.390289,0.000000
2086-11-15,290.723206,303.334137,0.000000
2086-11-16,284.982635,297.799896,0.000000
2086-11-17,285.347229,300.809387,0.000000
2086-11-18,292.781464,306.190491,0.553675
2086-11-19,291.218719,302.987000,0.000000
2086-11-20,287.699066,300.677246,0.000000
2086-11-21,291.666779,306.261566,0.000000
2086-11-22,293.815399,306.325897,0.000000
2086-11-23,280.335175,302.929047,2.210623
2086-11-24,278.830994,290.916931,0.000000
2086-11-25,282.901123,291.456360,31.077909
2086-11-26,289.182861,300.117462,1.480099
2086-11-27,281.952789,299.061371,11.260132
2086-11-28,277.196136,290.942291,0.283721
2086-11-29,280.860352,287.947510,16.762646
2086-11-30,280.394592,285.338348,15.817697
2086-12-01,281.074249,290.071320,3.806363
2086-12-02,278.186951,294.014069,0.000000
2086-12-03,281.253479,293.256592,0.000000
2086-12-04,278.575592,287.710114,28.056702
2086-12-05,274.931763,286.016052,1.086585
2086-12-06,273.604950,283.987488,0.000000
2086-12-07,275.842621,284.785248,0.000000
2086-12-08,276.777924,284.142151,0.319468
2086-12-09,271.529846,286.858917,0.000000
2086-12-10,276.457916,295.109558,0.000000
2086-12-11,281.950745,291.488892,0.000000
2086-12-12,279.880554,290.747559,0.000000
2086-12-13,282.012939,291.053192,0.668179
2086-12-14,280.945343,288.378906,0.863548
2086-12-15,278.448029,284.224426,7.733023
2086-12-16,277.903473,291.662506,0.000000
2086-12-17,278.674500,294.290771,0.000000
2086-12-18,281.973206,298.461212,0.000000
2086-12-19,284.640808,297.160400,0.000000
2086-12-20,279.877380,290.944794,0.000000
2086-12-21,279.044525,294.105194,0.000000
2086-12-22,284.878876,300.022919,0.000000
2086-12-23,289.767792,297.915497,0.000000
2086-12-24,290.143738,301.479034,0.000000
2086-12-25,288.919861,299.875824,0.000000
2086-12-26,291.246613,299.466217,1.231020
2086-12-27,288.916351,299.324860,15.138081
2086-12-28,283.034424,297.307465,100.521591
2086-12-29,278.976593,286.400085,41.311035
2086-12-30,273.253448,287.828247,0.000000
2086-12-31,278.599823,291.003540,0.000000
2087-01-01,280.080719,293.075775,0.000000
2087-01-02,283.428131,295.009583,0.000000
2087-01-03,289.272766,300.171387,0.350643
2087-01-04,286.510315,297.587036,0.000000
2087-01-05,282.737946,294.945770,0.000000
2087-01-06,282.964935,297.976837,0.000000
2087-01-07,288.903931,298.270844,0.000000
2087-01-08,283.721344,295.058685,0.361054
2087-01-09,276.152069,285.333435,1.393213
2087-01-10,273.856598,282.755951,0.512970
2087-01-11,271.118103,284.694214,0.000000
2087-01-12,274.967255,288.594910,0.000000
2087-01-13,278.472076,293.694916,0.319395
2087-01-14,281.351654,290.834351,0.000000
2087-01-15,278.150208,295.874359,0.000000
2087-01-16,281.736206,299.974518,0.000000
2087-01-17,285.949707,294.128265,0.000000
2087-01-18,280.862885,290.827545,0.000000
2087-01-19,279.895355,297.476898,0.000000
2087-01-20,281.878723,296.098175,0.000000
2087-01-21,284.276581,302.331909,0.000000
2087-01-22,286.650421,303.038147,0.000000
2087-01-23,288.655182,299.292206,0.000000
2087-01-24,281.342896,291.327850,0.000000
2087-01-25,280.295074,299.126862,0.000000
2087-01-26,284.143219,302.644470,0.000000
2087-01-27,287.935822,304.483673,0.000000
2087-01-28,288.457245,303.017242,0.000000
2087-01-29,288.546539,302.383942,0.000000
2087-01-30,286.791382,298.794037,0.000000
2087-01-31,279.806000,286.869171,2.359506
2087-02-01,283.524963,291.451782,1.100956
2087-02-02,283.809784,292.073639,11.228846
2087-02-03,278.630768,283.627563,0.840969
2087-02-04,280.835724,284.305206,9.702929
2087-02-05,279.275391,286.843536,11.322448
2087-02-06,277.178192,283.609375,0.000000
2087-02-07,282.872528,295.996338,0.000000
2087-02-08,283.894623,290.267700,0.316918
2087-02-09,276.783203,287.520081,0.000000
2087-02-10,282.455780,297.292694,0.444716
2087-02-11,287.011566,296.011810,0.341282
2087-02-12,281.436096,293.928162,0.000000
2087-02-13,280.342316,290.789337,0.369304
2087-02-14,280.444977,293.374359,0.387681
2087-02-15,288.122101,299.593842,1.059020
2087-02-16,281.003906,293.538116,0.000000
2087-02-17,275.695312,290.980988,0.000000
2087-02-18,280.415558,292.877228,0.000000
2087-02-19,281.491302,295.510742,0.000000
2087-02-20,283.360596,297.591675,0.357944
2087-02-21,275.782166,289.391510,0.000000
2087-02-22,279.390686,294.481750,0.000000
2087-02-23,283.119751,294.858368,0.000000
2087-02-24,285.645172,300.353821,0.000000
2087-02-25,288.955566,302.842224,0.000000
2087-02-26,291.040649,303.690338,0.000000
2087-02-27,290.004791,303.524261,0.000000
2087-02-28,291.865021,300.809052,1.309922
2087-03-01,289.832703,303.060425,2.922108
2087-03-02,286.910431,297.171143,0.000000
2087-03-03,285.676056,295.999878,0.000000
2087-03-04,284.657867,301.551727,0.000000
2087-03-05,288.843597,302.141205,0.000000
2087-03-06,286.759583,297.277191,0.000000
2087-03-07,286.849854,298.560364,0.000000
2087-03-08,290.582886,301.280914,0.815195
2087-03-09,293.100494,305.300415,0.000000
2087-03-10,293.750885,305.437775,0.000000
2087-03-11,294.473663,303.128632,0.402598
2087-03-12,295.768494,301.441223,1.421534
2087-03-13,295.388641,302.519989,3.656967
2087-03-14,286.827271,297.595337,0.000000
2087-03-15,285.099731,293.357666,0.000000
2087-03-16,285.603790,298.906738,0.000000
2087-03-17,286.737823,301.107086,0.000000
2087-03-18,290.989349,299.344208,0.318756
2087-03-19,286.825958,300.394867,0.000000
2087-03-20,292.412567,306.646667,0.000000
2087-03-21,294.012970,306.185760,0.000000
2087-03-22,294.345337,304.373535,1.516063
2087-03-23,286.583923,301.116516,3.581502
2087-03-24,284.808380,294.321106,0.000000
2087-03-25,288.308624,302.864655,0.000000
2087-03-26,288.635895,300.538818,0.000000
2087-03-27,291.271271,301.921265,0.000000
2087-03-28,291.578369,306.220917,0.000000
2087-03-29,293.364990,305.739716,0.000000
2087-03-30,294.068634,302.693024,0.000000
2087-03-31,293.379883,301.688538,6.131984
2087-04-01,287.187164,296.920532,0.000000
2087-04-02,292.938293,299.044647,10.473868
2087-04-03,288.714569,300.157990,0.636150
2087-04-04,282.510956,294.363708,0.000000
2087-04-05,283.111786,291.596558,0.000000
2087-04-06,286.811035,301.364044,0.287230
2087-04-07,290.080017,302.309784,0.000000
2087-04-08,289.760315,299.648041,0.000000
2087-04-09,288.364624,300.860168,0.000000
2087-04-10,288.710480,298.980194,0.000000
2087-04-11,284.311401,291.895782,0.000000
2087-04-12,285.185883,290.304291,0.000000
2087-04-13,284.690338,302.846283,0.000000
2087-04-14,291.669250,306.002533,0.000000
2087-04-15,294.711761,303.648102,0.000000
2087-04-16,292.766418,302.900177,1.460310
2087-04-17,294.601593,303.735779,1.515205
2087-04-18,291.693085,303.085846,0.000000
2087-04-19,292.012604,303.814697,0.000000
2087-04-20,292.368683,306.306274,0.000000
2087-04-21,294.256927,308.409424,0.000000
2087-04-22,295.125916,310.019714,0.000000
2087-04-23,296.758148,309.758362,0.000000
2087-04-24,295.376129,306.545807,0.000000
2087-04-25,289.277405,300.105133,0.000000
2087-04-26,289.699036,305.625397,0.000000
2087-04-27,289.737335,302.972137,0.000000
2087-04-28,291.732574,304.124573,0.000000
2087-04-29,292.087280,304.192383,0.000000
2087-04-30,294.167786,309.222809,0.000000
2087-05-01,296.080658,308.009796,0.000000
2087-05-02,296.846069,305.146271,0.000000
2087-05-03,296.984161,306.745361,6.852405
2087-05-04,297.277405,306.343567,1.356987
2087-05-05,296.102905,302.742218,5.551773
2087-05-06,292.781982,303.755646,0.000000
2087-05-07,295.392395,308.198242,0.000000
2087-05-08,298.501099,308.138672,0.000000
2087-05-09,298.479767,310.646942,0.000000
2087-05-10,298.562927,309.061859,0.000000
2087-05-11,298.115021,307.427765,0.000000
2087-05-12,296.129181,306.989502,0.000000
2087-05-13,298.056915,312.683594,0.000000
2087-05-14,298.097168,309.524414,0.000000
2087-05-15,298.163879,308.608551,0.374638
2087-05-16,298.380524,310.360535,0.000000
2087-05-17,299.310852,310.459564,0.000000
2087-05-18,298.204681,311.099152,0.000000
2087-05-19,300.296783,306.624695,3.510615
2087-05-20,298.839722,307.984894,1.610622
2087-05-21,299.246674,308.406677,6.421554
2087-05-22,297.834198,307.010132,1.404184
2087-05-23,298.222687,309.647308,0.000000
