#Variables:
#tasmin_MIROC-ESM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM_historical(K),tasmax_MIROC-ESM_historical(K),pr_MIROC-ESM_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM_historical(K),tasmax_MIROC-ESM_historical(K),pr_MIROC-ESM_historical(mm)
1988-09-10,293.128174,300.795929,17.423130
1988-09-11,293.711090,305.993561,0.000000
1988-09-12,293.769104,305.596100,0.000000
1988-09-13,294.477570,304.042572,0.000000
1988-09-14,294.330658,305.454163,3.163111
1988-09-15,294.880676,305.971832,20.168863
1988-09-16,292.789001,306.923004,2.589983
1988-09-17,295.027893,304.817383,6.640635
1988-09-18,293.368713,305.296753,8.115458
1988-09-19,294.801300,306.676239,8.947537
1988-09-20,294.503662,305.583160,3.351034
1988-09-21,293.730774,302.889313,4.192815
1988-09-22,291.445435,300.179352,21.363554
1988-09-23,294.580963,303.344513,21.729496
1988-09-24,292.922302,301.192719,18.791119
1988-09-25,289.343811,296.148712,4.328304
1988-09-26,288.678528,298.651947,0.000000
1988-09-27,289.454651,302.692352,0.452752
1988-09-28,293.149261,305.266937,0.000000
1988-09-29,292.856567,307.004486,0.000000
1988-09-30,292.894470,306.856110,0.000000
1988-10-01,291.339325,305.147522,0.000000
1988-10-02,288.346741,302.165649,0.000000
1988-10-03,284.873840,301.498901,0.000000
1988-10-04,288.128510,301.964264,0.000000
1988-10-05,290.190613,298.929565,15.023511
1988-10-06,284.988800,291.209503,65.050392
1988-10-07,281.468842,292.037170,0.000000
1988-10-08,284.397827,299.295654,0.000000
1988-10-09,287.232513,302.852875,0.000000
1988-10-10,288.692871,303.334625,0.000000
1988-10-11,290.750153,302.867737,3.362709
1988-10-12,290.678040,304.196198,0.000000
1988-10-13,293.458801,305.562958,0.975946
1988-10-14,294.697113,306.421783,0.000000
1988-10-15,292.164490,302.188721,14.035028
1988-10-16,294.724213,303.550903,3.942339
1988-10-17,293.782593,302.999481,4.488814
1988-10-18,288.639343,298.991302,0.000000
1988-10-19,281.924805,294.720886,0.000000
1988-10-20,284.544830,291.342438,13.183010
1988-10-21,279.564606,293.029449,0.000000
1988-10-22,283.975525,289.376190,0.000000
1988-10-23,287.752319,295.863739,8.605730
1988-10-24,287.826416,299.494354,8.967221
1988-10-25,290.470276,296.999420,7.881907
1988-10-26,289.618988,298.105408,6.604748
1988-10-27,285.923218,295.356049,0.000000
1988-10-28,283.250549,294.863708,0.000000
1988-10-29,282.736115,301.041962,0.000000
1988-10-30,286.144928,298.271851,0.000000
1988-10-31,291.040863,300.052612,1.030420
1988-11-01,288.249176,302.169769,0.000000
1988-11-02,289.525787,298.517517,2.682649
1988-11-03,284.605133,294.262909,18.823393
1988-11-04,280.979950,291.223572,0.000000
1988-11-05,279.584015,292.300873,0.000000
1988-11-06,278.856567,292.631439,0.000000
1988-11-07,280.007507,287.487671,0.000000
1988-11-08,280.001801,289.226288,26.645824
1988-11-09,270.216888,280.176270,1.627904
1988-11-10,271.701477,282.788269,0.000000
1988-11-11,275.967102,291.430664,0.000000
1988-11-12,279.000214,292.866211,0.000000
1988-11-13,282.364960,299.776093,0.000000
1988-11-14,287.891998,300.311676,0.361878
1988-11-15,290.529449,299.161774,0.347451
1988-11-16,287.240051,293.102478,0.000000
1988-11-17,278.774719,290.257263,0.000000
1988-11-18,284.862122,293.543457,23.160231
1988-11-19,278.698853,286.288147,14.302340
1988-11-20,270.371155,280.023926,0.000000
1988-11-21,271.733856,280.034973,0.000000
1988-11-22,271.439819,281.101318,0.349643
1988-11-23,280.549103,286.479126,28.114735
1988-11-24,279.796448,287.768036,7.027801
1988-11-25,282.692719,291.507141,5.988417
1988-11-26,288.289368,298.166443,2.544620
1988-11-27,289.109924,296.794220,0.000000
1988-11-28,275.888977,292.254883,0.000000
1988-11-29,282.950165,296.373718,0.000000
1988-11-30,284.388000,298.737122,0.000000
1988-12-01,288.023773,300.294189,0.000000
1988-12-02,286.461975,299.168396,0.000000
1988-12-03,285.078949,298.701843,0.000000
1988-12-04,284.514587,297.912537,0.000000
1988-12-05,284.512512,299.963867,0.000000
1988-12-06,284.267853,298.816589,0.000000
1988-12-07,280.922424,291.869110,0.000000
1988-12-08,272.260162,286.698029,0.000000
1988-12-09,276.280762,293.587555,0.000000
1988-12-10,282.347870,297.767822,0.000000
1988-12-11,285.702576,298.948578,0.000000
1988-12-12,275.424164,288.178223,0.000000
1988-12-13,274.403290,284.661285,0.000000
1988-12-14,277.346497,290.072601,0.000000
1988-12-15,277.685364,292.979614,0.000000
1988-12-16,278.903625,291.858765,0.000000
1988-12-17,276.848999,286.874329,0.784125
1988-12-18,267.800995,278.876526,0.000000
1988-12-19,262.575195,274.832062,0.000000
1988-12-20,270.206390,283.018951,0.000000
1988-12-21,273.026794,285.840057,0.000000
1988-12-22,275.636261,290.510620,0.000000
1988-12-23,275.699982,284.324341,0.000000
1988-12-24,274.903595,285.494049,0.000000
1988-12-25,277.279144,291.450745,0.000000
1988-12-26,279.149567,288.468048,0.000000
1988-12-27,274.111359,288.052521,0.000000
1988-12-28,277.902710,293.140015,0.000000
1988-12-29,276.032501,290.599121,0.000000
1988-12-30,280.130005,292.875031,19.456333
1988-12-31,286.111603,295.673584,7.995359
1989-01-01,282.626282,290.400208,1.992426
1989-01-02,287.394073,293.928162,2.824940
1989-01-03,281.065369,293.536163,0.000000
1989-01-04,280.936279,288.255585,0.000000
1989-01-05,277.782379,283.907898,0.000000
1989-01-06,273.810120,281.310760,1.464432
1989-01-07,271.683685,286.749451,0.000000
1989-01-08,274.302277,289.553894,0.000000
1989-01-09,279.393463,288.118439,1.613191
1989-01-10,274.462463,288.373108,16.143406
1989-01-11,267.561920,275.105072,2.943383
1989-01-12,272.776672,275.304840,2.894746
1989-01-13,273.019348,281.248413,0.000000
1989-01-14,276.879883,283.493622,10.918934
1989-01-15,281.435699,287.964539,30.675701
1989-01-16,277.249695,291.320709,1.180890
1989-01-17,281.495575,285.096436,0.000000
1989-01-18,271.786926,286.153381,0.000000
1989-01-19,276.590515,293.475250,0.000000
1989-01-20,278.984772,288.681488,0.000000
1989-01-21,278.271973,295.847382,0.000000
1989-01-22,278.686066,293.823547,0.000000
1989-01-23,281.493469,297.649963,0.000000
1989-01-24,283.061310,290.877136,0.000000
1989-01-25,276.865601,295.238586,0.000000
1989-01-26,270.781586,287.187256,1.499904
1989-01-27,280.356232,289.832855,0.000000
1989-01-28,282.847595,294.279205,0.000000
1989-01-29,279.716919,296.690002,0.000000
1989-01-30,285.378845,296.118347,0.000000
1989-01-31,276.041595,287.756348,0.000000
1989-02-01,281.070892,296.355530,0.743140
1989-02-02,281.529236,299.217255,0.000000
1989-02-03,287.637909,299.128723,0.738012
1989-02-04,275.282867,294.429199,0.000000
1989-02-05,271.634094,287.606476,0.000000
1989-02-06,279.127625,296.419037,0.000000
1989-02-07,286.134094,299.202393,0.000000
1989-02-08,280.372467,292.997742,0.000000
1989-02-09,277.356079,299.831329,0.000000
1989-02-10,279.552246,298.314148,0.000000
1989-02-11,284.445770,300.724884,0.000000
1989-02-12,287.508789,301.973633,0.000000
1989-02-13,282.274017,295.697723,0.000000
1989-02-14,278.475189,294.930664,0.000000
1989-02-15,285.539429,294.945007,0.880754
1989-02-16,278.106689,290.321350,0.000000
1989-02-17,275.612701,291.235931,0.000000
1989-02-18,276.854004,289.854248,0.886538
1989-02-19,272.364838,285.059174,3.166584
1989-02-20,276.830170,286.992645,0.000000
1989-02-21,274.201904,288.162842,0.000000
1989-02-22,274.979767,285.916931,0.000000
1989-02-23,275.539001,289.727020,0.000000
1989-02-24,276.736572,291.649841,0.000000
1989-02-25,273.175598,285.574799,0.000000
1989-02-26,272.961426,295.494232,0.000000
1989-02-27,272.948578,288.407410,0.000000
1989-02-28,282.625732,296.846558,5.835078
1989-03-01,275.587402,291.806702,3.354786
1989-03-02,268.422974,286.290039,0.000000
1989-03-03,272.334198,294.235748,0.000000
1989-03-04,281.283600,296.438049,0.412569
1989-03-05,277.238861,291.587372,0.000000
1989-03-06,278.392487,294.329742,0.000000
1989-03-07,280.842926,296.499878,0.000000
1989-03-08,280.530426,295.530365,0.000000
1989-03-09,286.921112,300.972443,0.000000
1989-03-10,288.606537,296.601166,3.335338
1989-03-11,280.141052,297.224762,0.000000
1989-03-12,281.207489,294.953308,0.000000
1989-03-13,284.657440,300.181763,0.479717
1989-03-14,285.821228,300.970337,0.000000
1989-03-15,287.608215,302.962097,0.862742
1989-03-16,289.585205,299.229889,0.376621
1989-03-17,281.683685,300.546326,0.000000
1989-03-18,286.375854,294.927124,2.656095
1989-03-19,282.197815,299.235016,0.000000
1989-03-20,285.045715,298.441284,3.068603
1989-03-21,287.076721,301.429932,6.686659
1989-03-22,286.523254,296.885162,0.000000
1989-03-23,277.361725,290.974457,0.000000
1989-03-24,279.481598,303.565887,0.000000
1989-03-25,283.644135,299.928986,0.000000
1989-03-26,288.834961,296.661682,7.764433
1989-03-27,289.254150,301.484100,1.742164
1989-03-28,288.767151,300.772034,0.952829
1989-03-29,290.025391,303.063141,0.000000
1989-03-30,288.872650,303.881409,0.288208
1989-03-31,287.453369,299.977417,0.000000
1989-04-01,284.824188,301.183838,0.000000
1989-04-02,287.836395,303.229675,0.000000
1989-04-03,289.967896,300.343811,0.844712
1989-04-04,288.633118,296.161926,0.000000
1989-04-05,284.559082,298.998016,0.000000
1989-04-06,288.449219,301.497864,0.000000
1989-04-07,287.593536,300.941223,0.000000
1989-04-08,288.217041,301.632965,0.426251
1989-04-09,289.006073,299.672516,0.000000
1989-04-10,285.324646,302.117889,0.000000
1989-04-11,286.288116,300.411804,0.000000
1989-04-12,289.583557,301.494537,4.156371
1989-04-13,290.369415,303.484711,0.000000
1989-04-14,290.315796,298.679352,0.478557
1989-04-15,288.958038,301.796387,0.000000
1989-04-16,287.390808,297.379425,0.000000
1989-04-17,287.389160,297.335632,0.000000
1989-04-18,283.799530,296.589447,0.000000
1989-04-19,286.542908,293.077698,2.433556
1989-04-20,287.026245,296.159485,3.962749
1989-04-21,287.858215,299.900635,0.000000
1989-04-22,284.766052,298.755127,0.000000
1989-04-23,285.500183,304.993011,0.000000
1989-04-24,290.456207,303.963409,0.000000
1989-04-25,290.664856,298.362915,7.588148
1989-04-26,288.744873,302.516388,3.717012
1989-04-27,288.899353,303.438324,0.000000
1989-04-28,291.177887,309.111267,0.000000
1989-04-29,292.134888,310.242279,0.000000
1989-04-30,292.989685,304.450989,0.000000
1989-05-01,288.528839,298.903381,0.000000
1989-05-02,285.342468,302.165192,0.000000
1989-05-03,290.149597,301.402466,16.144716
1989-05-04,290.688232,303.407684,0.430350
1989-05-05,292.861816,305.424316,0.000000
1989-05-06,291.956055,305.469849,0.000000
1989-05-07,293.017700,305.962952,0.000000
1989-05-08,293.992462,307.653961,0.000000
1989-05-09,295.218842,307.461761,6.758075
1989-05-10,293.537140,306.393860,0.000000
1989-05-11,292.032959,304.286469,0.000000
1989-05-12,292.925018,305.905029,0.000000
1989-05-13,295.131470,308.364410,0.000000
1989-05-14,294.587128,307.690460,0.000000
1989-05-15,294.928528,308.561249,0.000000
1989-05-16,295.049591,307.358887,0.000000
1989-05-17,295.906403,310.316711,0.920941
1989-05-18,296.116364,303.901611,11.641748
1989-05-19,293.485291,303.151215,0.000000
1989-05-20,293.805756,305.438660,0.000000
1989-05-21,293.247742,307.778442,0.000000
1989-05-22,295.386322,306.883575,0.000000
1989-05-23,294.865875,303.011292,10.483838
1989-05-24,293.344910,302.828003,0.000000
1989-05-25,293.268433,301.826630,0.000000
1989-05-26,294.850494,308.499481,0.544344
1989-05-27,295.418121,307.079193,0.000000
1989-05-28,296.045837,310.925110,0.000000
1989-05-29,296.461975,309.836395,0.000000
1989-05-30,295.701569,311.486816,0.000000
1989-05-31,297.154449,310.175354,0.375464
1989-06-01,296.799133,310.248108,0.000000
1989-06-02,295.570251,303.007965,12.675790
1989-06-03,294.446930,307.607971,2.093619
1989-06-04,294.872742,307.598145,0.570056
1989-06-05,295.843292,309.134705,0.000000
1989-06-06,297.321411,304.273560,11.700254
1989-06-07,294.999573,302.725128,3.512775
1989-06-08,294.940857,305.966248,0.000000
1989-06-09,295.134216,307.410736,0.000000
1989-06-10,295.502533,308.896545,0.000000
1989-06-11,296.326721,308.996735,0.719451
1989-06-12,295.839020,307.060089,2.050577
1989-06-13,295.896729,307.859955,0.440105
1989-06-14,295.248199,310.006378,0.000000
1989-06-15,296.219604,308.233826,0.000000
1989-06-16,296.073792,306.840790,0.000000
1989-06-17,296.075592,307.200897,0.000000
1989-06-18,296.214020,307.193634,0.000000
1989-06-19,296.258087,308.617401,0.000000
1989-06-20,296.151672,307.743988,5.777703
1989-06-21,296.270844,304.285400,5.318528
1989-06-22,295.223328,305.622375,0.987781
1989-06-23,295.814209,306.376587,0.000000
1989-06-24,296.526062,307.336975,0.000000
1989-06-25,296.517365,307.750397,0.000000
1989-06-26,298.483826,308.518219,4.146979
1989-06-27,297.455017,303.053406,28.089462
1989-06-28,296.488525,300.960114,84.032372
1989-06-29,295.696625,303.051971,13.174155
1989-06-30,295.574158,303.346954,33.368351
1989-07-01,296.617615,303.960449,38.886341
1989-07-02,296.143921,304.589325,2.699738
1989-07-03,296.007935,306.455048,3.527184
1989-07-04,296.495392,307.862122,0.000000
1989-07-05,296.093506,307.113800,0.000000
1989-07-06,294.651093,306.771332,0.811027
1989-07-07,295.132477,306.482117,0.000000
1989-07-08,294.228912,305.581238,0.000000
1989-07-09,294.844391,306.651794,0.000000
1989-07-10,295.616821,307.581757,0.000000
1989-07-11,295.468628,308.149475,0.000000
1989-07-12,295.637115,310.180450,0.000000
1989-07-13,297.054382,310.534088,0.000000
1989-07-14,297.417542,309.598053,0.000000
1989-07-15,296.619232,309.225677,0.000000
1989-07-16,296.874390,309.830078,0.000000
1989-07-17,297.461426,310.715424,0.000000
1989-07-18,297.752960,310.552704,0.000000
1989-07-19,297.368011,310.618225,0.000000
1989-07-20,297.482605,313.888306,0.000000
1989-07-21,298.024933,309.398956,5.454957
1989-07-22,296.904449,306.519470,18.073187
1989-07-23,296.487823,306.525177,1.504681
1989-07-24,295.948486,305.709686,0.336618
1989-07-25,295.583282,306.292328,4.100355
1989-07-26,295.667053,305.138580,9.276567
1989-07-27,295.557404,306.060608,0.000000
1989-07-28,296.123077,307.208496,0.000000
1989-07-29,295.995422,307.304810,0.000000
1989-07-30,295.748871,308.517914,0.000000
1989-07-31,296.691132,306.643494,0.490609
1989-08-01,294.885651,305.551910,0.000000
1989-08-02,295.172516,308.122345,0.000000
1989-08-03,295.262634,308.991211,0.864684
1989-08-04,296.483459,307.993622,0.000000
1989-08-05,296.546570,306.776672,0.000000
1989-08-06,296.050568,308.010223,3.936904
1989-08-07,296.886139,308.112610,7.207070
1989-08-08,297.413055,306.512024,9.220116
1989-08-09,297.152496,304.908264,14.131688
1989-08-10,296.761627,303.942657,14.577230
1989-08-11,296.936279,303.060089,8.966142
1989-08-12,295.191986,302.406586,17.224886
1989-08-13,293.870056,304.640869,6.080630
1989-08-14,295.516235,305.645081,0.000000
1989-08-15,294.645142,306.021515,4.342339
1989-08-16,294.828522,307.710632,1.593549
1989-08-17,295.267792,308.887512,5.548522
1989-08-18,298.175720,306.788940,4.318012
1989-08-19,295.728577,306.938080,0.000000
1989-08-20,295.010193,306.476624,1.338992
1989-08-21,297.396393,304.776062,7.281322
1989-08-22,296.020294,305.804596,7.424623
1989-08-23,293.125854,303.069489,2.469398
1989-08-24,293.868988,306.184448,0.000000
1989-08-25,295.686584,307.435638,1.174343
1989-08-26,297.266815,306.391296,7.463034
1989-08-27,297.513000,305.467010,8.444255
1989-08-28,296.562531,306.788788,0.430861
1989-08-29,294.494415,306.814911,0.327467
1989-08-30,294.580963,309.088715,0.000000
1989-08-31,293.616241,307.734680,0.535913
1989-09-01,294.060547,307.172485,0.000000
1989-09-02,294.085449,305.596710,0.625013
1989-09-03,295.690338,305.996277,0.000000
1989-09-04,296.042572,307.811859,0.000000
1989-09-05,295.999298,309.348572,0.000000
1989-09-06,295.412292,309.701721,0.000000
1989-09-07,295.780823,309.567932,0.000000
1989-09-08,294.903748,309.090607,2.576390
1989-09-09,293.731171,303.570648,3.779505
1989-09-10,291.749390,303.553558,1.206298
1989-09-11,294.123657,302.735779,8.391438
1989-09-12,293.294861,303.632996,16.246946
1989-09-13,293.965759,306.685394,0.000000
1989-09-14,295.401428,307.051086,0.000000
1989-09-15,294.816223,306.908020,0.000000
1989-09-16,294.788055,306.434082,2.962607
1989-09-17,294.413849,306.197784,0.000000
1989-09-18,293.884155,306.351807,0.000000
1989-09-19,295.532013,306.748230,0.000000
1989-09-20,295.510986,305.316437,0.000000
1989-09-21,294.288513,306.687042,0.000000
1989-09-22,294.670227,309.593842,0.000000
1989-09-23,294.617859,304.442596,5.159129
1989-09-24,295.443787,305.528290,9.871739
1989-09-25,294.336426,302.731232,6.081050
1989-09-26,295.108368,304.251526,58.680515
1989-09-27,293.713379,307.261444,53.644176
1989-09-28,293.802917,305.287140,1.869992
1989-09-29,293.949921,303.003082,28.861584
1989-09-30,294.267334,303.595459,32.489376
1989-10-01,292.790649,303.405273,0.000000
1989-10-02,289.714539,301.213287,0.000000
1989-10-03,290.385101,303.690186,0.000000
1989-10-04,291.018372,301.295410,0.000000
1989-10-05,283.947205,299.916351,0.000000
1989-10-06,286.458710,302.212097,0.000000
1989-10-07,287.374634,300.750092,0.000000
1989-10-08,290.429199,303.936859,5.339797
1989-10-09,293.090851,302.926849,3.848089
1989-10-10,292.365509,301.462708,16.673162
1989-10-11,291.985840,302.674225,0.000000
1989-10-12,292.500092,298.508667,3.165056
1989-10-13,288.092529,298.009186,0.000000
1989-10-14,282.838074,297.595856,0.000000
1989-10-15,284.874481,300.723114,0.509116
1989-10-16,287.863434,298.860321,0.000000
1989-10-17,286.175629,299.922638,0.000000
1989-10-18,286.551300,298.307129,0.000000
1989-10-19,286.116608,294.113922,0.000000
1989-10-20,281.698486,289.400909,0.000000
1989-10-21,285.169098,291.511139,55.120193
1989-10-22,282.860535,295.170227,36.776012
1989-10-23,278.708832,286.520905,0.000000
1989-10-24,278.792450,287.549042,0.000000
1989-10-25,280.868835,292.584503,0.000000
1989-10-26,280.941711,297.219910,0.000000
1989-10-27,282.955414,298.705536,0.000000
1989-10-28,282.787537,294.060150,0.000000
1989-10-29,283.553894,300.187317,0.000000
1989-10-30,285.740845,299.672394,0.000000
1989-10-31,290.538086,299.657593,2.866724
1989-11-01,290.680145,297.611176,8.092526
1989-11-02,277.324249,288.458466,0.000000
1989-11-03,274.295380,288.826752,0.000000
1989-11-04,277.663147,292.398651,0.000000
1989-11-05,278.694885,292.915466,0.000000
1989-11-06,280.251923,289.419037,0.000000
1989-11-07,280.827850,293.651489,0.000000
1989-11-08,281.722839,291.279144,0.000000
1989-11-09,285.211426,294.453735,39.150871
1989-11-10,283.748016,294.464935,35.903652
1989-11-11,282.474060,288.273529,7.354236
1989-11-12,277.928101,287.974213,0.000000
1989-11-13,276.699158,288.276123,0.000000
1989-11-14,276.615784,291.330811,0.000000
1989-11-15,280.782440,293.242889,0.000000
1989-11-16,283.515350,289.449677,0.000000
1989-11-17,277.248535,286.509552,0.351804
1989-11-18,282.579437,287.116669,23.579315
1989-11-19,281.676910,288.297668,5.004294
1989-11-20,280.665588,295.762054,0.738656
1989-11-21,280.883362,291.282349,0.000000
1989-11-22,287.436279,292.704102,2.554183
1989-11-23,286.375061,297.725372,0.000000
1989-11-24,284.498322,299.226349,0.000000
1989-11-25,282.855743,296.518372,0.000000
1989-11-26,283.930634,297.105988,0.000000
1989-11-27,284.633331,298.692200,0.000000
1989-11-28,287.369751,292.874268,1.348652
1989-11-29,270.656219,284.429504,0.000000
1989-11-30,275.351410,294.574036,0.000000
1989-12-01,280.136597,296.951782,0.000000
1989-12-02,277.358490,292.685577,0.000000
1989-12-03,281.377808,297.500763,0.000000
1989-12-04,285.945770,299.010376,0.000000
1989-12-05,285.506104,294.627838,0.000000
1989-12-06,282.656311,297.396362,0.000000
1989-12-07,284.706116,293.002441,0.000000
1989-12-08,273.740082,286.744598,0.563277
1989-12-09,272.846436,286.098755,0.000000
1989-12-10,275.370758,287.967621,0.000000
1989-12-11,276.705902,286.796448,0.000000
1989-12-12,270.325043,279.063538,0.000000
1989-12-13,278.056732,288.553467,35.232414
1989-12-14,276.709229,284.219940,22.225918
1989-12-15,276.185089,285.407410,53.610622
1989-12-16,266.012207,268.474457,1.367563
1989-12-17,268.442780,275.716980,0.301425
1989-12-18,270.541870,275.150299,7.645146
1989-12-19,269.487152,278.250854,7.417819
1989-12-20,267.152039,273.303802,1.900296
1989-12-21,274.162933,281.708252,2.608608
1989-12-22,270.122955,282.647552,0.000000
1989-12-23,272.732513,283.510834,0.000000
1989-12-24,271.131439,281.959869,0.000000
1989-12-25,272.598114,287.215424,0.000000
1989-12-26,274.185608,284.371948,0.000000
1989-12-27,273.133423,283.500488,0.000000
1989-12-28,269.181610,282.148010,0.000000
1989-12-29,272.119690,287.584961,0.000000
1989-12-30,274.710083,285.383514,0.000000
1989-12-31,275.902069,292.172272,0.000000
1990-01-01,281.872833,288.474792,1.028551
1990-01-02,282.404480,291.686035,0.755143
1990-01-03,274.130493,284.667175,0.000000
1990-01-04,274.551025,288.511047,0.000000
1990-01-05,282.131104,286.982666,0.000000
1990-01-06,274.946777,291.648499,0.535632
1990-01-07,283.660126,300.108124,0.000000
1990-01-08,277.824005,293.758118,0.000000
1990-01-09,270.720459,277.814545,0.000000
1990-01-10,274.962341,284.266693,7.879448
1990-01-11,263.104065,278.844818,4.436474
1990-01-12,264.001587,273.241058,0.000000
1990-01-13,270.622894,276.064545,0.883354
1990-01-14,272.936615,275.818604,5.866153
1990-01-15,272.184753,282.397766,16.288742
1990-01-16,271.785004,282.689240,0.000000
1990-01-17,274.532135,289.433929,0.000000
1990-01-18,275.968414,292.752991,0.000000
1990-01-19,279.752838,295.031464,0.000000
1990-01-20,281.825500,287.237976,0.000000
1990-01-21,272.684387,286.769073,0.000000
1990-01-22,273.556885,282.460693,0.000000
1990-01-23,271.581665,283.020721,0.000000
1990-01-24,275.234619,290.323822,0.000000
1990-01-25,276.552551,288.091736,0.000000
1990-01-26,278.893250,293.231598,0.000000
1990-01-27,279.806427,286.999390,0.000000
1990-01-28,272.672058,279.963013,0.000000
1990-01-29,270.675720,282.767944,0.000000
1990-01-30,279.495972,295.367615,0.000000
1990-01-31,284.046387,294.312653,0.669606
1990-02-01,282.201172,288.324249,11.792320
1990-02-02,270.783722,283.317444,0.771692
1990-02-03,273.986267,286.987122,0.000000
1990-02-04,276.255981,292.296936,0.000000
1990-02-05,278.989777,294.874542,0.000000
1990-02-06,281.398499,295.711060,0.000000
1990-02-07,283.840118,291.346191,14.220786
1990-02-08,278.922211,286.045959,2.374665
1990-02-09,273.789307,279.496277,0.000000
1990-02-10,271.267944,287.389923,0.000000
1990-02-11,277.311127,292.638092,0.000000
1990-02-12,278.337524,296.547699,0.000000
1990-02-13,282.109467,290.909424,0.000000
1990-02-14,279.939575,284.102142,0.000000
1990-02-15,278.495270,282.452148,5.441323
1990-02-16,280.332733,286.876190,19.925911
1990-02-17,272.281097,282.542358,1.596083
1990-02-18,273.884491,283.981995,0.000000
1990-02-19,275.648926,284.863220,0.000000
1990-02-20,273.280609,283.202454,0.000000
1990-02-21,277.045837,286.896820,10.574920
1990-02-22,268.481018,278.388580,0.000000
1990-02-23,275.874664,287.714935,1.115165
1990-02-24,279.504578,293.862518,0.000000
1990-02-25,283.616699,298.452759,0.000000
1990-02-26,285.087067,293.013458,0.000000
1990-02-27,280.042603,288.366089,0.000000
1990-02-28,278.648224,290.656036,0.000000
1990-03-01,279.481140,296.484802,0.000000
1990-03-02,277.560394,288.804291,0.000000
1990-03-03,277.061432,287.779846,0.000000
1990-03-04,279.800751,295.106995,0.000000
1990-03-05,284.019348,294.522736,0.000000
1990-03-06,286.115906,291.264587,0.424588
1990-03-07,281.429535,290.976166,10.491100
1990-03-08,277.070740,280.340027,0.926749
1990-03-09,279.889801,291.604645,13.805632
1990-03-10,286.319763,299.424347,0.000000
1990-03-11,281.133087,292.367981,0.000000
1990-03-12,276.842560,285.495453,0.000000
1990-03-13,279.942352,295.707489,0.000000
1990-03-14,283.795990,301.336792,0.000000
1990-03-15,287.378052,299.928345,5.063717
1990-03-16,280.940094,293.635071,7.217168
1990-03-17,280.907349,292.615662,0.000000
1990-03-18,284.180145,292.913513,5.709177
1990-03-19,283.391479,293.599060,1.614123
1990-03-20,285.423248,291.990570,0.000000
1990-03-21,280.531128,299.505890,0.000000
1990-03-22,286.575714,299.936981,0.000000
1990-03-23,286.049683,294.879639,0.000000
1990-03-24,280.630737,294.648407,0.000000
1990-03-25,281.889038,295.649384,0.303154
1990-03-26,287.794769,299.116333,6.511389
1990-03-27,283.927643,292.095734,0.803830
1990-03-28,286.918518,291.736176,5.681130
1990-03-29,287.859375,293.830261,6.797272
1990-03-30,288.599884,297.169708,2.839737
1990-03-31,285.212708,294.420868,0.000000
1990-04-01,281.378754,287.001007,0.000000
1990-04-02,284.510651,289.376129,0.000000
1990-04-03,286.199768,298.764923,0.000000
1990-04-04,288.928070,298.470001,1.773383
1990-04-05,285.300415,301.704376,0.000000
1990-04-06,287.241364,298.945007,0.000000
1990-04-07,289.560974,299.854095,1.066015
1990-04-08,290.668304,298.299377,0.000000
1990-04-09,287.875885,298.195435,0.000000
1990-04-10,283.814728,291.507355,1.304942
1990-04-11,285.641602,298.497009,0.000000
1990-04-12,285.391174,297.743561,0.000000
1990-04-13,287.020416,299.105469,0.000000
1990-04-14,287.964844,297.445190,0.000000
1990-04-15,286.733337,291.063995,22.702892
1990-04-16,289.245300,296.379181,1.013440
1990-04-17,286.881683,300.996826,0.000000
1990-04-18,285.881775,302.239990,0.000000
1990-04-19,289.971222,299.117767,0.000000
1990-04-20,284.014435,297.425659,0.000000
1990-04-21,287.207581,299.206207,0.000000
1990-04-22,285.064606,303.218536,0.000000
1990-04-23,289.818329,306.101288,0.000000
1990-04-24,292.214996,305.035828,0.000000
1990-04-25,291.559418,304.361145,0.000000
1990-04-26,293.437714,307.559814,0.000000
1990-04-27,294.987854,306.684052,0.333019
1990-04-28,292.838013,303.887756,12.505363
1990-04-29,293.132965,301.273804,0.000000
1990-04-30,287.400787,303.641357,0.000000
1990-05-01,286.339539,296.914215,0.000000
1990-05-02,284.450348,294.898895,0.000000
1990-05-03,289.227173,301.666870,8.619690
1990-05-04,292.618286,302.623413,3.939511
1990-05-05,292.897461,304.273010,6.828973
1990-05-06,291.518555,302.823273,0.000000
1990-05-07,290.851746,304.851837,0.000000
1990-05-08,293.148590,306.610535,0.516005
1990-05-09,294.591400,306.658569,0.280867
1990-05-10,293.602173,303.937439,0.000000
1990-05-11,291.611877,303.117096,0.000000
1990-05-12,290.484467,304.340454,0.000000
1990-05-13,290.405090,305.101105,0.000000
1990-05-14,290.438385,303.538422,0.000000
1990-05-15,290.779541,301.339050,0.000000
