#Variables:
#tasmin_CNRM-CM5_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CNRM-CM5_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CNRM-CM5_historical(K),tasmax_CNRM-CM5_historical(K),pr_CNRM-CM5_historical(mm)"
""
yyyy-mm-dd,tasmin_CNRM-CM5_historical(K),tasmax_CNRM-CM5_historical(K),pr_CNRM-CM5_historical(mm)
1995-12-21,272.077759,285.890106,0.000000
1995-12-22,276.359711,290.435059,0.000000
1995-12-23,284.606903,290.957306,20.155344
1995-12-24,276.379761,286.158966,1.877341
1995-12-25,272.845337,287.887543,0.000000
1995-12-26,275.045410,293.267334,0.000000
1995-12-27,277.188110,294.879303,0.000000
1995-12-28,281.884949,293.585571,9.506855
1995-12-29,287.294098,297.371674,3.608792
1995-12-30,273.041962,289.466187,0.000000
1995-12-31,262.452118,269.185455,0.000000
1996-01-01,262.857758,279.434326,0.000000
1996-01-02,267.885437,285.072205,0.000000
1996-01-03,272.497070,287.773346,0.000000
1996-01-04,273.464081,288.884216,0.000000
1996-01-05,274.184296,290.056793,0.000000
1996-01-06,275.510468,292.408722,0.000000
1996-01-07,277.075592,295.293884,0.000000
1996-01-08,281.316437,294.775146,0.000000
1996-01-09,275.822968,293.587006,0.000000
1996-01-10,280.213318,294.343872,0.000000
1996-01-11,276.954163,294.219299,0.000000
1996-01-12,278.665588,297.216461,0.000000
1996-01-13,280.703735,300.165833,0.000000
1996-01-14,281.347473,298.022095,0.000000
1996-01-15,279.292633,294.052185,0.000000
1996-01-16,281.825500,300.885437,0.000000
1996-01-17,282.361511,302.141479,0.000000
1996-01-18,283.396820,300.246155,0.000000
1996-01-19,282.949585,295.238586,0.000000
1996-01-20,277.831787,295.188385,0.000000
1996-01-21,280.936523,301.576630,0.000000
1996-01-22,284.985077,302.337219,0.000000
1996-01-23,281.996918,297.659637,0.000000
1996-01-24,274.892670,290.349487,0.000000
1996-01-25,282.280426,295.265076,0.611071
1996-01-26,287.419525,296.328827,2.097587
1996-01-27,276.104980,292.097626,0.000000
1996-01-28,276.755035,296.194153,0.000000
1996-01-29,279.093384,292.218292,0.000000
1996-01-30,273.351746,290.931824,0.000000
1996-01-31,277.588409,295.508789,0.000000
1996-02-01,280.194550,298.400909,0.000000
1996-02-02,280.754700,299.524109,0.000000
1996-02-03,281.985474,294.895813,0.000000
1996-02-04,282.056427,288.385406,0.000000
1996-02-05,283.006866,291.150208,4.928330
1996-02-06,287.994507,295.499390,8.603877
1996-02-07,285.505432,295.014038,14.368129
1996-02-08,287.195587,294.958862,6.184317
1996-02-09,280.516327,298.570801,0.000000
1996-02-10,280.508087,297.214630,0.000000
1996-02-11,277.280304,294.761444,0.000000
1996-02-12,280.662659,297.282898,0.000000
1996-02-13,285.818665,295.002319,0.000000
1996-02-14,283.120178,290.347626,0.495989
1996-02-15,285.201752,296.745422,4.904874
1996-02-16,289.415283,299.976868,2.947873
1996-02-17,281.083435,295.226532,0.000000
1996-02-18,279.210938,297.823456,0.000000
1996-02-19,284.589600,293.521057,4.763502
1996-02-20,277.344208,291.350494,0.000000
1996-02-21,276.205139,292.612305,0.000000
1996-02-22,284.161591,300.554962,0.000000
1996-02-23,286.223602,297.659302,0.000000
1996-02-24,275.915619,292.578674,0.000000
1996-02-25,278.048920,296.326599,0.000000
1996-02-26,279.485413,300.259430,0.000000
1996-02-27,282.311951,301.844421,0.000000
1996-02-28,284.747223,296.206909,0.000000
1996-02-29,283.532288,296.218964,0.000000
1996-03-01,282.317322,296.231018,0.000000
1996-03-02,284.559662,287.270630,7.889237
1996-03-03,289.327637,294.955780,3.881629
1996-03-04,279.347137,292.689667,0.000000
1996-03-05,278.980133,293.763123,0.000000
1996-03-06,285.344452,299.522095,0.000000
1996-03-07,288.041351,301.164734,0.000000
1996-03-08,283.866058,298.298920,0.000000
1996-03-09,283.318024,299.198792,0.000000
1996-03-10,284.516022,294.664948,3.517437
1996-03-11,281.039124,285.109039,6.247176
1996-03-12,277.198242,290.573547,0.000000
1996-03-13,276.342621,293.672943,0.000000
1996-03-14,280.509003,300.149750,0.000000
1996-03-15,286.413666,305.560638,0.000000
1996-03-16,285.537750,303.754456,0.000000
1996-03-17,285.182678,302.989532,0.000000
1996-03-18,287.610199,303.087189,0.000000
1996-03-19,289.184723,305.098389,0.000000
1996-03-20,288.820465,302.303345,0.000000
1996-03-21,287.968994,300.768555,0.000000
1996-03-22,289.686859,298.230042,0.000000
1996-03-23,290.277191,302.595490,0.000000
1996-03-24,291.097961,302.125488,2.762665
1996-03-25,287.315674,304.553223,0.000000
1996-03-26,287.591583,306.727234,0.000000
1996-03-27,290.759430,306.238770,0.336141
1996-03-28,288.888641,303.986206,0.000000
1996-03-29,283.035980,301.975098,0.000000
1996-03-30,284.978943,301.263580,0.000000
1996-03-31,290.602356,303.643982,3.151949
1996-04-01,292.081268,304.823303,0.000000
1996-04-02,287.841614,301.179016,0.000000
1996-04-03,280.916046,298.200378,0.000000
1996-04-04,281.630066,302.072266,0.000000
1996-04-05,284.840210,303.572235,0.000000
1996-04-06,287.636627,304.079010,0.000000
1996-04-07,290.333710,304.144196,0.000000
1996-04-08,291.952362,302.660553,0.323327
1996-04-09,289.496704,304.215332,0.000000
1996-04-10,291.964630,301.000977,0.879865
1996-04-11,291.895264,301.297272,1.986360
1996-04-12,289.844574,302.259644,1.815601
1996-04-13,290.072327,307.196045,0.000000
1996-04-14,290.837280,305.763153,0.000000
1996-04-15,292.260834,304.853363,1.066015
1996-04-16,291.663116,304.658478,0.000000
1996-04-17,285.771301,305.170258,0.000000
1996-04-18,286.978455,306.282532,0.000000
1996-04-19,287.964905,302.239990,0.000000
1996-04-20,290.240387,307.425568,0.000000
1996-04-21,291.960083,305.022827,0.000000
1996-04-22,289.804443,303.963409,0.000000
1996-04-23,290.529694,302.663239,0.000000
1996-04-24,292.360779,305.752014,0.000000
1996-04-25,291.993622,306.737946,0.000000
1996-04-26,292.812653,307.790131,0.000000
1996-04-27,293.070404,306.573730,0.000000
1996-04-28,293.727844,303.970306,0.000000
1996-04-29,291.621735,306.813599,0.000000
1996-04-30,292.688049,309.206177,0.787015
1996-05-01,292.374420,304.388641,0.401025
1996-05-02,289.809753,293.057678,8.434060
1996-05-03,289.910858,296.220642,12.887179
1996-05-04,290.954773,299.734100,5.479553
1996-05-05,291.587372,302.920288,0.000000
1996-05-06,291.731415,304.560059,0.000000
1996-05-07,293.639069,306.935425,0.679091
1996-05-08,295.817871,307.506470,0.000000
1996-05-09,294.369080,310.075684,0.000000
1996-05-10,293.899323,308.355011,0.000000
1996-05-11,295.106049,307.117889,0.000000
1996-05-12,295.191406,305.347321,2.834308
1996-05-13,292.978119,303.334106,13.921706
1996-05-14,290.267639,298.375732,28.413406
1996-05-15,288.203552,300.251068,0.000000
1996-05-16,292.630890,296.474396,2.978055
1996-05-17,292.348724,302.271637,20.133989
1996-05-18,292.510162,304.297668,8.308594
1996-05-19,296.078735,304.572144,27.678522
1996-05-20,294.535309,300.255829,26.602642
1996-05-21,295.644196,299.447784,22.957802
1996-05-22,295.419067,297.158386,42.566181
1996-05-23,287.188049,296.295624,0.000000
1996-05-24,285.845306,299.093475,0.000000
1996-05-25,287.325470,303.678802,0.000000
1996-05-26,291.398712,305.969543,0.000000
1996-05-27,292.597839,306.443970,0.000000
1996-05-28,292.746735,306.642883,0.000000
1996-05-29,292.977203,307.268066,0.000000
1996-05-30,292.650757,307.716553,0.000000
1996-05-31,292.872925,307.722534,0.000000
1996-06-01,291.888275,307.053802,0.000000
1996-06-02,293.758392,305.729401,0.000000
1996-06-03,293.388000,305.602966,7.617608
1996-06-04,294.878876,302.393463,0.000000
1996-06-05,291.648102,301.658997,0.000000
1996-06-06,290.077881,303.469208,0.000000
1996-06-07,291.978058,304.599640,0.000000
1996-06-08,293.731323,304.718597,29.760225
1996-06-09,292.073792,303.117554,0.000000
1996-06-10,292.467499,307.002655,0.000000
1996-06-11,294.775543,309.040436,0.000000
1996-06-12,297.042755,312.018372,0.000000
1996-06-13,297.383453,313.197296,3.347770
1996-06-14,297.136139,310.553192,0.000000
1996-06-15,296.984467,306.750977,2.783703
1996-06-16,293.523590,303.455750,0.000000
1996-06-17,292.712891,306.326782,0.000000
1996-06-18,294.593903,307.296326,0.000000
1996-06-19,293.562347,306.184570,0.000000
1996-06-20,293.406342,306.730011,0.000000
1996-06-21,294.140839,306.764160,0.000000
1996-06-22,294.220947,307.743988,0.000000
1996-06-23,294.509247,307.177948,0.000000
1996-06-24,294.938843,307.487732,0.000000
1996-06-25,295.572937,308.263153,0.000000
1996-06-26,296.406799,309.181183,0.000000
1996-06-27,297.311096,307.233948,0.000000
1996-06-28,297.235870,307.437317,0.000000
1996-06-29,296.786224,308.518219,0.000000
1996-06-30,298.023407,310.779510,0.000000
1996-07-01,297.953766,308.857361,0.000000
1996-07-02,297.114532,308.618042,0.000000
1996-07-03,296.953094,307.238312,2.143641
1996-07-04,295.989288,305.794556,7.374408
1996-07-05,295.451263,306.087830,1.030212
1996-07-06,296.037292,307.489380,0.000000
1996-07-07,297.695984,309.649597,0.496286
1996-07-08,298.055725,312.427704,0.000000
1996-07-09,298.833954,313.687500,0.000000
1996-07-10,300.345490,313.863831,0.000000
1996-07-11,300.420349,310.608795,0.000000
1996-07-12,296.751221,306.571655,4.017902
1996-07-13,297.753357,303.310150,0.000000
1996-07-14,294.826111,307.095520,0.486097
1996-07-15,294.209839,309.605164,0.985740
1996-07-16,295.839935,308.221527,0.000000
1996-07-17,298.126801,305.337097,0.415642
1996-07-18,298.032440,306.341522,1.891637
1996-07-19,297.235413,309.757385,0.000000
1996-07-20,298.908234,311.353790,0.000000
1996-07-21,299.644775,311.192719,0.000000
1996-07-22,298.388214,310.618225,0.000000
1996-07-23,297.464783,310.978088,0.000000
1996-07-24,297.326599,311.154663,0.000000
1996-07-25,296.954315,310.208221,0.000000
1996-07-26,296.240112,310.264954,0.000000
1996-07-27,297.814758,308.732880,0.000000
1996-07-28,298.101562,310.574463,0.000000
1996-07-29,299.039917,312.903076,0.000000
1996-07-30,297.782135,312.553955,0.000000
1996-07-31,297.060486,312.256378,0.000000
1996-08-01,298.095123,312.406067,0.000000
1996-08-02,297.583710,311.086884,0.000000
1996-08-03,298.168579,310.872589,0.000000
1996-08-04,297.316437,311.753510,0.000000
1996-08-05,297.237610,312.078857,0.000000
1996-08-06,298.201630,309.838623,4.563282
1996-08-07,297.111694,307.054932,0.286792
1996-08-08,295.517700,308.798431,0.444073
1996-08-09,296.364105,311.645996,0.000000
1996-08-10,297.088898,312.752930,0.000000
1996-08-11,297.344086,311.592407,0.000000
1996-08-12,299.984039,310.425507,4.599678
1996-08-13,296.294159,310.845734,0.000000
1996-08-14,297.214874,311.513916,0.000000
1996-08-15,297.679291,310.887939,0.000000
1996-08-16,299.149994,309.515869,1.911689
1996-08-17,298.177399,310.863220,0.414951
1996-08-18,297.346741,310.738556,0.000000
1996-08-19,296.855438,310.784424,0.000000
1996-08-20,297.269196,310.135132,0.000000
1996-08-21,296.316101,310.092896,0.000000
1996-08-22,296.172638,309.710083,0.000000
1996-08-23,296.965332,308.694122,4.591470
1996-08-24,295.670959,309.146454,0.000000
1996-08-25,296.423676,309.779175,0.000000
1996-08-26,296.039368,310.087402,0.000000
1996-08-27,296.256775,310.531647,0.000000
1996-08-28,295.785675,309.030060,0.000000
1996-08-29,294.117126,306.942383,0.000000
1996-08-30,295.097137,304.967224,6.566692
1996-08-31,293.989899,304.275604,1.508655
1996-09-01,295.244324,306.983185,0.000000
1996-09-02,294.984009,307.325806,11.630407
1996-09-03,294.601685,306.562317,1.959214
1996-09-04,295.207245,306.212891,0.000000
1996-09-05,295.134216,307.591522,1.080166
1996-09-06,296.668793,309.348572,0.000000
1996-09-07,297.716675,310.055115,0.000000
1996-09-08,295.937592,309.056244,0.000000
1996-09-09,295.160400,308.374847,0.000000
1996-09-10,295.425415,308.655029,0.000000
1996-09-11,295.997223,309.293945,0.000000
1996-09-12,295.351044,307.450317,0.000000
1996-09-13,295.547241,308.299347,0.000000
1996-09-14,296.283234,309.130585,0.000000
1996-09-15,296.415253,308.601227,0.000000
1996-09-16,295.404266,307.253479,0.000000
1996-09-17,294.959320,307.337402,0.000000
1996-09-18,296.615234,306.984497,0.000000
1996-09-19,295.535431,305.989685,0.000000
1996-09-20,295.410156,305.757965,0.000000
1996-09-21,296.133148,306.002167,0.000000
1996-09-22,294.866669,306.998932,0.000000
1996-09-23,295.438934,307.291260,0.000000
1996-09-24,293.798035,306.788757,1.571194
1996-09-25,294.068329,304.192352,0.000000
1996-09-26,292.763672,304.309723,0.000000
1996-09-27,291.719299,304.981384,0.000000
1996-09-28,291.951233,307.042358,0.000000
1996-09-29,293.642212,304.247803,11.029061
1996-09-30,295.362640,306.412231,10.918715
1996-10-01,292.447906,304.225006,1.367001
1996-10-02,293.531769,301.867310,0.000000
1996-10-03,287.911469,305.494476,0.000000
1996-10-04,294.367828,306.079712,1.007251
1996-10-05,292.894470,304.400391,4.590260
1996-10-06,286.547607,297.799133,0.000000
1996-10-07,285.288300,302.323761,0.000000
1996-10-08,290.555267,302.064697,20.285631
1996-10-09,290.628448,305.363403,3.224236
1996-10-10,292.790680,297.957123,43.691601
1996-10-11,289.686584,300.914001,26.675650
1996-10-12,292.819031,306.319733,0.834790
1996-10-13,289.431946,302.999481,0.000000
1996-10-14,289.036133,303.986053,0.000000
1996-10-15,289.476532,303.966064,0.460946
1996-10-16,290.435699,300.904175,1.351740
1996-10-17,289.892090,301.219666,0.000000
1996-10-18,290.047180,305.153961,0.000000
1996-10-19,291.200867,302.624298,0.000000
1996-10-20,290.991089,302.434448,0.000000
1996-10-21,291.202057,302.831909,0.000000
1996-10-22,292.927246,306.309509,0.000000
1996-10-23,287.721832,299.592255,0.000000
1996-10-24,284.820404,301.543091,0.000000
1996-10-25,283.525085,297.912872,0.000000
1996-10-26,284.192749,300.880188,0.000000
1996-10-27,288.220947,303.768158,0.000000
1996-10-28,290.014069,305.775360,0.000000
1996-10-29,287.784882,306.192963,0.000000
1996-10-30,289.325958,300.636139,0.000000
1996-10-31,281.295837,300.052612,0.000000
1996-11-01,284.232788,303.668732,0.000000
1996-11-02,287.303345,304.834045,0.000000
1996-11-03,290.678528,302.777893,1.189244
1996-11-04,291.362457,299.219330,0.000000
1996-11-05,286.329803,300.722565,0.000000
1996-11-06,286.253235,301.490051,0.000000
1996-11-07,287.420959,302.208862,0.000000
1996-11-08,288.203979,303.028412,0.000000
1996-11-09,290.350983,302.634430,0.000000
1996-11-10,291.094269,301.271973,6.515378
1996-11-11,286.921021,298.376740,0.000000
1996-11-12,281.513580,295.613495,0.000000
1996-11-13,279.889893,300.357422,0.000000
1996-11-14,283.072205,302.999969,0.000000
1996-11-15,288.750153,303.277740,0.000000
1996-11-16,285.039276,295.923828,0.000000
1996-11-17,283.367340,300.077606,0.000000
1996-11-18,280.845825,299.078644,0.000000
1996-11-19,281.184235,294.031860,0.000000
1996-11-20,279.998718,289.294189,0.000000
1996-11-21,280.163879,284.508484,0.930684
1996-11-22,273.467865,284.232849,0.000000
1996-11-23,273.579071,288.718689,0.000000
1996-11-24,280.294342,298.246704,0.561485
1996-11-25,283.016235,291.233490,2.203009
1996-11-26,270.371155,280.913940,1.399715
1996-11-27,271.099945,289.301697,0.000000
1996-11-28,273.930267,293.066986,0.000000
1996-11-29,278.833679,297.759521,0.000000
1996-11-30,278.855652,291.083344,0.000000
1996-12-01,275.045166,291.077972,0.000000
1996-12-02,275.013824,292.793671,0.000000
1996-12-03,276.460999,294.590424,0.000000
1996-12-04,281.954254,294.960236,0.000000
1996-12-05,285.189636,295.086945,0.000000
1996-12-06,278.829712,297.396362,0.000000
1996-12-07,285.072693,300.612122,0.000000
1996-12-08,268.038452,291.759064,0.000000
1996-12-09,265.451355,278.032715,0.000000
1996-12-10,267.145966,284.657440,0.000000
1996-12-11,271.065430,284.021729,0.000000
1996-12-12,276.464050,288.264343,0.000000
1996-12-13,275.699127,292.719696,0.000000
1996-12-14,276.207214,290.322235,0.000000
1996-12-15,283.123718,298.255127,0.000000
1996-12-16,284.333923,296.006897,0.000000
1996-12-17,266.442841,287.238251,0.000000
1996-12-18,262.968567,278.195435,0.000000
1996-12-19,271.349060,283.505890,0.000000
1996-12-20,275.612305,290.742889,0.000000
1996-12-21,282.823975,293.816742,1.720809
1996-12-22,287.258484,298.972229,0.000000
1996-12-23,275.943848,291.265869,0.000000
1996-12-24,284.376984,299.351044,0.000000
1996-12-25,284.347382,300.195099,0.000000
1996-12-26,288.063782,300.370636,0.000000
1996-12-27,288.878723,303.203400,0.000000
1996-12-28,286.959656,298.820007,0.000000
1996-12-29,284.880951,299.009735,0.000000
1996-12-30,284.252594,294.863617,0.607283
1996-12-31,275.048798,292.319122,0.000000
1997-01-01,281.227814,299.462402,0.409166
1997-01-02,277.603973,291.586670,0.000000
1997-01-03,269.022034,279.766541,0.000000
1997-01-04,271.728271,280.180450,0.000000
1997-01-05,269.710663,283.757294,0.000000
1997-01-06,278.594513,290.659424,1.992426
1997-01-07,280.353363,295.691010,0.000000
1997-01-08,276.102936,291.296173,0.000000
1997-01-09,276.618866,293.880585,0.000000
1997-01-10,278.322723,298.241119,0.000000
1997-01-11,275.719238,292.175323,0.000000
1997-01-12,279.450562,296.437805,1.543698
1997-01-13,277.106415,291.440155,0.354943
1997-01-14,271.491150,286.382812,0.000000
1997-01-15,274.828796,286.832733,0.000000
1997-01-16,275.781158,292.832092,0.000000
1997-01-17,281.251129,294.157959,4.862606
1997-01-18,280.759277,289.974915,3.795449
1997-01-19,275.772491,285.504028,7.702721
1997-01-20,274.760559,283.950623,0.000000
1997-01-21,271.474274,280.800171,0.000000
1997-01-22,270.888916,283.961151,0.000000
1997-01-23,273.422638,289.839508,0.000000
1997-01-24,274.677094,292.719513,0.000000
1997-01-25,276.544495,295.367615,0.000000
1997-01-26,279.047150,293.026581,0.000000
1997-01-27,284.016418,290.453430,3.470658
1997-01-28,279.394348,289.282867,0.000000
1997-01-29,278.925537,294.917938,0.000000
1997-01-30,281.270660,297.991486,0.000000
1997-01-31,285.937775,303.932373,0.000000
1997-02-01,285.320648,301.806061,0.000000
1997-02-02,282.877930,301.970093,0.000000
1997-02-03,284.537323,303.123413,0.000000
1997-02-04,282.850952,301.468414,0.000000
1997-02-05,283.328308,300.320282,0.000000
1997-02-06,283.891022,296.547699,4.562883
1997-02-07,285.108490,294.374054,35.341824
1997-02-08,284.572632,293.211517,12.762339
1997-02-09,287.529022,293.765808,7.602440
1997-02-10,283.501251,293.980469,0.703546
1997-02-11,279.766357,294.969788,0.000000
1997-02-12,276.285919,290.342407,0.000000
1997-02-13,273.794586,283.301208,0.000000
1997-02-14,273.359070,282.862885,0.000000
1997-02-15,278.129150,287.953247,0.502004
1997-02-16,275.982269,293.084290,0.000000
1997-02-17,280.332733,290.496246,0.000000
1997-02-18,279.365967,289.075348,0.000000
1997-02-19,281.125183,289.047058,21.095234
1997-02-20,284.399475,297.737640,6.138014
1997-02-21,282.346313,296.928314,0.000000
1997-02-22,282.721313,291.833252,0.376118
1997-02-23,286.918671,293.834869,5.441323
1997-02-24,280.453949,293.778900,1.632235
1997-02-25,277.962646,282.098633,3.008937
1997-02-26,280.258514,281.631470,0.000000
1997-02-27,281.227844,288.212921,0.000000
1997-02-28,279.848907,300.014465,0.000000
1997-03-01,282.590637,299.554596,0.000000
1997-03-02,285.928497,295.526184,13.975164
1997-03-03,288.031158,298.361328,5.146575
1997-03-04,277.734863,293.585205,0.000000
1997-03-05,274.680511,286.880524,0.000000
1997-03-06,279.741882,290.413269,0.000000
1997-03-07,284.715271,299.076477,0.000000
1997-03-08,284.337646,293.780304,0.388904
1997-03-09,285.717834,291.182068,0.000000
1997-03-10,281.360016,295.249542,0.468292
1997-03-11,285.106628,296.095215,0.000000
1997-03-12,280.063812,296.630524,0.000000
1997-03-13,287.062103,299.485168,0.000000
1997-03-14,281.994080,294.065186,0.000000
1997-03-15,281.739929,296.644623,0.000000
1997-03-16,284.749725,298.281433,0.797719
1997-03-17,283.412872,294.295593,0.000000
1997-03-18,279.896545,298.692322,0.000000
1997-03-19,282.045319,296.417419,0.000000
1997-03-20,286.926422,299.092377,1.298318
1997-03-21,284.824585,302.915070,3.404006
1997-03-22,289.458496,301.223206,0.873036
1997-03-23,288.512268,304.214722,0.000000
1997-03-24,288.271942,300.881683,0.000000
1997-03-25,287.678680,295.947632,0.000000
1997-03-26,283.022980,290.309875,0.000000
1997-03-27,279.569397,297.841614,1.389106
1997-03-28,288.736694,301.412689,1.684766
1997-03-29,285.789276,298.225586,0.000000
1997-03-30,283.911682,302.354279,0.000000
1997-03-31,286.316803,303.616364,0.000000
1997-04-01,288.040314,301.297760,0.000000
1997-04-02,282.410370,296.861359,0.000000
1997-04-03,281.064728,290.167664,0.000000
1997-04-04,277.959015,293.671448,0.000000
1997-04-05,278.032410,290.574493,0.000000
1997-04-06,278.949799,296.855103,0.000000
1997-04-07,280.939514,300.864777,0.000000
1997-04-08,284.581635,301.201569,0.000000
1997-04-09,287.696167,301.496002,0.000000
1997-04-10,289.849091,298.637024,0.000000
1997-04-11,289.132050,297.745422,0.000000
1997-04-12,287.800781,298.641449,0.000000
1997-04-13,288.998383,294.126251,1.954294
1997-04-14,291.021271,300.820312,2.403901
1997-04-15,292.824768,302.428497,4.208571
1997-04-16,293.013672,303.623047,9.950556
1997-04-17,293.188843,305.044525,1.747213
1997-04-18,292.083771,303.728760,0.690437
1997-04-19,288.017181,302.317444,0.000000
1997-04-20,287.775757,298.112488,2.776253
1997-04-21,284.483795,285.335480,1.634624
1997-04-22,285.824554,302.607483,0.000000
1997-04-23,288.417938,303.018616,0.000000
1997-04-24,293.123077,302.566956,0.000000
1997-04-25,293.677856,307.976196,0.000000
1997-04-26,291.229950,305.900543,0.544556
1997-04-27,289.409668,307.988800,0.000000
1997-04-28,292.967194,302.389984,0.000000
1997-04-29,290.268860,295.996887,11.721549
1997-04-30,286.490723,298.992676,0.000000
1997-05-01,289.436829,303.758392,0.698114
1997-05-02,290.731537,301.402466,0.000000
1997-05-03,290.022736,301.715515,0.000000
1997-05-04,293.578308,306.953918,0.331252
1997-05-05,293.285980,303.476776,4.637696
1997-05-06,286.701904,299.822968,0.000000
1997-05-07,287.977386,302.577881,0.000000
1997-05-08,293.588348,300.044159,1.314800
1997-05-09,294.069000,300.668488,4.831913
1997-05-10,288.080322,303.117706,0.000000
1997-05-11,287.801056,304.768768,0.000000
1997-05-12,288.909393,303.573608,0.000000
1997-05-13,290.632874,305.822662,0.000000
1997-05-14,291.198059,305.602539,0.000000
1997-05-15,291.762115,303.606567,0.000000
1997-05-16,292.231171,300.700348,0.000000
1997-05-17,291.087250,304.590881,0.000000
1997-05-18,289.018219,305.956665,0.000000
1997-05-19,291.469910,302.912537,0.000000
1997-05-20,286.268463,296.467133,0.000000
1997-05-21,284.106445,301.381134,0.000000
1997-05-22,286.418335,307.945618,0.000000
1997-05-23,290.396484,308.502289,0.000000
1997-05-24,291.959564,309.406891,0.000000
1997-05-25,293.156708,308.358215,0.000000
1997-05-26,293.068848,309.846893,0.000000
1997-05-27,293.602020,308.954926,0.000000
1997-05-28,296.599731,306.302826,1.162781
1997-05-29,296.654572,302.516632,49.881683
1997-05-30,295.466064,302.958069,35.094109
1997-05-31,295.942993,298.627167,30.489742
1997-06-01,293.551117,303.309906,4.676256
1997-06-02,295.084381,303.549774,8.990553
1997-06-03,294.264557,303.203186,8.579455
1997-06-04,292.633911,301.857178,0.292213
1997-06-05,292.824402,302.557617,8.617917
1997-06-06,293.529449,303.052582,0.000000
1997-06-07,292.955322,303.817749,0.862277
1997-06-08,292.281586,303.184021,0.794168
1997-06-09,292.450439,306.119019,2.044050
1997-06-10,293.953735,306.813721,0.000000
1997-06-11,295.139221,306.895233,0.000000
1997-06-12,295.517700,308.216492,0.000000
1997-06-13,296.181305,309.887360,0.000000
1997-06-14,297.391998,309.729462,0.000000
1997-06-15,297.354797,305.964661,0.574382
1997-06-16,296.198334,304.446503,1.261463
1997-06-17,295.190826,303.029053,2.750327
1997-06-18,295.111816,302.632111,6.526843
1997-06-19,295.233734,299.432526,31.204145
1997-06-20,295.815063,299.710205,29.009781
1997-06-21,295.412750,302.816956,18.223257
1997-06-22,295.046753,304.359131,5.218719
1997-06-23,294.339935,305.733704,4.354275
1997-06-24,295.894043,306.541809,0.000000
1997-06-25,296.135712,307.304260,0.000000
1997-06-26,297.852753,309.518188,1.643075
1997-06-27,297.888794,307.161621,0.000000
1997-06-28,298.220856,309.865051,0.000000
1997-06-29,298.589386,309.941040,0.000000
1997-06-30,298.134064,309.485474,0.000000
1997-07-01,297.669098,310.059357,0.000000
1997-07-02,298.087372,311.267242,0.000000
1997-07-03,298.342133,313.530151,0.000000
1997-07-04,300.188934,314.008392,0.000000
1997-07-05,299.653046,313.742065,0.000000
1997-07-06,297.771301,311.066040,1.326173
1997-07-07,298.994629,309.694244,0.000000
1997-07-08,296.849823,309.402893,0.000000
1997-07-09,295.709747,308.093384,0.000000
1997-07-10,296.144226,308.807129,0.000000
1997-07-11,299.087433,310.553497,0.000000
1997-07-12,297.720428,311.572968,0.000000
1997-07-13,296.571838,312.155792,0.000000
1997-07-14,296.990814,311.693909,0.000000
1997-07-15,298.359894,312.108490,0.979054
1997-07-16,298.717987,307.377045,8.179249
1997-07-17,296.965790,304.695312,18.102303
1997-07-18,297.584869,306.013489,10.929078
1997-07-19,296.922791,305.619690,8.555637
1997-07-20,295.634064,308.980621,1.084642
1997-07-21,296.817780,310.154480,0.000000
1997-07-22,297.501221,308.883087,9.459527
1997-07-23,298.728607,305.418884,32.308537
1997-07-24,295.397003,299.679718,18.726870
1997-07-25,295.760620,301.386505,47.927509
1997-07-26,296.898224,301.686554,2.981926
1997-07-27,297.928131,301.779694,3.540958
1997-07-28,297.082703,304.065735,0.000000
1997-07-29,296.193237,304.453827,0.708422
1997-07-30,294.696503,305.610352,0.000000
1997-07-31,295.066040,307.490509,0.000000
1997-08-01,296.655396,307.581207,0.000000
1997-08-02,297.799255,307.051941,5.896471
1997-08-03,297.547455,306.470337,5.594112
1997-08-04,296.936279,306.338257,0.389788
1997-08-05,296.983490,306.684662,0.000000
1997-08-06,297.085419,308.319397,0.000000
1997-08-07,296.624176,309.490906,0.000000
1997-08-08,296.800720,311.284210,0.000000
1997-08-09,299.778015,309.384003,4.677481
1997-08-10,295.500488,307.497498,2.779184
1997-08-11,295.541870,309.026093,0.000000
1997-08-12,296.073914,308.550598,0.000000
1997-08-13,295.991211,308.711365,0.000000
1997-08-14,296.122803,308.264832,0.000000
1997-08-15,295.828735,309.543945,0.000000
1997-08-16,296.071259,309.868530,0.000000
1997-08-17,298.005615,309.598846,0.000000
1997-08-18,298.041595,309.180115,4.318012
1997-08-19,296.302216,306.775787,3.281300
1997-08-20,294.792664,306.274719,0.000000
1997-08-21,292.055573,304.752563,1.886066
1997-08-22,297.358307,301.612976,18.046026
1997-08-23,297.399231,303.517151,3.257219
1997-08-24,296.801208,303.338043,0.000000
