#Variables:
#tasmin_BNU-ESM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_BNU-ESM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_BNU-ESM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_BNU-ESM_historical(K),tasmax_BNU-ESM_historical(K),pr_BNU-ESM_historical(mm)"
""
yyyy-mm-dd,tasmin_BNU-ESM_historical(K),tasmax_BNU-ESM_historical(K),pr_BNU-ESM_historical(mm)
2000-11-10,290.562775,299.219330,0.582045
2000-11-11,285.259491,297.103638,0.000000
2000-11-12,277.019684,288.334290,0.000000
2000-11-13,278.278870,291.984375,0.000000
2000-11-14,281.822906,293.720703,0.000000
2000-11-15,277.166016,298.110901,0.000000
2000-11-16,282.053650,292.010071,0.000000
2000-11-17,275.552765,290.031403,0.000000
2000-11-18,280.002777,299.420563,0.000000
2000-11-19,283.739990,296.210907,0.000000
2000-11-20,276.387085,293.226929,0.000000
2000-11-21,280.118073,297.991028,0.000000
2000-11-22,281.241730,296.768158,0.000000
2000-11-23,286.760834,298.120697,1.863812
2000-11-24,291.258240,299.787231,0.659802
2000-11-25,291.534698,298.511963,2.806937
2000-11-26,278.697693,297.611145,0.352171
2000-11-27,270.349884,284.401398,0.000000
2000-11-28,272.567657,289.351074,0.000000
2000-11-29,275.359039,290.550903,0.000000
2000-11-30,273.647003,292.334747,0.000000
2000-12-01,276.223450,294.530457,0.000000
2000-12-02,276.636475,290.614960,0.000000
2000-12-03,275.432220,297.537384,0.000000
2000-12-04,280.955383,291.388977,2.468598
2000-12-05,274.730652,291.960236,0.000000
2000-12-06,277.139435,297.292358,0.000000
2000-12-07,279.524292,300.294189,0.000000
2000-12-08,284.262543,300.418060,0.000000
2000-12-09,284.385040,296.926636,0.000000
2000-12-10,281.785583,298.125000,0.000000
2000-12-11,277.306671,296.600769,0.580626
2000-12-12,270.665466,285.967773,0.000000
2000-12-13,277.279999,298.763885,0.000000
2000-12-14,284.384857,292.592499,0.000000
2000-12-15,275.507843,290.844940,0.000000
2000-12-16,278.903625,287.653290,1.377364
2000-12-17,278.425262,288.370880,6.160802
2000-12-18,271.918365,285.383514,0.000000
2000-12-19,269.603333,284.683350,0.000000
2000-12-20,278.754028,291.486847,1.663136
2000-12-21,287.422272,293.794312,8.548976
2000-12-22,287.324127,297.039673,2.608608
2000-12-23,275.319458,290.001190,0.000000
2000-12-24,277.306732,282.749756,13.081656
2000-12-25,279.466034,287.644043,30.583189
2000-12-26,277.453003,281.113983,3.174311
2000-12-27,278.806305,290.681122,12.462221
2000-12-28,274.068665,278.236755,2.315455
2000-12-29,271.489685,277.575928,0.000000
2000-12-30,271.050842,275.814331,4.576915
2000-12-31,274.346069,282.416412,12.595572
2001-01-01,272.340790,277.714874,3.621289
2001-01-02,269.802948,282.744232,0.000000
2001-01-03,270.737885,284.393494,0.000000
2001-01-04,272.610687,284.892090,0.000000
2001-01-05,273.216095,286.057953,0.000000
2001-01-06,279.339783,293.376587,0.000000
2001-01-07,285.192719,293.775360,0.459984
2001-01-08,273.129608,290.300995,0.000000
2001-01-09,267.492950,274.216431,4.684839
2001-01-10,268.076599,274.430511,29.153456
2001-01-11,258.912323,269.185364,0.000000
2001-01-12,259.865967,272.965210,0.000000
2001-01-13,268.497284,282.087921,0.354943
2001-01-14,276.568268,285.309021,1.564392
2001-01-15,271.387146,281.714844,0.000000
2001-01-16,270.696838,284.129700,0.000000
2001-01-17,273.500305,285.770050,0.000000
2001-01-18,271.831909,283.273865,0.000000
2001-01-19,275.756531,280.879059,0.000000
2001-01-20,275.624329,283.020721,0.000000
2001-01-21,277.155579,282.595825,0.000000
2001-01-22,276.927887,283.488251,0.000000
2001-01-23,274.146149,288.528595,0.000000
2001-01-24,276.406677,285.213531,0.000000
2001-01-25,273.575806,289.903168,0.000000
2001-01-26,277.916656,287.235748,0.000000
2001-01-27,273.297333,290.289124,0.000000
2001-01-28,277.335510,293.914062,0.000000
2001-01-29,278.755280,298.969391,0.000000
2001-01-30,282.521393,298.004303,1.264489
2001-01-31,278.496735,290.704773,0.860222
2001-02-01,272.679504,283.031189,0.000000
2001-02-02,273.011230,289.878113,0.000000
2001-02-03,275.926605,294.911194,0.000000
2001-02-04,277.917572,297.848816,0.000000
2001-02-05,283.109467,298.723602,0.000000
2001-02-06,281.611908,293.978149,2.066733
2001-02-07,267.711792,282.128418,2.054592
2001-02-08,267.803619,282.742645,0.000000
2001-02-09,273.841278,288.294128,0.000000
2001-02-10,278.774963,289.973572,0.000000
2001-02-11,283.275879,290.031860,15.352191
2001-02-12,276.692169,283.261810,2.572085
2001-02-13,277.239502,289.841827,0.000000
2001-02-14,277.037262,288.317383,0.000000
2001-02-15,277.035583,288.162842,0.000000
2001-02-16,277.098297,285.531189,0.000000
2001-02-17,272.341461,284.002380,0.000000
2001-02-18,273.494110,289.075348,0.000000
2001-02-19,275.874664,292.534058,0.000000
2001-02-20,277.808197,294.700867,0.000000
2001-02-21,277.824707,294.125977,0.000000
2001-02-22,281.377411,293.655609,0.000000
2001-02-23,281.775635,295.566010,0.000000
2001-02-24,283.401276,293.615967,0.000000
2001-02-25,284.174896,291.179718,1.716240
2001-02-26,283.684570,293.242859,19.925911
2001-02-27,279.485046,285.579132,7.000796
2001-02-28,280.177979,286.302185,0.000000
2001-03-01,282.356720,297.578674,0.000000
2001-03-02,280.837738,298.296143,0.000000
2001-03-03,287.992828,295.852112,0.703817
2001-03-04,284.158356,294.436768,0.000000
2001-03-05,278.638641,292.219025,0.000000
2001-03-06,285.232483,291.604645,8.834273
2001-03-07,283.357483,294.957489,1.454748
2001-03-08,280.702362,291.829315,0.000000
2001-03-09,277.154388,292.832947,0.000000
2001-03-10,281.726288,298.095612,0.000000
2001-03-11,280.509003,297.678314,0.000000
2001-03-12,288.369720,292.741028,5.998733
2001-03-13,286.398285,296.852295,12.274672
2001-03-14,278.259552,292.196991,0.000000
2001-03-15,280.520844,297.653137,0.000000
2001-03-16,281.316132,294.161957,0.000000
2001-03-17,286.092224,293.486755,0.808431
2001-03-18,288.919739,299.633881,1.200513
2001-03-19,284.674042,301.975098,0.000000
2001-03-20,286.561615,300.531311,0.000000
2001-03-21,284.055786,297.437042,0.000000
2001-03-22,285.048859,295.492371,6.511389
2001-03-23,289.435608,299.838837,1.646887
2001-03-24,287.069153,301.932800,0.324547
2001-03-25,286.952484,299.116333,0.000000
2001-03-26,289.891174,297.187378,0.474038
2001-03-27,289.970886,301.070007,10.048745
2001-03-28,288.866272,303.253998,18.746176
2001-03-29,286.920837,298.900421,1.573886
2001-03-30,282.108704,290.050842,1.212758
2001-03-31,284.348145,291.107056,6.861178
2001-04-01,282.902130,298.066925,0.000000
2001-04-02,285.675476,302.262787,0.000000
2001-04-03,286.443390,302.875549,0.000000
2001-04-04,288.573853,300.776886,0.000000
2001-04-05,278.226379,293.103333,0.000000
2001-04-06,278.666901,293.118469,0.000000
2001-04-07,279.234528,300.601196,0.000000
2001-04-08,283.139252,300.393921,0.000000
2001-04-09,290.869263,299.195770,0.000000
2001-04-10,291.713440,302.929199,0.000000
2001-04-11,290.495972,303.717773,0.000000
2001-04-12,287.460846,301.632965,0.000000
2001-04-13,283.542908,303.365906,0.000000
2001-04-14,292.528015,304.455383,0.000000
2001-04-15,287.464966,303.207306,0.417013
2001-04-16,291.674316,294.589264,24.486237
2001-04-17,290.369568,296.054688,16.392305
2001-04-18,289.989502,296.745514,32.809288
2001-04-19,286.923492,299.569214,0.000000
2001-04-20,291.319458,298.981171,0.000000
2001-04-21,284.120178,297.261841,0.000000
2001-04-22,281.923950,295.834106,0.000000
2001-04-23,285.214447,301.368622,0.000000
2001-04-24,291.239227,306.906464,0.000000
2001-04-25,292.009583,305.590759,0.000000
2001-04-26,292.363251,303.938293,0.559386
2001-04-27,292.722260,301.831482,0.000000
2001-04-28,292.324707,301.502686,0.000000
2001-04-29,288.261932,301.580444,0.000000
2001-04-30,290.566315,301.260376,0.000000
2001-05-01,291.587372,300.897339,0.000000
2001-05-02,293.044250,301.210236,0.000000
2001-05-03,293.661072,303.669891,0.000000
2001-05-04,290.269562,304.625397,0.000000
2001-05-05,293.389496,303.564209,2.499420
2001-05-06,293.970856,303.854401,1.988321
2001-05-07,289.005066,301.403931,0.000000
2001-05-08,285.507507,297.063232,0.000000
2001-05-09,285.369263,300.691528,0.000000
2001-05-10,290.358734,300.960693,0.000000
2001-05-11,293.047455,304.140869,0.000000
2001-05-12,292.711121,304.591309,0.000000
2001-05-13,292.167999,303.974243,0.000000
2001-05-14,293.281952,302.369293,0.000000
2001-05-15,292.587921,301.464722,3.639555
2001-05-16,293.031738,304.257477,0.000000
2001-05-17,294.687073,307.053345,0.000000
2001-05-18,296.442078,307.418701,0.000000
2001-05-19,292.198486,310.008575,0.000000
2001-05-20,293.398529,310.990601,0.000000
2001-05-21,294.008911,311.362579,0.000000
2001-05-22,295.891693,312.811096,0.000000
2001-05-23,293.832458,311.796143,0.000000
2001-05-24,293.677551,307.466370,0.000000
2001-05-25,293.293335,310.800598,0.000000
2001-05-26,300.331390,312.282715,0.000000
2001-05-27,297.201233,311.704712,1.451491
2001-05-28,294.336700,306.817230,0.892981
2001-05-29,293.220673,306.907257,0.000000
2001-05-30,292.592407,308.340454,0.000000
2001-05-31,292.944244,309.088379,0.000000
2001-06-01,294.572571,308.873413,0.000000
2001-06-02,295.693329,307.845947,0.000000
2001-06-03,295.288635,307.734650,0.000000
2001-06-04,294.704651,308.462524,0.000000
2001-06-05,295.898651,310.447510,0.000000
2001-06-06,298.168762,312.493591,0.000000
2001-06-07,298.563202,312.913177,2.551250
2001-06-08,297.234711,310.556946,0.000000
2001-06-09,296.137207,308.618378,0.000000
2001-06-10,296.699738,308.050140,0.000000
2001-06-11,297.123596,307.601135,0.000000
2001-06-12,297.400024,307.404938,0.000000
2001-06-13,297.477631,309.947479,0.000000
2001-06-14,298.872681,311.171722,0.000000
2001-06-15,298.122253,312.636810,0.000000
2001-06-16,296.367432,310.947144,0.822153
2001-06-17,297.165375,308.857788,3.239779
2001-06-18,297.142151,308.161377,1.442811
2001-06-19,297.005585,309.823853,0.000000
2001-06-20,297.123169,310.824524,1.503644
2001-06-21,296.651398,310.002777,5.536914
2001-06-22,295.602509,307.953247,0.000000
2001-06-23,296.085388,307.887909,0.000000
2001-06-24,297.482544,307.716125,0.000000
2001-06-25,298.602631,308.413727,0.000000
2001-06-26,298.724152,309.600342,0.000000
2001-06-27,298.814789,310.823730,0.000000
2001-06-28,299.061981,311.503052,0.000000
2001-06-29,299.088989,311.594727,0.000000
2001-06-30,298.418640,311.704376,0.000000
2001-07-01,298.826996,311.114380,0.000000
2001-07-02,298.499420,310.395233,0.309194
2001-07-03,297.917633,309.411102,0.334331
2001-07-04,298.055725,308.064026,3.025989
2001-07-05,298.533722,309.643066,0.322509
2001-07-06,299.367432,311.251221,0.000000
2001-07-07,300.148560,312.436859,1.908190
2001-07-08,300.786560,313.729065,0.980328
2001-07-09,300.045319,313.428528,0.995932
2001-07-10,299.790741,312.999207,0.492044
2001-07-11,300.006042,313.863831,0.000000
2001-07-12,299.913330,313.814850,0.000000
2001-07-13,298.893646,310.868958,3.498703
2001-07-14,297.551056,305.174164,3.739215
2001-07-15,297.781281,307.892059,0.000000
2001-07-16,298.231201,310.263153,0.000000
2001-07-17,297.872223,312.690460,0.000000
2001-07-18,297.656616,313.436768,0.000000
2001-07-19,298.380188,313.427917,0.000000
2001-07-20,298.637543,313.044495,0.000000
2001-07-21,298.032440,311.875397,0.000000
2001-07-22,297.761261,309.791382,0.000000
2001-07-23,298.117920,311.093658,0.000000
2001-07-24,297.667389,310.543884,0.000000
2001-07-25,297.814758,310.302185,0.000000
2001-07-26,297.798248,309.905212,0.000000
2001-07-27,297.882538,309.682343,0.000000
2001-07-28,297.634735,309.501312,0.000000
2001-07-29,297.848389,309.414642,0.000000
2001-07-30,297.221161,308.562073,0.000000
2001-07-31,296.919952,310.734802,0.000000
2001-08-01,297.143982,312.111511,0.000000
2001-08-02,297.217773,311.585114,0.000000
2001-08-03,297.317902,309.260315,0.000000
2001-08-04,297.420380,310.368561,0.000000
2001-08-05,298.121979,310.916382,0.000000
2001-08-06,298.206055,310.435394,0.709302
2001-08-07,297.204987,308.769958,1.173722
2001-08-08,297.550812,307.091095,1.967603
2001-08-09,297.461182,307.033234,0.487334
2001-08-10,297.474182,308.186859,0.000000
2001-08-11,297.510040,309.007660,0.000000
2001-08-12,297.042358,309.118927,0.000000
2001-08-13,297.070374,309.176697,0.000000
2001-08-14,296.798859,309.826538,0.000000
2001-08-15,297.066620,309.568665,0.765108
2001-08-16,296.615234,308.887939,1.265493
2001-08-17,296.440002,309.844208,0.000000
2001-08-18,295.915894,309.933685,0.000000
2001-08-19,296.339508,310.273743,0.000000
2001-08-20,297.009827,311.163910,0.000000
2001-08-21,298.193176,311.570404,0.452038
2001-08-22,298.664062,311.403412,0.000000
2001-08-23,297.753296,309.511536,0.827952
2001-08-24,298.170258,307.780640,1.415634
2001-08-25,297.192322,306.244354,4.077901
2001-08-26,296.708252,304.424622,0.000000
2001-08-27,296.434692,306.696198,0.000000
2001-08-28,297.393646,309.497528,0.000000
2001-08-29,297.215057,310.512756,0.000000
2001-08-30,296.614319,312.566925,0.000000
2001-08-31,297.311646,314.374817,0.636005
2001-09-01,297.960632,312.087524,6.801476
2001-09-02,297.726318,310.668121,7.794712
2001-09-03,297.867828,309.277588,8.451900
2001-09-04,297.298492,307.134979,12.046193
2001-09-05,296.531799,303.452240,43.482731
2001-09-06,296.272888,304.757385,55.544308
2001-09-07,296.300079,303.922638,6.982502
2001-09-08,295.223633,304.870605,22.168966
2001-09-09,295.911591,306.375580,8.563259
2001-09-10,295.520325,304.857788,2.463043
2001-09-11,294.854523,303.855316,0.000000
2001-09-12,294.880554,306.099762,0.000000
2001-09-13,294.350861,307.726349,0.000000
2001-09-14,293.958679,308.575958,0.000000
2001-09-15,292.697052,308.716370,0.000000
2001-09-16,292.149628,307.416626,0.000000
2001-09-17,292.180389,306.274475,0.000000
2001-09-18,290.582550,306.695099,0.000000
2001-09-19,290.537018,305.671875,0.000000
2001-09-20,290.058594,303.910126,0.000000
2001-09-21,288.212067,302.205048,0.000000
2001-09-22,288.762207,302.855133,0.000000
2001-09-23,287.574860,302.524078,0.000000
2001-09-24,288.654755,305.148804,0.000000
2001-09-25,291.119080,306.310913,0.000000
2001-09-26,290.184631,305.451569,0.000000
2001-09-27,290.823944,302.999298,0.000000
2001-09-28,293.883423,303.710968,0.000000
2001-09-29,293.295837,302.663086,1.951088
2001-09-30,293.375122,301.418823,3.021788
2001-10-01,289.925537,296.914642,0.000000
2001-10-02,288.736725,298.664124,0.000000
2001-10-03,287.686737,302.342987,0.000000
2001-10-04,289.325806,302.603394,0.000000
2001-10-05,288.676086,302.774750,0.000000
2001-10-06,287.058228,304.009094,0.000000
2001-10-07,287.007568,304.964325,0.000000
2001-10-08,286.315918,305.640198,0.000000
2001-10-09,289.512878,304.538422,0.000000
2001-10-10,287.708557,303.305298,0.000000
2001-10-11,286.948120,303.613159,0.000000
2001-10-12,287.724915,303.817444,0.000000
2001-10-13,289.355164,305.249664,0.000000
2001-10-14,288.730927,305.400391,0.000000
2001-10-15,288.218811,306.240448,0.000000
2001-10-16,290.335846,306.933716,0.000000
2001-10-17,292.520111,307.451111,0.000000
2001-10-18,294.352264,308.308929,0.000000
2001-10-19,295.027618,307.832092,0.000000
2001-10-20,294.839752,306.716614,0.000000
2001-10-21,293.647278,305.407532,0.000000
2001-10-22,293.856476,305.672211,0.000000
2001-10-23,293.367096,305.338470,0.000000
2001-10-24,292.161011,304.675995,0.000000
2001-10-25,294.995148,304.411224,0.000000
2001-10-26,293.895294,305.831207,1.322341
2001-10-27,292.215729,304.610718,0.000000
2001-10-28,282.914032,300.374023,0.000000
2001-10-29,281.881592,296.790497,0.000000
2001-10-30,280.674408,295.355438,0.000000
2001-10-31,280.979950,298.494446,0.000000
2001-11-01,284.015869,301.294891,0.000000
2001-11-02,290.701996,297.170258,0.000000
2001-11-03,290.113678,301.524841,1.897081
2001-11-04,287.702545,298.144226,0.000000
2001-11-05,291.936981,301.097717,5.858498
2001-11-06,283.355530,295.767670,0.000000
2001-11-07,283.210205,301.054810,0.000000
2001-11-08,286.076080,297.870941,0.297216
2001-11-09,288.226166,297.045410,0.000000
2001-11-10,291.088745,302.401947,0.000000
2001-11-11,289.618530,301.041962,1.048521
2001-11-12,286.566620,296.458649,0.000000
2001-11-13,278.260468,294.304993,0.000000
2001-11-14,281.545258,298.241333,0.000000
2001-11-15,278.673859,294.448486,0.000000
2001-11-16,278.753235,298.668701,0.000000
2001-11-17,281.669556,300.797180,0.000000
2001-11-18,285.770111,299.920929,0.000000
2001-11-19,285.605560,301.517059,0.000000
2001-11-20,282.216522,302.042664,0.000000
2001-11-21,284.693329,296.928772,0.000000
2001-11-22,278.723816,288.297668,0.000000
2001-11-23,276.879822,289.096985,0.000000
2001-11-24,276.500092,293.584015,0.000000
2001-11-25,280.354004,291.954193,0.959239
2001-11-26,273.706268,290.272980,0.000000
2001-11-27,280.700012,297.348755,0.000000
2001-11-28,280.550171,301.870850,0.000000
2001-11-29,282.868439,295.312469,2.163783
2001-11-30,272.485840,288.666595,0.000000
2001-12-01,278.816162,295.426117,0.000000
2001-12-02,283.111023,296.929443,0.415536
2001-12-03,277.258728,290.279907,0.000000
2001-12-04,273.591583,280.042725,20.083906
2001-12-05,273.867004,279.787109,6.358494
2001-12-06,271.469147,284.657440,0.000000
2001-12-07,273.707489,290.036682,0.000000
2001-12-08,275.699493,291.764343,0.000000
2001-12-09,275.789825,290.794586,0.000000
2001-12-10,276.789917,290.436005,0.000000
2001-12-11,278.312622,291.891266,0.000000
2001-12-12,282.486115,297.913513,0.000000
2001-12-13,280.159485,293.061981,0.000000
2001-12-14,280.233429,295.447357,0.000000
2001-12-15,282.526154,290.767181,0.400143
2001-12-16,270.047150,284.606567,0.000000
2001-12-17,271.145874,287.584961,0.000000
2001-12-18,276.039368,292.267456,0.000000
2001-12-19,280.368042,293.816742,0.000000
2001-12-20,281.957703,294.011230,0.000000
2001-12-21,281.948242,292.707031,0.000000
2001-12-22,283.894806,293.499420,0.000000
2001-12-23,282.398254,290.407166,0.000000
2001-12-24,275.006226,292.001923,0.000000
2001-12-25,278.561432,296.793640,0.000000
2001-12-26,280.624481,295.109100,0.000000
2001-12-27,277.183960,291.917480,0.000000
2001-12-28,272.610809,293.945343,0.000000
2001-12-29,275.559998,292.892670,0.000000
2001-12-30,277.734375,295.054901,0.000000
2001-12-31,277.350403,289.096802,0.000000
2002-01-01,273.303925,287.245148,0.000000
2002-01-02,272.460938,288.507111,0.000000
2002-01-03,274.016510,291.228210,0.000000
2002-01-04,275.040894,292.190826,0.000000
2002-01-05,279.445129,293.908783,0.000000
2002-01-06,277.843903,287.237579,0.000000
2002-01-07,271.009338,284.678314,0.000000
2002-01-08,270.981445,286.163818,0.000000
2002-01-09,270.725525,290.811462,0.000000
2002-01-10,274.363678,290.897522,0.000000
2002-01-11,274.734894,293.904083,0.000000
2002-01-12,275.511383,294.680695,0.000000
2002-01-13,276.020691,289.932037,0.000000
2002-01-14,274.033905,288.925812,0.000000
2002-01-15,273.050751,290.903473,0.000000
2002-01-16,274.962982,290.291687,0.000000
2002-01-17,275.380096,292.413116,0.000000
2002-01-18,277.356384,296.111237,0.000000
2002-01-19,279.684998,297.837372,0.000000
2002-01-20,280.236755,299.730225,0.000000
2002-01-21,280.757355,294.931580,0.000000
2002-01-22,272.118134,289.729736,0.000000
2002-01-23,275.826721,296.504150,0.000000
2002-01-24,278.558990,297.985901,0.000000
2002-01-25,279.994537,298.094940,0.000000
2002-01-26,282.377502,297.464600,0.000000
2002-01-27,280.235443,299.705078,0.000000
2002-01-28,282.327362,298.929901,0.000000
2002-01-29,280.738922,299.467194,0.785889
2002-01-30,284.420471,299.713654,1.016048
2002-01-31,287.272980,299.782562,0.414994
2002-02-01,288.238037,301.585907,0.341279
2002-02-02,286.754272,298.495728,0.491153
2002-02-03,283.777069,292.464874,0.000000
2002-02-04,277.739624,284.654968,1.403492
2002-02-05,277.747955,290.051208,8.138111
2002-02-06,284.887909,290.984161,1.451324
2002-02-07,279.913086,288.336182,0.000000
2002-02-08,273.531433,285.836487,0.000000
2002-02-09,275.129974,292.920349,0.000000
2002-02-10,278.564941,298.071045,0.000000
2002-02-11,278.453369,295.198822,0.000000
2002-02-12,280.918732,300.722046,0.000000
2002-02-13,282.843689,302.551117,0.000000
2002-02-14,286.134094,302.786804,0.472734
2002-02-15,287.578857,300.609436,0.000000
2002-02-16,285.326965,298.237335,0.000000
2002-02-17,289.356506,304.939087,0.000000
2002-02-18,288.673828,309.088379,0.000000
2002-02-19,290.168030,309.331085,0.000000
2002-02-20,290.365753,307.058899,0.563653
2002-02-21,283.123657,300.370636,6.401819
2002-02-22,280.706818,288.971832,6.824177
2002-02-23,285.515045,296.345184,5.907804
2002-02-24,288.148285,297.102448,0.867446
2002-02-25,282.511993,297.403534,0.000000
2002-02-26,282.439178,300.288971,0.000000
2002-02-27,283.268707,302.240967,0.000000
2002-02-28,283.321533,303.125793,0.000000
2002-03-01,286.229980,305.614990,0.000000
2002-03-02,288.901703,300.500977,1.616836
2002-03-03,282.515442,292.073151,1.811273
2002-03-04,282.289276,290.612030,0.000000
2002-03-05,285.821228,293.402863,0.000000
2002-03-06,288.943878,298.589996,1.174764
2002-03-07,287.911591,300.271484,0.000000
2002-03-08,287.614563,300.881439,0.366960
2002-03-09,288.223724,304.771637,0.000000
2002-03-10,282.882446,302.457184,0.000000
2002-03-11,278.767731,287.577545,0.000000
2002-03-12,277.039001,293.198883,0.000000
2002-03-13,280.947784,292.119019,0.000000
2002-03-14,283.316101,291.266235,0.000000
2002-03-15,281.428802,296.981720,0.000000
2002-03-16,283.404602,300.371643,0.000000
2002-03-17,285.180542,301.950165,0.000000
2002-03-18,286.071655,303.023834,0.000000
2002-03-19,288.460236,303.712769,0.000000
2002-03-20,286.466553,303.889557,0.000000
2002-03-21,286.847229,305.145416,0.000000
2002-03-22,289.456116,306.603455,0.000000
2002-03-23,291.672913,306.998047,0.000000
2002-03-24,287.424347,305.039856,0.000000
2002-03-25,284.179443,294.375397,0.000000
2002-03-26,285.538513,294.236694,0.000000
2002-03-27,288.247803,303.401550,0.000000
2002-03-28,290.764557,303.104919,0.000000
2002-03-29,290.456970,301.488983,2.792809
2002-03-30,289.404083,300.967743,1.150964
2002-03-31,283.975311,296.357819,0.000000
2002-04-01,281.591522,299.526642,0.000000
2002-04-02,287.411987,303.517975,0.000000
2002-04-03,288.901733,302.744202,0.000000
2002-04-04,285.937012,299.633881,0.000000
2002-04-05,286.828827,303.076538,0.000000
2002-04-06,286.528137,302.348907,0.000000
2002-04-07,286.471191,303.050598,0.000000
2002-04-08,288.710083,304.297333,0.000000
2002-04-09,288.969086,304.389771,0.000000
2002-04-10,289.149628,303.777527,0.000000
2002-04-11,291.751617,303.756836,0.000000
2002-04-12,292.590027,302.837769,0.000000
2002-04-13,290.849792,300.461517,3.152671
2002-04-14,290.823883,299.379211,13.896519
2002-04-15,292.226013,298.213501,10.719255
2002-04-16,292.587158,301.067047,0.000000
2002-04-17,292.018188,300.302063,0.000000
2002-04-18,290.397522,299.383301,0.000000
2002-04-19,292.338959,298.992676,0.000000
2002-04-20,292.245483,298.772644,0.000000
2002-04-21,291.917236,304.008728,0.000000
2002-04-22,292.767365,303.517792,2.875402
2002-04-23,292.786896,304.832916,0.000000
2002-04-24,291.191315,306.516205,0.000000
2002-04-25,291.685638,305.016724,0.000000
2002-04-26,285.643005,300.792084,0.000000
2002-04-27,284.567535,298.764130,0.000000
2002-04-28,287.658844,306.388550,0.000000
2002-04-29,291.683197,310.952179,0.000000
2002-04-30,293.058990,309.819672,0.000000
2002-05-01,293.081207,308.689392,0.000000
2002-05-02,292.801727,307.645752,0.000000
2002-05-03,292.347809,304.233704,0.000000
2002-05-04,291.611877,299.096954,0.000000
2002-05-05,292.399780,306.151245,0.000000
2002-05-06,294.526794,309.688141,0.000000
2002-05-07,295.661499,309.434814,0.000000
2002-05-08,293.940155,309.865814,0.000000
2002-05-09,295.159607,310.607910,0.000000
2002-05-10,295.208160,311.999207,0.000000
2002-05-11,294.325073,311.233368,0.000000
2002-05-12,294.291443,305.947174,0.000000
2002-05-13,296.035065,307.686310,0.000000
2002-05-14,296.792511,309.827576,0.000000
2002-05-15,295.765533,313.020294,0.000000
2002-05-16,294.098297,310.673828,0.000000
2002-05-17,295.874268,308.622498,0.000000
2002-05-18,292.467255,304.839264,0.000000
2002-05-19,291.266693,303.640045,0.000000
2002-05-20,289.526428,306.157135,0.000000
2002-05-21,293.721832,307.014130,0.000000
2002-05-22,295.136566,309.487183,0.000000
2002-05-23,292.751007,308.899384,5.437256
2002-05-24,293.534241,302.397400,0.000000
2002-05-25,289.609222,305.796112,0.000000
2002-05-26,294.241577,308.456726,0.000000
2002-05-27,300.093201,310.211243,0.000000
2002-05-28,296.068787,309.057159,1.834344
2002-05-29,296.410065,299.673737,45.300945
2002-05-30,295.902618,299.222504,19.262152
2002-05-31,294.244690,303.589264,1.405894
2002-06-01,291.081360,304.968964,0.000000
2002-06-02,292.982025,306.010345,0.000000
2002-06-03,295.774384,306.790009,0.000000
2002-06-04,296.756165,306.630280,0.288853
2002-06-05,296.793915,307.666687,8.617917
2002-06-06,297.826569,310.634613,0.384240
2002-06-07,296.165588,313.726746,0.000000
2002-06-08,296.539825,313.014618,0.675588
2002-06-09,297.092255,310.460815,0.000000
2002-06-10,296.133911,311.653778,0.000000
2002-06-11,297.580963,311.670990,0.000000
2002-06-12,296.164398,310.079102,1.374059
2002-06-13,295.314362,307.445099,0.000000
2002-06-14,296.152527,308.433289,0.000000
2002-06-15,296.924500,306.945618,1.467567
2002-06-16,297.470123,306.494507,3.218971
2002-06-17,296.077942,305.829803,0.920878
2002-06-18,296.747589,307.542542,0.000000
2002-06-19,297.180786,308.462036,0.000000
2002-06-20,297.753082,309.588867,0.000000
2002-06-21,298.196503,311.072205,0.000000
2002-06-22,298.563934,311.577484,0.000000
2002-06-23,298.241425,310.854492,0.000000
2002-06-24,299.094391,310.583221,0.000000
2002-06-25,299.440826,310.708069,0.000000
2002-06-26,299.494324,309.941803,0.776722
2002-06-27,299.084320,309.812195,0.000000
2002-06-28,299.540344,311.908936,0.000000
2002-06-29,300.764191,313.831940,0.000000
2002-06-30,301.936127,314.059235,0.000000
2002-07-01,302.179871,314.979218,0.000000
2002-07-02,302.331177,313.879578,0.000000
2002-07-03,300.931427,313.794403,0.000000
2002-07-04,299.516449,313.504333,0.000000
2002-07-05,299.128387,312.313751,0.000000
2002-07-06,299.463470,311.416046,0.000000
2002-07-07,299.955475,311.238251,0.000000
2002-07-08,299.435303,310.596924,0.000000
2002-07-09,299.546875,310.504608,0.889928
2002-07-10,299.274048,309.703339,0.000000
2002-07-11,299.095551,308.319580,1.008953
2002-07-12,298.807709,308.715698,0.000000
2002-07-13,299.087433,311.364471,0.000000
2002-07-14,299.594849,312.775848,0.000000
2002-07-15,300.998291,313.873566,0.000000
2002-07-16,298.645874,311.367188,0.000000
